iter 	 p
500 	 0.5771698 
1000 	 0.6689715 
1500 	 0.4849204 
2000 	 0.4315364 
2500 	 0.5877068 
3000 	 0.629645 
3500 	 0.6439586 
4000 	 0.4263034 
4500 	 0.4314403 
5000 	 0.6711044 
5500 	 0.6560387 
6000 	 0.614803 
6500 	 0.4644228 
7000 	 0.5208437 
7500 	 0.5993626 
8000 	 0.594096 
8500 	 0.4992399 
9000 	 0.4559986 
9500 	 0.4594174 
10000 	 0.6215733 
10500 	 0.5544959 
11000 	 0.5331991 
11500 	 0.5479421 
12000 	 0.6353913 
12500 	 0.4353216 
13000 	 0.710892 
13500 	 0.6559717 
14000 	 0.3846225 
14500 	 0.6410437 
15000 	 0.675547 
15500 	 0.5508787 
16000 	 0.5492601 
16500 	 0.6208064 
17000 	 0.5361786 
17500 	 0.5614672 
18000 	 0.4525905 
18500 	 0.5515988 
19000 	 0.4886549 
19500 	 0.5700608 
20000 	 0.6099239 
20500 	 0.4709934 
21000 	 0.5909409 
21500 	 0.5441119 
22000 	 0.4707784 
22500 	 0.6340225 
23000 	 0.5582823 
23500 	 0.3521199 
24000 	 0.4398117 
24500 	 0.4936608 
25000 	 0.482098 
25500 	 0.4790755 
26000 	 0.5072295 
26500 	 0.5056129 
27000 	 0.6331623 
27500 	 0.6226848 
28000 	 0.7274642 
28500 	 0.4658739 
29000 	 0.6533454 
29500 	 0.6415032 
30000 	 0.534787 
30500 	 0.7405634 
31000 	 0.5073183 
31500 	 0.5894912 
32000 	 0.7092752 
32500 	 0.5434422 
33000 	 0.6333851 
33500 	 0.6059671 
34000 	 0.5973108 
34500 	 0.5702211 
35000 	 0.5693646 
35500 	 0.4467009 
36000 	 0.4220548 
36500 	 0.495431 
37000 	 0.6007367 
37500 	 0.6336497 
38000 	 0.5248822 
38500 	 0.4192893 
39000 	 0.6404501 
39500 	 0.6467316 
40000 	 0.5796025 
40500 	 0.6908282 
41000 	 0.4813318 
41500 	 0.6173268 
42000 	 0.4730253 
42500 	 0.5499627 
43000 	 0.650686 
43500 	 0.6369881 
44000 	 0.5720244 
44500 	 0.5554847 
45000 	 0.422891 
45500 	 0.7066132 
46000 	 0.5844636 
46500 	 0.5267358 
47000 	 0.3920471 
47500 	 0.4697759 
48000 	 0.5938298 
48500 	 0.6002978 
49000 	 0.5534452 
49500 	 0.5431188 
50000 	 0.4195638 
50500 	 0.4969584 
51000 	 0.5398875 
51500 	 0.6534958 
52000 	 0.5222046 
52500 	 0.5237689 
53000 	 0.5788051 
53500 	 0.5972688 
54000 	 0.6658638 
54500 	 0.5711226 
55000 	 0.4913171 
55500 	 0.6133697 
56000 	 0.4304486 
56500 	 0.554915 
57000 	 0.6574577 
57500 	 0.5024759 
58000 	 0.599403 
58500 	 0.6567981 
59000 	 0.5745172 
59500 	 0.6503222 
60000 	 0.4723051 
60500 	 0.5043033 
61000 	 0.434326 
61500 	 0.4850663 
62000 	 0.5562864 
62500 	 0.6409986 
63000 	 0.5562093 
63500 	 0.5648864 
64000 	 0.6160756 
64500 	 0.6200603 
65000 	 0.6434613 
65500 	 0.6896778 
66000 	 0.6323005 
66500 	 0.5122689 
67000 	 0.6025629 
67500 	 0.5630034 
68000 	 0.4778952 
68500 	 0.4560108 
69000 	 0.5421114 
69500 	 0.6246788 
70000 	 0.4808536 
70500 	 0.4513129 
71000 	 0.6241653 
71500 	 0.5167383 
72000 	 0.4208122 
72500 	 0.505432 
73000 	 0.6124083 
73500 	 0.5531805 
74000 	 0.6206525 
74500 	 0.5075235 
75000 	 0.4953447 
75500 	 0.610165 
76000 	 0.4899083 
76500 	 0.535297 
77000 	 0.6865245 
77500 	 0.5474617 
78000 	 0.6012072 
78500 	 0.5315594 
79000 	 0.624961 
79500 	 0.5367169 
80000 	 0.4662377 
80500 	 0.4862452 
81000 	 0.5556528 
81500 	 0.4043421 
82000 	 0.655843 
82500 	 0.6312329 
83000 	 0.5686113 
83500 	 0.4911306 
84000 	 0.5423155 
84500 	 0.4996099 
85000 	 0.7169957 
85500 	 0.5852475 
86000 	 0.6486373 
86500 	 0.4764423 
87000 	 0.557116 
87500 	 0.5483994 
88000 	 0.7026903 
88500 	 0.6944756 
89000 	 0.6281985 
89500 	 0.5302762 
90000 	 0.6239772 
90500 	 0.5635933 
91000 	 0.5758556 
91500 	 0.5261594 
92000 	 0.5893315 
92500 	 0.5534472 
93000 	 0.5189993 
93500 	 0.6056382 
94000 	 0.3664146 
94500 	 0.4406365 
95000 	 0.5322854 
95500 	 0.6788012 
96000 	 0.4707319 
96500 	 0.6966771 
97000 	 0.6106855 
97500 	 0.5044253 
98000 	 0.3730102 
98500 	 0.5517693 
99000 	 0.5144502 
99500 	 0.4899903 
100000 	 0.4649589 
100500 	 0.5586244 
101000 	 0.4259125 
101500 	 0.468519 
102000 	 0.6478587 
102500 	 0.4297072 
103000 	 0.6223954 
103500 	 0.6320769 
104000 	 0.3563455 
104500 	 0.638346 
105000 	 0.5543568 
105500 	 0.4254818 
106000 	 0.6235783 
106500 	 0.5406707 
107000 	 0.6416581 
107500 	 0.5481195 
108000 	 0.6863719 
108500 	 0.4983348 
109000 	 0.5825982 
109500 	 0.5287589 
110000 	 0.6039816 
110500 	 0.4896563 
111000 	 0.5224536 
111500 	 0.4122916 
112000 	 0.5577021 
112500 	 0.5736701 
113000 	 0.535847 
113500 	 0.5936928 
114000 	 0.3983044 
114500 	 0.5428833 
115000 	 0.508072 
115500 	 0.5603538 
116000 	 0.4324383 
116500 	 0.5464378 
117000 	 0.5763735 
117500 	 0.5346428 
118000 	 0.460532 
118500 	 0.4581023 
119000 	 0.5953458 
119500 	 0.5034734 
120000 	 0.4423229 
120500 	 0.6332198 
121000 	 0.5357094 
121500 	 0.6063916 
122000 	 0.5426216 
122500 	 0.5460034 
123000 	 0.4966898 
123500 	 0.5664092 
124000 	 0.6719381 
124500 	 0.6220731 
125000 	 0.4803298 
125500 	 0.5171479 
126000 	 0.4911699 
126500 	 0.6777646 
127000 	 0.501504 
127500 	 0.5521713 
128000 	 0.55628 
128500 	 0.4208472 
129000 	 0.4633831 
129500 	 0.5738902 
130000 	 0.3500344 
130500 	 0.4771079 
131000 	 0.582573 
131500 	 0.4561345 
132000 	 0.6272314 
132500 	 0.4367514 
133000 	 0.6530207 
133500 	 0.4537727 
134000 	 0.6627347 
134500 	 0.7135271 
135000 	 0.7048338 
135500 	 0.4151276 
136000 	 0.5946506 
136500 	 0.5697812 
137000 	 0.4091155 
137500 	 0.4632757 
138000 	 0.5325177 
138500 	 0.5163605 
139000 	 0.4955336 
139500 	 0.5074872 
140000 	 0.5416387 
140500 	 0.6051854 
141000 	 0.5449063 
141500 	 0.5990994 
142000 	 0.4980107 
142500 	 0.5194606 
143000 	 0.7456054 
143500 	 0.5474631 
144000 	 0.5780329 
144500 	 0.5238248 
145000 	 0.7284471 
145500 	 0.5689102 
146000 	 0.524832 
146500 	 0.5090648 
147000 	 0.4888755 
147500 	 0.6150973 
148000 	 0.5704807 
148500 	 0.5502288 
149000 	 0.4196148 
149500 	 0.5040661 
150000 	 0.4181294 
150500 	 0.4978383 
151000 	 0.6629717 
151500 	 0.6609969 
152000 	 0.6943667 
152500 	 0.543895 
153000 	 0.5557551 
153500 	 0.6090827 
154000 	 0.4843631 
154500 	 0.5908044 
155000 	 0.600351 
155500 	 0.5425523 
156000 	 0.5641219 
156500 	 0.6894477 
157000 	 0.4910379 
157500 	 0.5344678 
158000 	 0.4519114 
158500 	 0.6177599 
159000 	 0.5331907 
159500 	 0.628726 
160000 	 0.5957074 
160500 	 0.5363514 
161000 	 0.4427545 
161500 	 0.588896 
162000 	 0.7235974 
162500 	 0.5864584 
163000 	 0.4346339 
163500 	 0.4403261 
164000 	 0.6697501 
164500 	 0.343633 
165000 	 0.5814395 
165500 	 0.528205 
166000 	 0.5407852 
166500 	 0.423408 
167000 	 0.5558656 
167500 	 0.64807 
168000 	 0.5397193 
168500 	 0.4603514 
169000 	 0.5801065 
169500 	 0.5200524 
170000 	 0.6367072 
170500 	 0.5158644 
171000 	 0.5990747 
171500 	 0.6144126 
172000 	 0.5564278 
172500 	 0.4676219 
173000 	 0.5842189 
173500 	 0.6342003 
174000 	 0.63535 
174500 	 0.5361572 
175000 	 0.6223258 
175500 	 0.5468853 
176000 	 0.4729703 
176500 	 0.5715452 
177000 	 0.5878344 
177500 	 0.4950972 
178000 	 0.4498281 
178500 	 0.5650638 
179000 	 0.563051 
179500 	 0.6006716 
180000 	 0.5335254 
180500 	 0.607765 
181000 	 0.4353702 
181500 	 0.6717213 
182000 	 0.5111992 
182500 	 0.450209 
183000 	 0.4688256 
183500 	 0.4962818 
184000 	 0.5163277 
184500 	 0.3559245 
185000 	 0.5891426 
185500 	 0.488065 
186000 	 0.6219657 
186500 	 0.3726484 
187000 	 0.7312766 
187500 	 0.581483 
188000 	 0.5199147 
188500 	 0.4243973 
189000 	 0.5608545 
189500 	 0.5209554 
190000 	 0.6217265 
190500 	 0.6706291 
191000 	 0.483485 
191500 	 0.5646134 
192000 	 0.6051227 
192500 	 0.4903384 
193000 	 0.4206024 
193500 	 0.5069346 
194000 	 0.4971074 
194500 	 0.5149112 
195000 	 0.5930551 
195500 	 0.6034971 
196000 	 0.4018948 
196500 	 0.5090896 
197000 	 0.6341878 
197500 	 0.5965248 
198000 	 0.5459844 
198500 	 0.4280308 
199000 	 0.5386865 
199500 	 0.5907112 
200000 	 0.5862959 
200500 	 0.6255839 
201000 	 0.5049172 
201500 	 0.5861322 
202000 	 0.5167904 
202500 	 0.6040361 
203000 	 0.5812176 
203500 	 0.5519013 
204000 	 0.6299382 
204500 	 0.5930984 
205000 	 0.647303 
205500 	 0.4652281 
206000 	 0.4837386 
206500 	 0.5716477 
207000 	 0.6021274 
207500 	 0.4878291 
208000 	 0.5822183 
208500 	 0.35628 
209000 	 0.5175485 
209500 	 0.5589481 
210000 	 0.5072673 
210500 	 0.5668697 
211000 	 0.3403119 
211500 	 0.5496688 
212000 	 0.5437312 
212500 	 0.5285959 
213000 	 0.4172531 
213500 	 0.5623909 
214000 	 0.4425961 
214500 	 0.5288751 
215000 	 0.5798094 
215500 	 0.6946506 
216000 	 0.5370381 
216500 	 0.444191 
217000 	 0.4449976 
217500 	 0.6621486 
218000 	 0.3860598 
218500 	 0.5224746 
219000 	 0.5553576 
219500 	 0.574041 
220000 	 0.4292943 
220500 	 0.6001371 
221000 	 0.5384006 
221500 	 0.6144083 
222000 	 0.4759023 
222500 	 0.5573506 
223000 	 0.4416601 
223500 	 0.6803919 
224000 	 0.6557742 
224500 	 0.5318659 
225000 	 0.5021588 
225500 	 0.5492835 
226000 	 0.651959 
226500 	 0.5530995 
227000 	 0.4938794 
227500 	 0.5694843 
228000 	 0.7062315 
228500 	 0.5716256 
229000 	 0.5187996 
