Frequency	Coverage	Num_Ind	rep1	rep2	rep3	rep4	rep5	rep6	rep7	rep8	rep9	rep10	rep11	rep12	rep13	rep14	rep15	rep16	rep17	rep18	rep19	rep20	rep21	rep22	rep23	rep24	rep25	rep26	rep27	rep28	rep29	rep30	rep31	rep32	rep33	rep34	rep35	rep36	rep37	rep38	rep39	rep40	rep41	rep42	rep43	rep44	rep45	rep46	rep47	rep48	rep49	rep50	rep51	rep52	rep53	rep54	rep55	rep56	rep57	rep58	rep59	rep60	rep61	rep62	rep63	rep64	rep65	rep66	rep67	rep68	rep69	rep70	rep71	rep72	rep73	rep74	rep75	rep76	rep77	rep78	rep79	rep80	rep81	rep82	rep83	rep84	rep85	rep86	rep87	rep88	rep89	rep90	rep91	rep92	rep93	rep94	rep95	rep96	rep97	rep98	rep99	rep100
f60	15x	20ind	0.6598673	0.517071	0.5864787	0.6795683	0.6537145	0.5257184	0.6276047	0.5747141	0.5845418	0.5022897	0.6866955	0.6431473	0.6645042	0.6818173	0.6191823	0.624265	0.5560757	0.6242787	0.5541106	0.6171546	0.5546588	0.5981567	0.5027382	0.6770626	0.498727	0.5624602	0.6504902	0.6858887	0.6149275	0.6237826	0.5913165	0.6858026	0.5584298	0.5736437	0.5626778	0.7010681	0.5825507	0.6092325	0.5585791	0.5676697	0.6002985	0.5834879	0.6308217	0.5549475	0.7499334	0.6743691	0.5624761	0.5203527	0.5640747	0.5609901	0.5646112	0.6412603	0.7166022	0.6398071	0.6574577	0.6698644	0.5980232	0.5991381	0.4759013	0.625594	0.558876	0.4527037	0.6831072	0.56475	0.6999662	0.6832146	0.5869633	0.6640717	0.5991557	0.5253431	0.634391	0.6087564	0.5639509	0.5677454	0.5874402	0.5026548	0.6207448	0.5896853	0.5317036	0.618062	0.5569023	0.6561239	0.5380036	0.6876609	0.5539452	0.6138981	0.6945623	0.5583394	0.6225845	0.6755599	0.5298126	0.5256963	0.5430357	0.5287137	0.5928434	0.6138582	0.679859	0.6292842	0.5832146	0.6974601
f60	15x	30ind	0.526526	0.6674846	0.6597141	0.6476426	0.5382321	0.6162472	0.6073523	0.6072102	0.5374791	0.5582891	0.583821	0.6326768	0.6641592	0.4882027	0.6068113	0.5515576	0.5210782	0.5154877	0.7163762	0.4738809	0.6804566	0.5853599	0.656803	0.5948032	0.6395719	0.5810426	0.6425316	0.647309	0.622263	0.6412088	0.5344325	0.5455752	0.6589234	0.6292023	0.6945715	0.511348	0.4368757	0.6407069	0.6383459	0.6166881	0.6404605	0.5935447	0.63561	0.5338873	0.6508415	0.5607862	0.5751496	0.622009	0.6162707	0.601208	0.5790395	0.5382667	0.603201	0.5297533	0.6221618	0.5286323	0.5763761	0.6610844	0.5198966	0.5970663	0.6329884	0.5513285	0.5747822	0.5516921	0.5770379	0.496732	0.588585	0.623972	0.5250622	0.6714333	0.6072499	0.5738407	0.6378952	0.5176984	0.6418381	0.5663061	0.6147283	0.6116735	0.5768144	0.7537518	0.5700742	0.5489009	0.670627	0.5987131	0.6687228	0.6342817	0.5591836	0.5896054	0.5919182	0.5593514	0.6240737	0.6180548	0.6662536	0.5576878	0.5245158	0.667823	0.6192667	0.6209604	0.5254383	0.6214095
f60	20x	5ind	0.559645	0.6387617	0.6031461	0.5536406	0.6569497	0.4194477	0.4898946	0.4897808	0.5408324	0.5601372	0.6968557	0.6117664	0.6110095	0.6741679	0.5417563	0.5847955	0.5078151	0.6587863	0.5442692	0.5043741	0.5285267	0.6830994	0.5985223	0.5834391	0.4629219	0.6583518	0.6921627	0.6554862	0.5741402	0.6449412	0.5448835	0.5205157	0.5397544	0.5494588	0.691178	0.7579526	0.6294949	0.5752368	0.5948069	0.4935953	0.5884169	0.6663888	0.5873575	0.703215	0.3723304	0.7588226	0.3964768	0.5196849	0.4968222	0.5306848	0.4680322	0.6280022	0.5621659	0.6749647	0.7243457	0.6010581	0.5794476	0.3948789	0.7299286	0.5764298	0.4674385	0.5644521	0.7232892	0.4694301	0.4701446	0.6505337	0.6921052	0.4310245	0.4487667	0.5800364	0.6313956	0.7588487	0.4037552	0.6929479	0.5892467	0.4297462	0.5346811	0.5278467	0.5215738	0.4093007	0.5364002	0.6970821	0.5889969	0.4758456	0.3743633	0.6398546	0.3435123	0.5326797	0.7570151	0.6996709	0.5362644	0.5260007	0.5799952	0.5951628	0.6016448	0.7518988	0.645203	0.7678678	0.5865533	0.491199
f60	20x	10ind	0.698184	0.5471756	0.5490999	0.6765754	0.5124463	0.6843779	0.4850952	0.8493094	0.4956862	0.4925094	0.6245354	0.563466	0.6742217	0.4817851	0.6615515	0.6378864	0.6893863	0.6305854	0.5234142	0.5369063	0.5593278	0.5824793	0.6540474	0.5031853	0.5528409	0.5443579	0.5915549	0.6267275	0.6262721	0.5709431	0.5734627	0.6607252	0.65686	0.6622505	0.6399144	0.5221683	0.6265739	0.6715094	0.555687	0.6972428	0.5223206	0.5170736	0.733358	0.666784	0.6394759	0.615825	0.6374491	0.6054931	0.5685149	0.6369814	0.5875325	0.6509463	0.6425903	0.5686025	0.5596002	0.5983401	0.6450135	0.516041	0.624054	0.5647017	0.6660347	0.6097292	0.6653173	0.4719793	0.5652213	0.6442562	0.6721969	0.7342889	0.5835456	0.6138615	0.6251551	0.6579296	0.6748703	0.6736185	0.6801852	0.6227585	0.5801216	0.5010839	0.6498935	0.6785932	0.6256932	0.5246441	0.4879625	0.6586213	0.5082568	0.6023172	0.5817535	0.5448255	0.6537571	0.6192559	0.6553326	0.5598929	0.5153863	0.6817636	0.5501813	0.531488	0.5749043	0.6709849	0.5561707	0.5821995
f60	20x	20ind	0.5761922	0.6186033	0.5966303	0.5595554	0.5160423	0.5283492	0.6482196	0.5815394	0.7018516	0.6660642	0.5939818	0.4643244	0.6327308	0.5961783	0.6532486	0.414982	0.5846427	0.6914594	0.6224715	0.5986723	0.5735293	0.5631458	0.6174947	0.5540146	0.5738258	0.5112271	0.4651437	0.6774657	0.6128695	0.6322684	0.5339408	0.5991371	0.6449356	0.5603368	0.7063374	0.5335125	0.5633829	0.622026	0.6221837	0.6618242	0.6589271	0.5808946	0.4194657	0.7071682	0.6165164	0.5867415	0.6822335	0.6884212	0.5966	0.5819748	0.5616457	0.451927	0.5394599	0.5829322	0.6127863	0.5394058	0.5727669	0.6202615	0.6970473	0.5961367	0.5080782	0.5309578	0.6393877	0.5310178	0.6001858	0.5788207	0.555735	0.6636892	0.6208032	0.5393585	0.5621097	0.6170782	0.6116686	0.5920143	0.6399945	0.5992806	0.6896286	0.5878284	0.5979945	0.6073176	0.625793	0.5115495	0.5915189	0.5883995	0.5783226	0.6034911	0.6077401	0.5842215	0.7139062	0.5697424	0.6089793	0.5203666	0.5206735	0.5104343	0.5460688	0.6599697	0.5659432	0.5986224	0.6547172	0.6018037
f60	20x	30ind	0.569871	0.6353203	0.6723212	0.5889193	0.59159	0.6094982	0.5773969	0.6192501	0.6292746	0.6593379	0.7064535	0.6597402	0.5745404	0.5531346	0.5950969	0.5575442	0.5668647	0.5975427	0.5465611	0.5935888	0.6683274	0.6015198	0.5665144	0.6255489	0.6376672	0.6122127	0.6599434	0.6649286	0.6461785	0.6715541	0.7079923	0.6329736	0.608855	0.5803187	0.6926988	0.5445578	0.6823541	0.6391041	0.639091	0.5782342	0.6459029	0.6006733	0.6511118	0.5708203	0.6480193	0.6114653	0.5372299	0.5130212	0.6009522	0.5702294	0.5709032	0.6353837	0.5698383	0.5565859	0.6539802	0.595984	0.5667164	0.6601643	0.6964571	0.5502715	0.6054163	0.5679331	0.5588951	0.6047262	0.60216	0.6285046	0.6263285	0.6260077	0.5777966	0.5900151	0.6232337	0.5700188	0.6019397	0.5363635	0.6518314	0.5743074	0.6184152	0.5834486	0.6224664	0.6015927	0.570341	0.5978274	0.5994915	0.5716788	0.5642968	0.6432477	0.5314268	0.6652782	0.6660182	0.6199735	0.6212082	0.633966	0.5787307	0.5412754	0.5573943	0.6243629	0.5881843	0.6361044	0.6044972	0.5191423
f80	5x	5ind	0.7851386	0.6951101	0.7748425	0.679011	0.7469533	0.6005855	0.8737108	0.7841174	0.6096174	0.5765528	0.5524312	0.6699194	0.8095265	0.8441865	0.686628	0.8840745	0.7567173	0.8934382	0.9376256	0.6650976	0.8688151	0.5940176	0.8318462	0.7526599	0.7520859	0.7623605	0.644764	0.6181947	0.5294123	0.7485138	0.8372582	0.6739304	0.7023149	0.6743013	0.6555664	0.8999566	0.7247858	0.7353824	0.8331469	0.8486439	0.6175734	0.7439876	0.5554942	0.6911092	0.5930575	0.7328609	0.8509852	0.7664051	0.5502517	0.7393207	0.7204747	0.6945678	0.8213674	0.6699055	0.6578813	0.5824434	0.7763336	0.7571644	0.5717146	0.6095192	0.7869188	0.7803766	0.8500018	0.8362422	0.6715034	0.7190988	0.6905581	0.7536526	0.9238151	0.6686264	0.8566378	0.4856507	0.6259253	0.486052	0.6198426	0.9356913	0.7651083	0.8992138	0.675147	0.8302131	0.8523515	0.5838088	0.6819806	0.8036566	0.5050893	0.8015742	0.7849244	0.5677908	0.8486999	0.5189067	0.8008104	0.8625794	0.7034513	0.8731654	0.8262484	0.8575112	0.8768402	0.7706585	0.9353018	0.8232469
f80	5x	10ind	0.7451855	0.6813329	0.8496957	0.7556988	0.7355688	0.6234595	0.7352021	0.7259398	0.8798428	0.7183145	0.7818007	0.6857278	0.7112066	0.7963255	0.7650197	0.5906073	0.7764734	0.7985545	0.8652656	0.7942246	0.8803051	0.8040794	0.8914376	0.678533	0.7538812	0.7428418	0.9666099	0.798669	0.7112744	0.86424	0.7828182	0.7664777	0.8268028	0.8154954	0.8872828	0.6009977	0.8659413	0.8103603	0.7526996	0.8132764	0.6455259	0.6740749	0.7490451	0.6782146	0.6988906	0.6347224	0.8338513	0.7523035	0.9466269	0.9024469	0.845836	0.7363497	0.7472405	0.777405	0.8286547	0.8470056	0.7317696	0.6974765	0.7277337	0.8018842	0.8976716	0.6209007	0.8221502	0.7289771	0.9239652	0.6380633	0.7483665	0.6960104	0.6429448	0.7802224	0.7787637	0.7653161	0.9357333	0.8719125	0.7635544	0.8027017	0.8225294	0.7042802	0.7686641	0.8743597	0.7362213	0.6524538	0.6102749	0.8933808	0.6822752	0.8636397	0.7318367	0.7324343	0.8589488	0.8662714	0.8588092	0.7683151	0.7295888	0.7003363	0.7096712	0.8396143	0.7639334	0.7990466	0.7516422	0.8732897
f80	5x	20ind	0.7606948	0.7480285	0.8017583	0.7489992	0.7500936	0.9123689	0.7712738	0.7496977	0.8589532	0.8323475	0.8606275	0.7589672	0.7832485	0.6984021	0.9036589	0.822201	0.8940284	0.8156501	0.8555754	0.7790388	0.7736117	0.8241144	0.7460627	0.7978667	0.8061444	0.7660405	0.7625061	0.7692318	0.7674532	0.7029054	0.6535361	0.8218931	0.8347045	0.8993913	0.8407098	0.7958865	0.7257611	0.7881316	0.8913265	0.8797523	0.7310509	0.8673749	0.8776359	0.7474047	0.8027676	0.8313952	0.7744108	0.849568	0.866022	0.8234765	0.8662507	0.7626344	0.788689	0.7241632	0.8235994	0.7520673	0.7885701	0.836172	0.9127412	0.7197121	0.7280108	0.8126733	0.8213028	0.8941931	0.8244095	0.6918739	0.8271572	0.9262835	0.8241994	0.8270519	0.7962986	0.7820799	0.6913307	0.8351399	0.886851	0.7559776	0.6908002	0.7894082	0.910543	0.751592	0.7907356	0.8363975	0.8244969	0.7261671	0.8952133	0.7893806	0.8059116	0.7670162	0.788292	0.7785905	0.9082979	0.7313555	0.7973687	0.8370822	0.7940326	0.7732681	0.6814333	0.9290848	0.709841	0.7209512
f80	5x	30ind	0.8077626	0.8002431	0.8248055	0.6994113	0.8002303	0.7420297	0.836184	0.7830542	0.7795382	0.8208545	0.7005289	0.7936462	0.8276491	0.7868101	0.8854289	0.7615943	0.8197982	0.8473856	0.8071803	0.7969882	0.7324788	0.8452568	0.8076134	0.8336965	0.8575861	0.7773062	0.7499595	0.7828758	0.7031632	0.8690485	0.8723205	0.7627927	0.7664431	0.6732423	0.8391365	0.743302	0.8262946	0.8227007	0.77694	0.8259927	0.8280754	0.8391187	0.8250774	0.8456403	0.7656542	0.7476762	0.7143425	0.7171159	0.8720403	0.8002373	0.8026962	0.7966748	0.666747	0.8005819	0.8141239	0.7504315	0.7634099	0.8026974	0.7732514	0.7952308	0.7014473	0.8625398	0.8442897	0.7895117	0.7796461	0.8391186	0.8014008	0.8341934	0.7478376	0.8476292	0.8073873	0.8457431	0.8145957	0.7655215	0.7660196	0.7103991	0.7725514	0.7685013	0.7710783	0.7027572	0.6852006	0.7778632	0.7359156	0.811074	0.7702473	0.8096025	0.7549995	0.8492444	0.8052495	0.7430135	0.7953255	0.7409199	0.8094402	0.8067654	0.782591	0.7655645	0.8184183	0.7689172	0.7300897	0.8020926
f80	10x	5ind	0.7939023	0.8590878	0.7628358	0.7451837	0.5398158	0.7829935	0.8475257	0.7381376	0.6905962	0.6703877	0.6460937	0.7396284	0.7656925	0.7044431	0.7359008	0.6393713	0.7707815	0.891234	0.7157034	0.7977177	0.6851381	0.8595985	0.8185865	0.6197159	0.6525673	0.7774794	0.7872115	0.6379902	0.7279819	0.8429384	0.5486811	0.8736041	0.7888929	0.5974808	0.7786544	0.6945906	0.5692047	0.8606037	0.8847425	0.8471221	0.8953304	0.8938957	0.7368603	0.7135639	0.6439465	0.6962545	0.8894997	0.6534434	0.8121198	0.7963029	0.6182734	0.840824	0.770256	0.7433693	0.7444255	0.7790229	0.7961376	0.8974185	0.7925718	0.6968858	0.7645203	0.6444498	0.8079529	0.7383277	0.8939481	0.7837064	0.7195951	0.7317856	0.7945882	0.6639558	0.8358594	0.6849764	0.6968367	0.7981377	0.6317635	0.8461817	0.8528301	0.7664115	0.6597796	0.8416828	0.7177611	0.8109827	0.7909682	0.674226	0.7662688	0.817831	0.719405	0.8497498	0.6930821	0.8041031	0.8109216	0.8336766	0.7486079	0.7461277	0.8760626	0.9457675	0.8012224	0.7845138	0.6675888	0.7880149
f80	10x	10ind	0.7266314	0.7426628	0.8563138	0.880744	0.7090357	0.8437806	0.7787796	0.8111949	0.7427484	0.8413259	0.847137	0.7643849	0.8200684	0.6654095	0.8219909	0.8725321	0.8337751	0.7632919	0.8500492	0.8647627	0.871225	0.7015521	0.9015268	0.7448966	0.8010549	0.8860606	0.8845237	0.8015754	0.8182805	0.868197	0.7281102	0.7265235	0.8411971	0.9284051	0.7459553	0.75416	0.7759384	0.6581297	0.7966804	0.645767	0.7753639	0.740748	0.81468	0.7714038	0.7090665	0.8271472	0.6744586	0.7836401	0.7117119	0.7878712	0.8491982	0.9332029	0.7254428	0.8151492	0.7117996	0.772219	0.6556929	0.7519396	0.8662517	0.5719229	0.8161513	0.8220585	0.8009472	0.7587794	0.8013411	0.8201901	0.6802319	0.8515535	0.8283413	0.7349338	0.7267022	0.7665771	0.7686859	0.8269742	0.8035176	0.8646912	0.7736683	0.8066214	0.876576	0.7412828	0.8002227	0.7784982	0.7158151	0.7706984	0.6837386	0.7135713	0.758269	0.7947353	0.699633	0.8916014	0.6948475	0.6707963	0.755684	0.8055285	0.8335978	0.7489476	0.8871117	0.7148047	0.8525038	0.6706447
f80	10x	20ind	0.8216098	0.7318769	0.7564736	0.7976192	0.771519	0.7386534	0.9121552	0.798788	0.8269027	0.7729726	0.8247641	0.797372	0.8362257	0.802308	0.734512	0.8850624	0.813564	0.7149213	0.8201786	0.7779339	0.7582505	0.7192418	0.7681214	0.7491647	0.8532236	0.8204876	0.7546998	0.8826309	0.8085954	0.7603426	0.8373208	0.8537355	0.8433398	0.8006199	0.8844526	0.7326082	0.7173986	0.7368964	0.7923236	0.7609682	0.7754398	0.8194918	0.716236	0.7726069	0.750906	0.8251203	0.8232587	0.7533379	0.7683888	0.78025	0.7412734	0.7072761	0.8071949	0.8258251	0.7876163	0.6881881	0.8473535	0.7615584	0.8734523	0.8541994	0.6872703	0.727224	0.8590333	0.7907777	0.857347	0.7673568	0.8670228	0.7972609	0.770177	0.8895416	0.7721671	0.8177055	0.7665923	0.8086078	0.7661863	0.7884141	0.8236656	0.7954469	0.7925063	0.8052378	0.8006965	0.771631	0.8835044	0.7240445	0.6807477	0.7886927	0.8182559	0.8248598	0.7876091	0.7591598	0.8555725	0.775464	0.82059	0.7134132	0.9032557	0.7453446	0.838241	0.777043	0.7308574	0.7938996
f80	10x	30ind	0.7661347	0.818126	0.8480531	0.8006609	0.8266685	0.8555846	0.7950233	0.8627906	0.7485795	0.7667019	0.7850821	0.7861899	0.7922332	0.829021	0.8039201	0.7701991	0.7608833	0.8435153	0.770282	0.7847355	0.8139246	0.7847183	0.8217358	0.8336682	0.8218297	0.8138064	0.8244618	0.8100857	0.8162058	0.7821714	0.7691022	0.8916311	0.78687	0.8199545	0.7778872	0.7015589	0.7740475	0.7284809	0.8472877	0.7307593	0.7937572	0.8216459	0.7282183	0.8097704	0.7160272	0.831721	0.7644966	0.8236054	0.8294333	0.7881927	0.808266	0.8486761	0.7510382	0.8257985	0.7656527	0.8566055	0.7830575	0.7885158	0.7875091	0.7245312	0.8079414	0.8165954	0.7987806	0.8315982	0.7777744	0.8015909	0.7545338	0.7217376	0.8366926	0.8166293	0.7763715	0.8068588	0.8722092	0.8187741	0.7768969	0.8051997	0.7860197	0.8083897	0.7436253	0.8058793	0.8243456	0.7824331	0.8068769	0.8225299	0.8132493	0.8080737	0.8467823	0.7423125	0.7697956	0.854887	0.7557794	0.8288671	0.8073053	0.8595106	0.798234	0.7749224	0.7285826	0.788146	0.8513347	0.706355
f80	15x	5ind	0.6522803	0.7513431	0.7190095	0.7619394	0.8562688	0.7097137	0.7359357	0.8102228	0.8204444	0.8281299	0.7673724	0.8587799	0.8253234	0.6752022	0.7291	0.8100491	0.8399684	0.6920815	0.8869147	0.7483301	0.71974	0.7121893	0.8177837	0.8568181	0.767815	0.6867748	0.7768604	0.7459121	0.7010006	0.6692137	0.8137383	0.7280371	0.7836059	0.757587	0.6158389	0.8065125	0.8614206	0.8192751	0.7729957	0.861375	0.8185287	0.7153883	0.7283223	0.7072712	0.8876026	0.7642322	0.7328916	0.7597711	0.75251	0.7558146	0.7733971	0.8673108	0.9038756	0.9049462	0.7112354	0.8419764	0.768274	0.7066004	0.8002883	0.7768406	0.7493146	0.8408976	0.8454308	0.7430374	0.809488	0.8539329	0.7658935	0.7361657	0.7376961	0.8070542	0.6070776	0.8816727	0.8013387	0.7564836	0.6922707	0.8133934	0.7469434	0.8544967	0.894217	0.7633321	0.9201988	0.8534061	0.8316516	0.7493678	0.7678408	0.8126502	0.8936261	0.7044512	0.6910103	0.7823188	0.7313297	0.814014	0.8218765	0.6394393	0.8295491	0.6969723	0.8195389	0.8255364	0.718203	0.6065295
f80	15x	10ind	0.6247152	0.8457075	0.8190296	0.7163723	0.7973731	0.7555216	0.7358584	0.8287304	0.8516643	0.8227083	0.6626191	0.8454102	0.8784442	0.6775422	0.7840516	0.7540028	0.7811257	0.8920627	0.7814574	0.7653042	0.8116056	0.9099989	0.7523357	0.7736266	0.8293029	0.743586	0.8620841	0.8442231	0.9102319	0.7039237	0.7889629	0.8988238	0.868794	0.7655562	0.8718034	0.8652588	0.7924562	0.7529673	0.7481126	0.8463092	0.8539508	0.8076644	0.7624858	0.7336534	0.88172	0.8446309	0.8531648	0.8093179	0.8308512	0.7319735	0.7246226	0.7152606	0.8335776	0.8186251	0.8039055	0.9256646	0.7390589	0.8247807	0.8208094	0.9189447	0.8460679	0.8680936	0.8194323	0.8049555	0.6440976	0.7720177	0.791349	0.6657827	0.837096	0.8155751	0.8383408	0.7550344	0.699802	0.7048884	0.6610635	0.7957155	0.8118681	0.743899	0.8232487	0.7479696	0.8207015	0.7166134	0.7738116	0.7147504	0.6832852	0.6705037	0.8510523	0.698268	0.8057507	0.8165235	0.8585882	0.8109859	0.72407	0.7934164	0.7148814	0.7770032	0.741724	0.8192429	0.7002883	0.7340925
f80	15x	20ind	0.8199821	0.7236859	0.7515585	0.8622201	0.8157628	0.7738068	0.8497581	0.8019373	0.8315802	0.7472776	0.779968	0.7766097	0.8317908	0.7438199	0.7965795	0.8842196	0.7502327	0.7400825	0.7760338	0.8140789	0.7857913	0.8093322	0.7767563	0.8512032	0.7708721	0.8258377	0.7302408	0.8241053	0.724328	0.8261298	0.7713354	0.7280626	0.7094376	0.7803866	0.8457148	0.8022505	0.7387418	0.8061198	0.7337045	0.7821967	0.8239362	0.7964403	0.7503329	0.8686749	0.7178741	0.7130319	0.8038967	0.8677834	0.7722714	0.7797288	0.7919151	0.7429524	0.7706891	0.8524969	0.7930624	0.8157416	0.8319153	0.8411696	0.8540842	0.8297531	0.746672	0.8239212	0.8120848	0.772633	0.701651	0.7391439	0.725231	0.7783745	0.8388979	0.7858813	0.7898824	0.8058887	0.760769	0.754641	0.8196552	0.7700705	0.7898679	0.7952821	0.7313142	0.8206877	0.7774468	0.6931817	0.7702882	0.8431993	0.7934955	0.916679	0.7289869	0.7479398	0.7664091	0.863073	0.8019517	0.7198174	0.8152718	0.7502967	0.850998	0.780609	0.8736615	0.7998029	0.7983289	0.7911829
f80	15x	30ind	0.7560097	0.7128098	0.7910536	0.8191792	0.7914935	0.7726277	0.7816599	0.8546787	0.7463038	0.8251956	0.8059021	0.815019	0.8181073	0.7914219	0.801413	0.8202572	0.855529	0.8099447	0.7934434	0.806248	0.7864608	0.7844058	0.790061	0.8690785	0.761788	0.862078	0.7993398	0.7792547	0.761048	0.7445479	0.7921531	0.78659	0.7861655	0.7087859	0.7631855	0.7942336	0.7913095	0.7755975	0.8155106	0.7865692	0.7810373	0.8353896	0.8030459	0.799816	0.7572336	0.7543304	0.804404	0.8416296	0.7654209	0.7611893	0.7945097	0.784751	0.7844966	0.7122906	0.8493144	0.8023076	0.850397	0.8182342	0.7251648	0.6819573	0.8118311	0.8094529	0.8362702	0.7893321	0.786631	0.7626223	0.7247709	0.8118554	0.7419762	0.786841	0.7729669	0.7088083	0.7937142	0.8522043	0.7181689	0.7721686	0.6373328	0.6992203	0.7692135	0.8402557	0.7879378	0.871079	0.7830954	0.7972797	0.8024486	0.8007879	0.7513989	0.8510237	0.8519645	0.7449198	0.8098197	0.8654326	0.7845584	0.6518333	0.7613804	0.8033718	0.7920023	0.758853	0.7970545	0.7964542
f80	20x	5ind	0.8186293	0.7171312	0.7146397	0.7620992	0.8675694	0.7524812	0.7813775	0.9069423	0.8085542	0.7908754	0.8100859	0.6299657	0.7998766	0.8000858	0.7623975	0.7641037	0.7397719	0.645611	0.7261448	0.7944998	0.7668038	0.7699216	0.8409279	0.806124	0.8909685	0.7238411	0.7907907	0.7740164	0.6370639	0.9074595	0.8417954	0.7292278	0.8982926	0.8229188	0.8150084	0.6799994	0.7708664	0.8023723	0.8550783	0.8093427	0.8771952	0.8645926	0.9141854	0.8136551	0.8241919	0.6992201	0.662975	0.766021	0.6773993	0.7231082	0.7963988	0.718962	0.8558614	0.758692	0.9123232	0.8455415	0.7319189	0.6884485	0.8442868	0.6824815	0.6318241	0.7826912	0.7980724	0.7329509	0.6968202	0.6077819	0.7598731	0.7608955	0.8071103	0.9058207	0.7854903	0.8413685	0.8554466	0.6955795	0.644409	0.7450189	0.6978619	0.7884756	0.7482063	0.630685	0.6062322	0.7432649	0.908138	0.5722925	0.8668554	0.8665134	0.7436311	0.8154597	0.8203882	0.7839779	0.7399984	0.8461288	0.8074799	0.8617157	0.7518403	0.8531021	0.7692768	0.7414585	0.607119	0.7250735
f80	20x	10ind	0.8153114	0.7806926	0.8722392	0.8658514	0.8106619	0.7702559	0.8037057	0.7131183	0.9503149	0.7585704	0.8396201	0.7896334	0.8118113	0.7954693	0.6074235	0.8213912	0.8284143	0.6955905	0.8632935	0.6844811	0.7986056	0.9033969	0.7513856	0.8844664	0.8080154	0.6670024	0.74446	0.8790989	0.739496	0.8009162	0.6995519	0.8648436	0.8415693	0.7104878	0.7411834	0.8365917	0.8365891	0.8425807	0.6942644	0.7424653	0.8125387	0.6434172	0.794725	0.7988721	0.8596511	0.8105327	0.7591964	0.7579677	0.8787809	0.8427132	0.8414354	0.8457891	0.7471962	0.8238706	0.7473631	0.7959374	0.8300542	0.7745455	0.8048964	0.8300003	0.8743688	0.8274953	0.7618447	0.659885	0.8963143	0.8338937	0.800437	0.7013486	0.7432602	0.6820422	0.7148893	0.7278638	0.7259223	0.7989119	0.7640748	0.7232636	0.648101	0.807423	0.8221427	0.6822806	0.7680953	0.8111216	0.6877137	0.8536408	0.8641887	0.8128481	0.7775923	0.790927	0.8735984	0.8020317	0.7574071	0.7959044	0.8800327	0.7666479	0.8752509	0.6845188	0.8311431	0.7783821	0.787993	0.7177472
f80	20x	20ind	0.7526867	0.7650416	0.796389	0.8395065	0.7747984	0.7816584	0.7833125	0.8123652	0.8427231	0.8273898	0.8292292	0.7294767	0.7465147	0.8227935	0.8509727	0.7977285	0.6941683	0.7473851	0.7103175	0.7715126	0.900485	0.7582928	0.7167948	0.816394	0.7335694	0.810916	0.8276651	0.7151814	0.8051081	0.7759503	0.810008	0.8088694	0.7377519	0.8143318	0.7136316	0.8013316	0.8019597	0.7610023	0.7766095	0.767037	0.7618989	0.8288897	0.8247785	0.8365947	0.7945158	0.8120058	0.7637634	0.7970387	0.8040802	0.8245637	0.8537759	0.818924	0.7485475	0.8209465	0.7958896	0.7846938	0.7984436	0.7554349	0.7901783	0.7644778	0.8134944	0.8263554	0.7171031	0.8258119	0.7880653	0.8172714	0.6815321	0.7339938	0.8132249	0.7700796	0.8015038	0.8002367	0.7723996	0.8161386	0.7639516	0.7684733	0.8093872	0.776991	0.7561951	0.784248	0.7390805	0.8057183	0.7853021	0.7447715	0.8507421	0.7929897	0.8238367	0.8245925	0.8842104	0.7470113	0.8214728	0.7832167	0.7951702	0.7832203	0.7385496	0.8049594	0.7628383	0.8403679	0.8038877	0.8024644
f80	20x	30ind	0.8149189	0.7329954	0.7950579	0.8006507	0.7789175	0.843874	0.7565214	0.8237615	0.7968853	0.808099	0.7833655	0.7737649	0.8120669	0.795505	0.7930317	0.7361097	0.7924404	0.8008506	0.8027921	0.8230179	0.7545974	0.7649588	0.8457297	0.8345229	0.7962217	0.7246603	0.8587487	0.7480437	0.7941008	0.7475116	0.8257199	0.77646	0.8538193	0.749534	0.7842644	0.7603377	0.7335298	0.7899691	0.78545	0.8236236	0.7232526	0.8039302	0.7639596	0.7976812	0.7564343	0.7811109	0.8054139	0.873013	0.7928406	0.7664827	0.6995906	0.7930509	0.7330117	0.8221155	0.764298	0.748564	0.8122346	0.8399079	0.8157937	0.777649	0.823004	0.7206247	0.8128077	0.7926511	0.7882709	0.8138947	0.7887051	0.841013	0.7432192	0.8119808	0.7502893	0.7234054	0.8020646	0.714417	0.726195	0.7830204	0.7985695	0.7673851	0.7655749	0.7696776	0.7545531	0.8363707	0.8081809	0.8028853	0.7971917	0.7701092	0.7982703	0.8047401	0.8050483	0.7889091	0.7867712	0.7510222	0.7900927	0.7305829	0.7692635	0.7942175	0.8202197	0.8372634	0.8430254	0.7554403
