Frequency	Coverage	Num_Ind	rep1	rep2	rep3	rep4	rep5	rep6	rep7	rep8	rep9	rep10	rep11	rep12	rep13	rep14	rep15	rep16	rep17	rep18	rep19	rep20	rep21	rep22	rep23	rep24	rep25	rep26	rep27	rep28	rep29	rep30	rep31	rep32	rep33	rep34	rep35	rep36	rep37	rep38	rep39	rep40	rep41	rep42	rep43	rep44	rep45	rep46	rep47	rep48	rep49	rep50	rep51	rep52	rep53	rep54	rep55	rep56	rep57	rep58	rep59	rep60	rep61	rep62	rep63	rep64	rep65	rep66	rep67	rep68	rep69	rep70	rep71	rep72	rep73	rep74	rep75	rep76	rep77	rep78	rep79	rep80	rep81	rep82	rep83	rep84	rep85	rep86	rep87	rep88	rep89	rep90	rep91	rep92	rep93	rep94	rep95	rep96	rep97	rep98	rep99	rep100
f40	10x	5ind	0.5824105	0.3364398	0.541877	0.5802931	0.1658037	0.2423671	0.4241933	0.3059732	0.1939127	0.3253274	0.5373626	0.4338635	0.3877532	0.4440966	0.340274	0.5234827	0.4601985	0.4731562	0.5923077	0.4431643	0.4214855	0.4142735	0.3667913	0.2562744	0.5362903	0.3881707	0.4245656	0.387433	0.3447029	0.4445117	0.4306691	0.4036053	0.4415092	0.2728029	0.430363	0.3823041	0.4511665	0.414622	0.2835308	0.4319421	0.5818574	0.5787972	0.377352	0.5163664	0.2522876	0.3808467	0.4800979	0.4007533	0.5140444	0.5390817	0.4764517	0.3335575	0.452642	0.4604802	0.6898114	0.2756188	0.488278	0.4728381	0.5905973	0.4858381	0.471513	0.5009231	0.3317934	0.5083162	0.326959	0.350464	0.4641956	0.3138241	0.5916743	0.4391386	0.4086714	0.4841238	0.4180576	0.5221843	0.6146141	0.4253159	0.3649186	0.3458359	0.4261	0.3092283	0.3546042	0.3015596	0.3399056	0.4290224	0.5266441	0.4558147	0.3640279	0.3038382	0.2757028	0.5387294	0.6045195	0.4648941	0.300375	0.3461572	0.4283332	0.4855096	0.601441	0.5065026	0.4412641	0.3734989
f40	10x	10ind	0.4341601	0.3214981	0.3405457	0.6314617	0.3909976	0.502771	0.3245114	0.3427765	0.4085897	0.278234	0.4605107	0.434878	0.4506503	0.3888745	0.3953017	0.4141101	0.4456063	0.3979403	0.4454659	0.2437964	0.4225225	0.4093082	0.4594853	0.2360532	0.3137984	0.443128	0.3795071	0.4136587	0.4245034	0.5192411	0.4597288	0.5457927	0.4273785	0.5285874	0.2803551	0.479617	0.3363795	0.4649579	0.417353	0.5901224	0.3402568	0.4517914	0.3787454	0.3521801	0.5116344	0.3154184	0.3723109	0.3966993	0.3376626	0.4120932	0.2937847	0.4880123	0.2978833	0.5331766	0.3763063	0.2845049	0.3597119	0.3397255	0.4774836	0.4738078	0.3929141	0.3448255	0.392614	0.3931137	0.4401637	0.3723909	0.4449742	0.6277408	0.4389567	0.5054864	0.417531	0.3592512	0.242654	0.5716476	0.4615054	0.4722655	0.3117397	0.2658105	0.2711414	0.3632007	0.4542046	0.4711048	0.2849335	0.4058345	0.3202032	0.3151063	0.4270708	0.4205569	0.4971631	0.4639605	0.2999374	0.4642199	0.4430851	0.5177008	0.3365564	0.2652664	0.5182157	0.3630928	0.3558452	0.2853509
f40	10x	20ind	0.447678	0.4125458	0.3260842	0.4238342	0.3530392	0.3687435	0.3101606	0.379923	0.41618	0.4022718	0.3462227	0.2592002	0.4811005	0.4012486	0.4431292	0.3484801	0.4043276	0.478345	0.519799	0.3653411	0.4300883	0.4159477	0.3283649	0.4032076	0.4570776	0.3111208	0.2567642	0.4923632	0.4509738	0.4981837	0.3840469	0.3715878	0.4417466	0.4095235	0.2952507	0.4052342	0.4392384	0.3965842	0.3724617	0.3307221	0.4899013	0.4491459	0.4378321	0.3481895	0.5272559	0.3842437	0.4077758	0.4550264	0.4415926	0.4875486	0.3696073	0.494756	0.4229997	0.4300408	0.4141415	0.3500142	0.5234848	0.4336883	0.4070643	0.4404189	0.3174808	0.3814829	0.3436308	0.3789936	0.4113989	0.3564287	0.4080839	0.498069	0.4029221	0.3880562	0.4169635	0.4971508	0.4192701	0.3667308	0.4202374	0.4844296	0.5085009	0.5112835	0.5736669	0.393249	0.3375401	0.4902138	0.4070488	0.3666581	0.4574214	0.2736256	0.4203522	0.3334955	0.3966472	0.4106393	0.4053163	0.3554036	0.3974388	0.5247978	0.2127092	0.3763322	0.4620335	0.4075474	0.3994231	0.4422885
f40	10x	30ind	0.4701361	0.3911643	0.4473616	0.4182734	0.3878774	0.3914288	0.4158773	0.4222501	0.349475	0.4074754	0.3793347	0.4411868	0.3711534	0.4706804	0.4191953	0.494103	0.3495823	0.3038215	0.3736618	0.4535007	0.4786347	0.4233493	0.3745223	0.4593506	0.350604	0.401047	0.2966472	0.4589747	0.4203074	0.4014266	0.3335993	0.4440303	0.3377415	0.3547772	0.4662159	0.4609602	0.3533673	0.3821538	0.4060724	0.3750126	0.4654087	0.3623544	0.4604289	0.4521532	0.3627773	0.3971217	0.4043872	0.3572794	0.3544267	0.3948169	0.3988564	0.3855272	0.4270493	0.4715441	0.3859109	0.419535	0.2887183	0.3691682	0.4120069	0.3678881	0.5043044	0.4253568	0.3949167	0.3860986	0.3955104	0.4757007	0.3516055	0.4797969	0.3383158	0.3782484	0.3568731	0.4999435	0.3236343	0.3374162	0.4617037	0.4367065	0.4167127	0.3155491	0.3969636	0.4210279	0.3751671	0.3754924	0.4277565	0.3964275	0.4006363	0.4964943	0.494276	0.4376374	0.4397198	0.4238244	0.3722678	0.36709	0.394104	0.4052726	0.4412229	0.4374064	0.421517	0.3932338	0.5036889	0.4290248
f40	15x	5ind	0.3112839	0.5475346	0.2353528	0.3970201	0.5272249	0.4274323	0.4901011	0.5170527	0.3540883	0.4894074	0.4238883	0.4176185	0.203698	0.4508342	0.696478	0.3991879	0.5423126	0.4197509	0.3287961	0.1977958	0.3426472	0.6448515	0.5025014	0.3560296	0.4220814	0.4049121	0.2086331	0.5037058	0.4243729	0.5336538	0.3805505	0.4361806	0.1584354	0.2984519	0.4961701	0.3732335	0.2809359	0.3568368	0.2056637	0.3807521	0.4672582	0.3435551	0.6147657	0.514991	0.4871407	0.3116006	0.339269	0.4260797	0.3386891	0.4977142	0.381614	0.5531675	0.3966578	0.4360391	0.3091871	0.3244092	0.3894578	0.432534	0.5497046	0.2905594	0.2738275	0.4014869	0.5600738	0.3642543	0.4111601	0.1864664	0.4665665	0.3403905	0.3700182	0.4455361	0.3339885	0.4978837	0.04968299	0.5507302	0.3736547	0.384819	0.249767	0.4088185	0.4438984	0.1978963	0.4000224	0.280614	0.4079494	0.4656989	0.4590298	0.3739206	0.5515491	0.3180572	0.3350883	0.3362714	0.5593695	0.2012463	0.3833894	0.4294162	0.5324162	0.278385	0.2466037	0.2735236	0.4596962	0.5334413
f40	15x	10ind	0.4086291	0.426859	0.4048341	0.5466475	0.3894577	0.301957	0.4384207	0.2027051	0.4362607	0.3189044	0.3575801	0.4091299	0.3900866	0.5090611	0.445226	0.5476418	0.4003958	0.4163228	0.4822541	0.5021303	0.4615344	0.3392745	0.491072	0.4559249	0.4333658	0.5000666	0.3593547	0.2861611	0.472257	0.5491176	0.353387	0.461933	0.4031018	0.4418723	0.4066958	0.3725496	0.2651067	0.5694621	0.3574665	0.4096649	0.469906	0.2973018	0.3403187	0.3873704	0.3266297	0.3882224	0.4827037	0.4286584	0.5301328	0.4417247	0.32736	0.3377014	0.4860534	0.3720069	0.3818335	0.3776597	0.4584498	0.4414348	0.2830738	0.3800199	0.3706842	0.4077266	0.3773778	0.3813824	0.5466401	0.5368695	0.3920351	0.4487248	0.4259513	0.3257751	0.3557825	0.5539261	0.3636894	0.4100187	0.4428003	0.4722486	0.5178916	0.3189301	0.3682031	0.4011063	0.3534307	0.3875699	0.3711598	0.4431243	0.4418364	0.424283	0.4015216	0.5749761	0.4260372	0.4795299	0.4234645	0.4037653	0.4410299	0.433653	0.3558155	0.4897895	0.3394807	0.4597404	0.2970675	0.5664193
f40	15x	20ind	0.4008108	0.3583801	0.3497347	0.4398932	0.3383384	0.3681066	0.3110033	0.3848268	0.451766	0.4133356	0.432791	0.4135454	0.4773722	0.3585692	0.4067971	0.3179665	0.3523793	0.3301674	0.4680937	0.4306571	0.3006574	0.4711287	0.4409207	0.4628277	0.3221865	0.4919541	0.3865477	0.3928272	0.4545366	0.3209981	0.445438	0.4007897	0.3813604	0.3497517	0.3925558	0.4221276	0.4653741	0.41469	0.4962404	0.3339747	0.3505479	0.4351739	0.3677222	0.4114485	0.4271528	0.4003115	0.3751392	0.3359646	0.3748657	0.4176421	0.3875983	0.314273	0.4148311	0.4616987	0.501758	0.396924	0.4503075	0.4259935	0.3655317	0.4221521	0.3898224	0.349902	0.3609626	0.5001237	0.5682787	0.3694239	0.4156886	0.2642258	0.3793587	0.4311887	0.345418	0.3741355	0.3872785	0.4965412	0.3996289	0.4172445	0.5372565	0.4783359	0.3576712	0.4352814	0.4739969	0.2526693	0.5237053	0.4334151	0.4120669	0.4377034	0.327032	0.3476897	0.3052861	0.3916419	0.3424075	0.3718864	0.4454611	0.2954555	0.371379	0.4261804	0.3357859	0.4026959	0.4419052	0.4313258
f40	15x	30ind	0.4177931	0.4496892	0.3521662	0.4799631	0.3894394	0.4501673	0.373333	0.3667521	0.3866233	0.4262274	0.3657791	0.4009032	0.398907	0.2803427	0.369531	0.3988391	0.3348183	0.3706613	0.3533022	0.427858	0.4602416	0.4319947	0.4067186	0.3462452	0.5068459	0.3317726	0.4145732	0.4150007	0.3867165	0.3806341	0.3800686	0.4349217	0.3162547	0.4375832	0.4837686	0.4428801	0.4035299	0.470224	0.4104597	0.4098442	0.4170236	0.4140451	0.4611618	0.3686546	0.3933051	0.4974559	0.489819	0.3762023	0.3026135	0.4262742	0.4347249	0.4635556	0.4092915	0.4119011	0.5119565	0.3666244	0.3680372	0.5023131	0.42004	0.4467059	0.4681745	0.3825379	0.42775	0.3660803	0.4908498	0.3733959	0.2985511	0.4271899	0.4172426	0.4621925	0.3903989	0.4343615	0.3067002	0.3968022	0.4133471	0.4867304	0.4782186	0.4077439	0.4891145	0.3626074	0.4105475	0.4818565	0.4329525	0.3311014	0.4115606	0.3270363	0.4532932	0.4045741	0.4733711	0.4912162	0.3984166	0.3519173	0.4097013	0.4072446	0.3447625	0.5106648	0.4767684	0.2755136	0.3447259	0.3761296
f40	20x	5ind	0.458061	0.5424688	0.5013711	0.415461	0.4451481	0.2314973	0.2847267	0.4676885	0.319946	0.4032508	0.4333799	0.1934822	0.472719	0.4315518	0.3774833	0.2996188	0.4135182	0.4697275	0.4800729	0.3625733	0.5353213	0.4500918	0.3704719	0.4939265	0.4079053	0.4634512	0.3823453	0.3477156	0.5412031	0.4895583	0.4426427	0.32499	0.4065896	0.3861776	0.4466369	0.5863211	0.5238839	0.2513623	0.4541004	0.501716	0.2035809	0.4844747	0.5205955	0.3012802	0.2457814	0.2332746	0.3939294	0.706247	0.4279091	0.525603	0.4765994	0.5479317	0.4832092	0.4807006	0.5349669	0.3481707	0.5843313	0.3610909	0.3039748	0.2944535	0.3577632	0.3015967	0.42679	0.357727	0.4448731	0.3445967	0.4522757	0.4894711	0.2365691	0.5074663	0.3680477	0.5155551	0.5391106	0.2786885	0.1769713	0.3615537	0.3182346	0.4418409	0.4318288	0.4632201	0.2181284	0.5910112	0.2991031	0.4390081	0.2956902	0.3058421	0.595539	0.3483005	0.409382	0.3260599	0.4036999	0.5058108	0.4653666	0.4747119	0.3582597	0.3405702	0.3565941	0.4578153	0.4217819	0.2314213
f40	20x	10ind	0.3714288	0.4886265	0.3173534	0.4429808	0.3498602	0.3726332	0.3142831	0.3039256	0.4889358	0.2887027	0.3698584	0.3609982	0.4731897	0.3927012	0.388458	0.3551199	0.4803189	0.4777205	0.3742984	0.4479248	0.3881738	0.3474584	0.3167652	0.4137738	0.2812389	0.3822782	0.352844	0.4157563	0.2747767	0.3811122	0.4733689	0.4347083	0.5426569	0.3676786	0.4065806	0.3701102	0.4925944	0.4615906	0.36636	0.4532418	0.4184557	0.4509593	0.4311471	0.3779114	0.4132148	0.2905458	0.3512313	0.4712982	0.3519444	0.440231	0.3850473	0.5413518	0.3619805	0.4842806	0.3404239	0.3907849	0.4336894	0.4101546	0.4097981	0.4307419	0.4493522	0.4869703	0.4196935	0.4265787	0.2801393	0.4561974	0.5615896	0.3717992	0.3261852	0.3965368	0.3298258	0.3979605	0.3694117	0.5474504	0.3979937	0.5196316	0.3205601	0.3539255	0.3933695	0.4035506	0.475953	0.4084677	0.3363423	0.4485337	0.3538035	0.4529117	0.3376223	0.5056299	0.4638113	0.3476599	0.4782761	0.371	0.4152619	0.4712664	0.3562385	0.3494418	0.4321547	0.2430412	0.3068408	0.457828
f40	20x	20ind	0.3152115	0.2946514	0.3560726	0.489474	0.3481774	0.360122	0.3695882	0.4151475	0.350541	0.3705737	0.3302331	0.4398973	0.2898213	0.4125294	0.4137611	0.394279	0.2869978	0.4326933	0.3779013	0.4276432	0.4276818	0.3742814	0.4110041	0.3617851	0.313662	0.298222	0.4339399	0.4590879	0.3830985	0.4052775	0.4606779	0.3676411	0.5204552	0.3710194	0.5683337	0.4808252	0.2543775	0.450076	0.3508962	0.4419077	0.3192904	0.4478911	0.3491338	0.4533301	0.3676357	0.3651512	0.5039666	0.4159705	0.3137964	0.4127662	0.334551	0.5235206	0.4700177	0.3491409	0.4176302	0.3502097	0.4931572	0.3452041	0.4160381	0.3356873	0.4604232	0.3917098	0.552177	0.4006758	0.3283273	0.4422938	0.3935315	0.3875843	0.4541576	0.5011538	0.5570901	0.3829162	0.2761928	0.4737356	0.4860135	0.3777471	0.4434427	0.4405071	0.5360325	0.446033	0.3045906	0.4733963	0.5019541	0.4727717	0.4167748	0.4438965	0.404268	0.4026125	0.411043	0.474165	0.3901381	0.3447021	0.3720827	0.4295172	0.3883568	0.4814227	0.3018865	0.3924141	0.3414546	0.4537299
f40	20x	30ind	0.4421205	0.4823165	0.4512771	0.4487272	0.4237873	0.4011497	0.3725736	0.4050252	0.3910498	0.390167	0.380687	0.4113916	0.501004	0.4099833	0.4051274	0.3739299	0.430445	0.5053197	0.4238157	0.3203974	0.434235	0.4170278	0.2648036	0.4077058	0.3880342	0.4347201	0.3505425	0.4565885	0.3980684	0.3982504	0.3248812	0.4912432	0.4208424	0.4982424	0.344151	0.445207	0.3997715	0.4305737	0.5418968	0.431841	0.3638171	0.4833094	0.4259744	0.4159969	0.4202291	0.3903355	0.4043044	0.3890712	0.3920857	0.4057876	0.343264	0.3927736	0.4089752	0.3481624	0.3386715	0.4194375	0.4024184	0.4110498	0.4132288	0.4107147	0.359569	0.3420181	0.4690469	0.396244	0.4310711	0.4802862	0.4139139	0.4389094	0.3985322	0.4765879	0.4289427	0.3869849	0.452467	0.5152258	0.4220353	0.4010913	0.3532388	0.3796882	0.3437688	0.4514212	0.3854109	0.3872485	0.4110253	0.4257817	0.4159039	0.4160404	0.3809914	0.4111263	0.4521796	0.377388	0.4071491	0.3022613	0.3734899	0.3990457	0.3436155	0.3783625	0.3778832	0.3886152	0.4117311	0.4870028
f60	5x	5ind	0.6422629	0.6346626	0.3815618	0.4062645	0.4978392	0.6103305	0.5950719	0.6360867	0.4315838	0.7631742	0.5314021	0.6909715	0.7242007	0.3261148	0.4210504	0.558853	0.6842554	0.668073	0.3356233	0.3201586	0.5733399	0.5944982	0.5737691	0.4767919	0.7467746	0.4097577	0.5386674	0.7172036	0.6066604	0.4539664	0.6618839	0.5017369	0.3616395	0.3888788	0.5965437	0.5079571	0.4038785	0.8680808	0.6138872	0.6050853	0.5812814	0.6037719	0.500215	0.7792027	0.4545016	0.6751614	0.5181423	0.4967501	0.5475282	0.49963	0.5919158	0.3579444	0.8207141	0.5832064	0.5215072	0.5001333	0.5275664	0.6648212	0.5688206	0.6561832	0.4999454	0.486559	0.518999	0.4792566	0.3807766	0.5577437	0.5427926	0.738005	0.5867589	0.7608576	0.5142283	0.7519235	0.5741968	0.5472518	0.547412	0.4806688	0.7064911	0.6499925	0.5824732	0.5878877	0.7437792	0.4567659	0.61887	0.7037377	0.5604741	0.7144745	0.7511191	0.4006762	0.3997558	0.4351116	0.5172255	0.7005339	0.3533547	0.5141749	0.624244	0.5211461	0.4199501	0.528272	0.5859347	0.6142652
f60	5x	10ind	0.5283804	0.5472297	0.5851683	0.6677017	0.5923144	0.5633351	0.6951925	0.541	0.6187279	0.5705287	0.5956555	0.6908887	0.5611053	0.660067	0.5648592	0.481056	0.7715245	0.735069	0.7501035	0.5787893	0.5587693	0.5698482	0.7939268	0.7100233	0.5128346	0.5440121	0.6184605	0.6407394	0.6621553	0.4756988	0.5964748	0.5547878	0.503996	0.3818491	0.5915453	0.6865853	0.5974459	0.6322587	0.4492285	0.6352615	0.5556251	0.6276173	0.4700561	0.6557455	0.7201972	0.66479	0.7158896	0.6388494	0.6298817	0.4811521	0.4280981	0.476673	0.6547213	0.5657336	0.6562013	0.7499349	0.6450867	0.4117651	0.7228702	0.4266611	0.5632986	0.5059058	0.7072862	0.6117227	0.7212706	0.6930104	0.560852	0.6343787	0.4826528	0.4058073	0.8186338	0.6428456	0.8013779	0.7156556	0.5001744	0.6026305	0.697669	0.5730376	0.374975	0.5394476	0.6549194	0.6074854	0.6778173	0.6310552	0.6958963	0.7305656	0.531213	0.7527009	0.7091804	0.6738659	0.5348422	0.5165761	0.5884387	0.475619	0.620214	0.4746476	0.6681551	0.6398777	0.4899869	0.6412998
f60	5x	20ind	0.537093	0.560411	0.5939562	0.5716648	0.612126	0.5242157	0.5949553	0.7655112	0.6578667	0.5909434	0.5800576	0.614366	0.5638855	0.6926784	0.6414334	0.6033049	0.5482244	0.6169382	0.6249995	0.4652667	0.5018359	0.5478881	0.5657051	0.5050971	0.5921568	0.5312227	0.5839936	0.6206292	0.6462303	0.5299302	0.6503772	0.6326886	0.5357498	0.495725	0.4630056	0.5537765	0.5868475	0.6153016	0.5416213	0.7360423	0.7092557	0.573232	0.5281408	0.6150104	0.7024726	0.7063162	0.6774503	0.6034069	0.5150893	0.5912851	0.5478413	0.656178	0.5837925	0.6069056	0.6313858	0.5451399	0.5474864	0.578205	0.5532241	0.6336565	0.5893415	0.6134077	0.613724	0.6332644	0.6063882	0.5454759	0.573863	0.5549232	0.5815483	0.5762762	0.6515757	0.6833481	0.5655188	0.5223641	0.6451449	0.4750811	0.5749149	0.6626826	0.5439881	0.5944571	0.5447119	0.6489827	0.5959523	0.6150804	0.5484187	0.6072488	0.6151398	0.5761937	0.6428517	0.6013845	0.5238885	0.562343	0.575618	0.6198117	0.5683058	0.6252088	0.525634	0.618914	0.605391	0.5966964
f60	5x	30ind	0.5974289	0.5143813	0.6103107	0.6321138	0.5731205	0.5982187	0.6141833	0.7320657	0.4829108	0.6159992	0.5803856	0.6106903	0.5923612	0.5811434	0.6122578	0.5971387	0.5582275	0.5315097	0.5742668	0.665459	0.5230939	0.6334003	0.6308309	0.5426739	0.6388823	0.6254019	0.5654855	0.6377246	0.6664375	0.5491602	0.5214116	0.6679197	0.6821412	0.5690608	0.6427992	0.6536729	0.6161245	0.6222276	0.6036931	0.5958342	0.553094	0.5478703	0.5214481	0.6273309	0.625223	0.6202191	0.6076797	0.6049671	0.6143981	0.5609687	0.5780307	0.6938974	0.540456	0.5970682	0.5328729	0.6352869	0.588926	0.5519645	0.5461134	0.5276989	0.5963935	0.5855673	0.6918058	0.5335045	0.5791461	0.6672621	0.5656012	0.5392289	0.6468255	0.6020277	0.5876462	0.5879803	0.6534939	0.5974264	0.588426	0.5340037	0.5905863	0.6709681	0.5583313	0.5709324	0.6451061	0.661182	0.6594117	0.592233	0.5931288	0.6169414	0.6037829	0.715251	0.7144	0.5966136	0.6364344	0.6728737	0.6235377	0.4897126	0.540212	0.633659	0.6224331	0.6635274	0.5593273	0.6167092
f60	10x	5ind	0.3606809	0.3887295	0.5601347	0.39606	0.5230624	0.4917515	0.4072229	0.726435	0.7663658	0.6548701	0.492	0.6311761	0.4827431	0.5147352	0.6459552	0.6373135	0.683999	0.5183868	0.6050539	0.635164	0.5037429	0.6538028	0.6603046	0.3646176	0.5730253	0.6449441	0.6373069	0.5081305	0.789394	0.6078616	0.6957311	0.549421	0.6185883	0.61543	0.4831284	0.6232295	0.453655	0.5965248	0.5290143	0.5337047	0.6362719	0.5677315	0.7771143	0.496331	0.5652194	0.5752994	0.5906174	0.6489768	0.5280218	0.6254276	0.6333196	0.6581102	0.4714546	0.7103735	0.5792316	0.3879833	0.7095907	0.5467785	0.761515	0.5572075	0.7387226	0.5840376	0.5376616	0.4639211	0.5556899	0.5003968	0.674082	0.5843335	0.5047272	0.4911195	0.5109258	0.5546111	0.5810152	0.4223099	0.7478425	0.6440828	0.5524721	0.4049983	0.602347	0.6733911	0.592829	0.5596723	0.473436	0.6537586	0.5257082	0.5405177	0.5184097	0.4693679	0.6889135	0.5235191	0.7246821	0.3857688	0.5847052	0.5393113	0.639159	0.4463831	0.6435347	0.785065	0.4975856	0.5875449
f60	10x	10ind	0.6259214	0.6108381	0.5851222	0.6179771	0.6340995	0.6436056	0.5547635	0.6241219	0.5844265	0.6550278	0.7141219	0.5236212	0.6303268	0.55878	0.6273863	0.615703	0.5512571	0.6916501	0.6313147	0.6978596	0.7513971	0.7000235	0.7733111	0.4763526	0.7352611	0.6357167	0.6536674	0.6033359	0.6207617	0.4767293	0.6611612	0.6727764	0.4704372	0.5171031	0.6771839	0.5265453	0.6328018	0.6196174	0.6568645	0.5565808	0.5363308	0.5603201	0.5491359	0.4836133	0.4229908	0.6534443	0.5562781	0.666565	0.4543546	0.5948553	0.6413559	0.7242024	0.6638218	0.5611547	0.5816452	0.6131054	0.5123094	0.5633902	0.5707578	0.574768	0.6930624	0.5008624	0.5584809	0.5191114	0.4915393	0.4081806	0.5955347	0.652617	0.5797247	0.6496697	0.7286913	0.5550486	0.5936798	0.5326316	0.6142032	0.6636481	0.6903261	0.5535844	0.5811821	0.5358082	0.5882398	0.7583314	0.6123184	0.6687093	0.4664318	0.7237126	0.4778307	0.6474402	0.677206	0.5162059	0.6639614	0.4675815	0.5529118	0.604855	0.6461127	0.5196098	0.7173854	0.492403	0.5530239	0.5324415
f60	10x	20ind	0.5466109	0.6800163	0.6436879	0.5995876	0.681433	0.51698	0.6114133	0.6041429	0.6138201	0.6115521	0.5940066	0.6585211	0.6176693	0.5019162	0.5951705	0.5914058	0.5439946	0.570188	0.6533408	0.6248405	0.5475619	0.4571333	0.7601088	0.5814989	0.6153183	0.6243451	0.562613	0.6980564	0.5839539	0.5535386	0.4606965	0.6000675	0.6176765	0.5093517	0.6308407	0.6463146	0.6253225	0.6131619	0.5548979	0.5718484	0.6267486	0.5777702	0.6586796	0.5987428	0.6123256	0.569389	0.5015422	0.6303496	0.5780857	0.5412808	0.6001721	0.5179069	0.5665393	0.5856994	0.5540354	0.6672656	0.6088943	0.6047917	0.5032077	0.6208328	0.648306	0.4551796	0.7006955	0.5035082	0.6711401	0.5185006	0.6369107	0.6114518	0.6071362	0.6125821	0.5685957	0.6543083	0.6748628	0.5383607	0.5740541	0.6622252	0.6364236	0.5399662	0.6662016	0.5662196	0.6806942	0.5305236	0.6043544	0.5472319	0.4885798	0.5325856	0.621962	0.6061221	0.6285956	0.6147685	0.6362978	0.6012456	0.6611594	0.6216994	0.5311472	0.680872	0.5955938	0.564919	0.6458408	0.6771438
f60	10x	30ind	0.7369899	0.6095615	0.6450977	0.5492672	0.5588718	0.5775341	0.6639429	0.6155431	0.5149005	0.5772122	0.5634064	0.5964765	0.5827431	0.5636391	0.6439032	0.6067036	0.5788134	0.5783896	0.5825111	0.5758566	0.6710468	0.5762646	0.5602516	0.5880165	0.5600587	0.5920048	0.6352651	0.6722188	0.6361419	0.5792019	0.6730602	0.6714174	0.5554803	0.6530774	0.6338893	0.5400105	0.6071842	0.5703637	0.5337913	0.5530564	0.5550352	0.5760567	0.5892262	0.6222168	0.5612688	0.6579357	0.560067	0.6518203	0.5566612	0.6638193	0.5737794	0.6260723	0.5572303	0.581677	0.6692462	0.6615233	0.6043473	0.6514782	0.6216002	0.6177263	0.607842	0.6591617	0.6042579	0.6870228	0.6178949	0.6087746	0.6248343	0.6467942	0.5449132	0.5462133	0.6099029	0.6241241	0.5848959	0.6422156	0.6389026	0.5470632	0.6185256	0.5678307	0.4981457	0.5926618	0.6686585	0.6589963	0.5265108	0.5131166	0.6406512	0.5897736	0.6531802	0.6625865	0.5764122	0.6062639	0.6532821	0.6215661	0.5526985	0.5674602	0.5485015	0.5267541	0.6927263	0.5696115	0.5758712	0.6834978
f60	15x	5ind	0.4568915	0.8464509	0.5908976	0.5203397	0.4866675	0.3401073	0.7656136	0.6032497	0.715927	0.5706859	0.6370403	0.6796874	0.4197869	0.7823454	0.5168691	0.6392243	0.4387113	0.6351622	0.5974809	0.6824602	0.3726152	0.6417897	0.3995379	0.551271	0.6320553	0.6980085	0.4735461	0.5604367	0.7642178	0.432009	0.8567377	0.6278151	0.7486648	0.6938561	0.5329119	0.529526	0.6392234	0.6405189	0.6361093	0.6485346	0.5556605	0.4943794	0.624914	0.3705883	0.7522867	0.7060847	0.4680762	0.4909777	0.6764456	0.5725728	0.4668286	0.7968547	0.564104	0.5039205	0.6928073	0.6251534	0.5003344	0.5201204	0.593362	0.6977661	0.5302562	0.4969879	0.6116697	0.6800829	0.6353094	0.7257385	0.6643113	0.5783359	0.5955311	0.6427721	0.6117235	0.5602338	0.6379216	0.600992	0.4800356	0.3563119	0.4916912	0.7011353	0.5949204	0.6606071	0.6072869	0.520735	0.5319095	0.544594	0.7218311	0.5849445	0.2982095	0.6136756	0.6520851	0.6094596	0.58504	0.4701959	0.6095978	0.5376599	0.9047901	0.6440076	0.5993997	0.6148533	0.6252237	0.7086186
f60	15x	10ind	0.5553066	0.6897626	0.5923438	0.5667285	0.6279461	0.5998396	0.6718912	0.5940288	0.6453981	0.5661827	0.4333064	0.6004158	0.5467182	0.4552338	0.6116855	0.5327689	0.4727287	0.4927375	0.6081589	0.459174	0.5230549	0.5008407	0.4103219	0.627202	0.4765343	0.5608969	0.5626556	0.6029868	0.5685482	0.5639788	0.5321832	0.4670312	0.602411	0.5741711	0.6097425	0.6361476	0.4776502	0.4277114	0.5932903	0.5546748	0.6392981	0.5464993	0.7011503	0.5977466	0.5382039	0.5119101	0.6124264	0.571861	0.6180409	0.4544431	0.5515787	0.5751925	0.4980917	0.4466129	0.5580007	0.7120879	0.5990348	0.6140073	0.6628791	0.5453961	0.6416543	0.5885151	0.7233556	0.5189989	0.5199528	0.7520837	0.6347184	0.6179062	0.7797789	0.6877023	0.6607243	0.5570132	0.5437905	0.5395177	0.6166244	0.5379781	0.7439725	0.5163495	0.7526431	0.5964554	0.6218181	0.6521346	0.638602	0.5871095	0.6203985	0.4964123	0.5425987	0.6527351	0.6220291	0.66213	0.5527629	0.6652682	0.5738584	0.5721389	0.6475151	0.6240066	0.7469123	0.514491	0.4925652	0.5034057
