Frequency	Coverage	Num_Ind	rep1	rep2	rep3	rep4	rep5	rep6	rep7	rep8	rep9	rep10	rep11	rep12	rep13	rep14	rep15	rep16	rep17	rep18	rep19	rep20	rep21	rep22	rep23	rep24	rep25	rep26	rep27	rep28	rep29	rep30	rep31	rep32	rep33	rep34	rep35	rep36	rep37	rep38	rep39	rep40	rep41	rep42	rep43	rep44	rep45	rep46	rep47	rep48	rep49	rep50	rep51	rep52	rep53	rep54	rep55	rep56	rep57	rep58	rep59	rep60	rep61	rep62	rep63	rep64	rep65	rep66	rep67	rep68	rep69	rep70	rep71	rep72	rep73	rep74	rep75	rep76	rep77	rep78	rep79	rep80	rep81	rep82	rep83	rep84	rep85	rep86	rep87	rep88	rep89	rep90	rep91	rep92	rep93	rep94	rep95	rep96	rep97	rep98	rep99	rep100
f20	15x	20ind	0.3076166	0.2326564	0.2092858	0.2382065	0.2337657	0.2107341	0.2887707	0.2392018	0.2315724	0.1600118	0.1981554	0.2414353	0.1984761	0.2429417	0.24593	0.1462796	0.1994653	0.1494355	0.2738973	0.1969982	0.2346074	0.2026985	0.1758262	0.2206554	0.2037252	0.2879235	0.2143156	0.1833086	0.1978609	0.1814694	0.2046596	0.1941796	0.1687278	0.1897251	0.1719458	0.1819748	0.1194337	0.2134437	0.157843	0.2291277	0.2267474	0.1607994	0.1614282	0.247132	0.1840304	0.3104771	0.1383423	0.2160865	0.1670004	0.2114651	0.1733817	0.2120167	0.1147434	0.1980116	0.231637	0.2102211	0.2609798	0.1740531	0.1890052	0.1805252	0.1590804	0.2494911	0.1982272	0.1904097	0.1541667	0.2005191	0.1585717	0.2326777	0.1952661	0.1717239	0.1716289	0.1603711	0.2142887	0.1758541	0.2631178	0.2037181	0.2424432	0.1984766	0.1773271	0.2032177	0.2417838	0.2147215	0.1944524	0.2117346	0.1905921	0.2101715	0.2044865	0.2722954	0.2462712	0.2241688	0.1718119	0.2337656	0.2721258	0.170692	0.3074568	0.2122801	0.2234389	0.2100913	0.1577817	0.211641
f20	15x	30ind	0.1433168	0.1681595	0.2357366	0.1812808	0.2392686	0.2077447	0.207687	0.2158113	0.1588608	0.2236368	0.2369027	0.1867693	0.197702	0.1650607	0.2184611	0.1540351	0.2904551	0.1745973	0.2172709	0.263657	0.223056	0.2197071	0.1653664	0.2059936	0.2072011	0.1583931	0.2154426	0.2163417	0.1816558	0.1989085	0.2005409	0.2160635	0.2452544	0.1887701	0.2428396	0.1586916	0.2119344	0.1585949	0.1353833	0.2003557	0.1456898	0.2172922	0.1308323	0.2273318	0.190601	0.2026542	0.1622443	0.1733159	0.2248264	0.2127371	0.2095752	0.2887245	0.1490545	0.2026725	0.1626604	0.2258415	0.2624602	0.1657266	0.1985353	0.1868428	0.1899057	0.1801389	0.2339931	0.235579	0.2302099	0.2131994	0.1747446	0.2095839	0.293731	0.1470749	0.2492963	0.2602121	0.2086744	0.2218556	0.2256243	0.2303498	0.1716904	0.1582041	0.2422956	0.2066723	0.1507944	0.2352626	0.1651372	0.2208781	0.1630676	0.1603415	0.1798397	0.1660824	0.1955547	0.1781938	0.251531	0.2338376	0.2310039	0.2179856	0.203523	0.1879601	0.2025181	0.1684138	0.2010895	0.2008546
f20	20x	5ind	0.258143	0.2379526	0.09899452	0.1704823	0.1746581	0.2845763	0.1263363	0.2372014	0.1436589	0.253072	0.1373738	0.08690985	0.1775149	0.1102452	0.1727475	0.1544783	0.2574961	0.1850185	0.2213502	0.1543413	0.1006743	0.09206325	0.3779785	0.1918809	0.215259	0.3226803	0.2703092	0.3080968	0.1975335	0.1358912	0.1776701	0.2327025	0.2064745	0.2184456	0.3034835	0.268341	0.245606	0.1432454	0.1381917	0.1709121	0.199835	0.06740943	0.2180829	0.2546973	0.2273715	0.1040633	0.4195521	0.2945324	0.2915217	0.1848961	0.1781668	0.3464141	0.2503204	0.1484423	0.1686491	0.2150015	0.1508139	0.144196	0.1074288	0.1952458	0.2253257	0.2144896	0.2193043	0.3535503	0.1961794	0.09010403	0.2870201	0.1887606	0.2708212	0.1141448	0.2490526	0.2687815	0.1705677	0.1990977	0.3070726	0.2095988	0.1546673	0.1850685	0.201532	0.2385803	0.2070365	0.2556366	0.2243394	0.1479064	0.3364998	0.2382429	0.2778757	0.1126242	0.2131804	0.2478487	0.2545121	0.2907671	0.144376	0.2282233	0.1545141	0.1901547	0.106821	0.1671816	0.2453556	0.1577093
f20	20x	10ind	0.3184281	0.2029052	0.2096608	0.1970571	0.2609832	0.2777716	0.1713209	0.09093312	0.1509433	0.2814518	0.1986259	0.1690656	0.2928397	0.2135486	0.2260305	0.218863	0.1142519	0.2035804	0.164981	0.1113252	0.1845413	0.2295598	0.3246936	0.1803978	0.1892303	0.2688052	0.2636745	0.2310744	0.2341267	0.1101067	0.1853991	0.1938548	0.1929651	0.2018688	0.2609108	0.2341233	0.3163132	0.2775387	0.2503802	0.2276347	0.1668146	0.2712007	0.1533283	0.1172154	0.1918647	0.2070927	0.1906506	0.1709802	0.1982812	0.2255636	0.1664704	0.3674157	0.1871617	0.1310636	0.2018878	0.1764247	0.2622768	0.2667347	0.2196653	0.2184349	0.2347013	0.1742752	0.1851744	0.1655828	0.291159	0.284577	0.2307031	0.3693855	0.2510243	0.1534503	0.1660683	0.235224	0.2036907	0.3508923	0.2248012	0.2218068	0.2483103	0.2302459	0.2964673	0.1567714	0.1907897	0.2444562	0.3250869	0.2047196	0.2246507	0.1560574	0.2751742	0.129963	0.1753999	0.1130895	0.1072156	0.1933483	0.2873805	0.2763911	0.1543223	0.2796264	0.3587919	0.1477548	0.2241552	0.2094578
f20	20x	20ind	0.1626009	0.172418	0.17849	0.2535225	0.241731	0.2335933	0.141665	0.1919596	0.1698284	0.2194944	0.1997403	0.1539281	0.1513454	0.2565025	0.1210392	0.2185607	0.186478	0.2628329	0.2829144	0.1547235	0.1653116	0.2390133	0.1988351	0.197595	0.2153277	0.2214239	0.211406	0.2135971	0.2318127	0.2015728	0.224583	0.1710176	0.2648612	0.2279542	0.3114546	0.167481	0.21953	0.2446588	0.1583144	0.1982508	0.2102949	0.2705663	0.1791398	0.1869869	0.2588513	0.2169345	0.21506	0.2270879	0.1089598	0.2176278	0.2131758	0.1608225	0.1289552	0.172756	0.2526728	0.180362	0.2009147	0.2007204	0.184344	0.1865263	0.1693462	0.1858651	0.1791081	0.1830493	0.2620312	0.1949259	0.2442854	0.2447503	0.254526	0.271338	0.2226295	0.1652516	0.220021	0.232474	0.2825152	0.3141022	0.1809057	0.2250927	0.1618599	0.2409772	0.1854147	0.1746012	0.2184647	0.2059833	0.2384296	0.1547586	0.2324898	0.2377677	0.1349419	0.2365429	0.2016374	0.2259021	0.1829638	0.1963367	0.247714	0.2104182	0.2225876	0.2612298	0.1778337	0.2224227
f20	20x	30ind	0.1637745	0.2200753	0.2203313	0.2210532	0.221737	0.1903496	0.2306541	0.1588785	0.1762324	0.1779395	0.1842291	0.2535128	0.1849601	0.2141161	0.2425108	0.2897635	0.2150486	0.1990274	0.2029909	0.2165067	0.2122432	0.213902	0.1760612	0.2323871	0.2472446	0.2222839	0.1589518	0.1971773	0.1448844	0.1501399	0.1869133	0.2559361	0.1886809	0.1521793	0.2076091	0.1998106	0.2282424	0.1971802	0.1494164	0.2277026	0.2107517	0.1551006	0.2343134	0.2488457	0.1767877	0.212446	0.1852293	0.3096228	0.2032264	0.2152325	0.1990993	0.2043451	0.2610455	0.1699761	0.2298105	0.16218	0.1969387	0.21049	0.2611422	0.2440156	0.2132858	0.2154809	0.2044125	0.2776839	0.1829933	0.1407261	0.1813239	0.2482419	0.1623995	0.175684	0.160599	0.1722732	0.1352292	0.1531051	0.2537778	0.2020983	0.186374	0.3348871	0.2042127	0.1839411	0.2575802	0.2028489	0.1534755	0.2740829	0.2393065	0.222407	0.1780648	0.2650683	0.1856001	0.242258	0.2401118	0.2256693	0.2267682	0.2118841	0.1776248	0.1980054	0.2045262	0.1911978	0.2007961	0.2378732
f40	5x	5ind	0.4144041	0.3569542	0.3322804	0.3051085	0.4908931	0.4072677	0.359012	0.65182	0.3117953	0.3961981	0.2500462	0.3234241	0.1490768	0.3306081	0.4631277	0.5311055	0.4845272	0.2889002	0.414673	0.6471729	0.4233435	0.2407004	0.3453209	0.3632006	0.5556686	0.4876077	0.3453252	0.466997	0.3504178	0.4529148	0.3306288	0.3572183	0.3267413	0.2197192	0.3989308	0.330635	0.3294669	0.4360466	0.3518448	0.5001668	0.5457845	0.3733482	0.4908337	0.5166198	0.3322738	0.478495	0.4584742	0.488895	0.6100181	0.5696284	0.4010434	0.4529955	0.3613028	0.5263588	0.4049666	0.2950785	0.6379841	0.3227686	0.5728343	0.4859346	0.5335391	0.3037404	0.3712276	0.4632158	0.3843549	0.3924334	0.4106681	0.4471522	0.5195084	0.4522706	0.4739523	0.3267086	0.4197021	0.5208725	0.4603136	0.401987	0.3078375	0.4584442	0.5501739	0.517957	0.4710613	0.3857155	0.4297341	0.5314889	0.3842386	0.5658763	0.4275001	0.4750617	0.4098881	0.3897893	0.3572601	0.5640978	0.2377807	0.5576949	0.5236418	0.4500351	0.4673368	0.4275979	0.3266884	0.4803093
f40	5x	10ind	0.2203891	0.3089874	0.4160782	0.5276496	0.4085403	0.3791066	0.4503299	0.3243237	0.4160679	0.3232932	0.3550171	0.5187309	0.4647029	0.271532	0.3551966	0.356436	0.3576158	0.2494779	0.3835497	0.2779194	0.3046016	0.3530408	0.2514088	0.3747838	0.4976884	0.2792737	0.5517313	0.4031094	0.2308715	0.4388952	0.5420106	0.3201887	0.3116753	0.4022715	0.4257546	0.2159327	0.315424	0.3514897	0.3617331	0.5121103	0.4339649	0.2725196	0.2976028	0.3967602	0.5124872	0.3607052	0.5029847	0.3646507	0.3403821	0.4657926	0.4032158	0.425516	0.4004203	0.2425046	0.4677061	0.3344631	0.4484051	0.5014046	0.3110188	0.3273007	0.2676581	0.2957656	0.3578072	0.3436103	0.3755386	0.345253	0.4898412	0.4240118	0.3897447	0.3809622	0.4072506	0.4750587	0.4238348	0.4799453	0.4908309	0.4751128	0.5167543	0.3123951	0.2958831	0.4018381	0.308252	0.4698348	0.5222972	0.5274247	0.5614627	0.3723703	0.6186055	0.2676251	0.3569865	0.5638047	0.4381944	0.1778589	0.376837	0.4162518	0.4633552	0.2968917	0.3513991	0.2965552	0.4637795	0.3718227
f40	5x	20ind	0.4082502	0.4086301	0.3649071	0.3747208	0.3849709	0.48478	0.4534744	0.3282542	0.4209214	0.4025555	0.3565253	0.4427281	0.4014734	0.3668827	0.3838342	0.3432445	0.4502199	0.3881224	0.3240219	0.2739665	0.3877548	0.4148612	0.4088641	0.3402687	0.5604257	0.3264464	0.4775932	0.3700339	0.4321916	0.3294387	0.3850232	0.2360579	0.4198932	0.4716781	0.447015	0.4426187	0.4182257	0.2819216	0.5307177	0.3926044	0.3895449	0.390696	0.3603962	0.3476352	0.3278883	0.3470143	0.3542962	0.4297849	0.3968308	0.3788285	0.3308854	0.4125658	0.4711634	0.4695438	0.3929654	0.3239562	0.3631215	0.493811	0.3529941	0.4132646	0.3329912	0.277201	0.4339759	0.3876604	0.4038883	0.3457227	0.3328935	0.4647455	0.3282421	0.3928631	0.4095049	0.3789533	0.3964012	0.4171086	0.3008874	0.4195132	0.4107743	0.4258381	0.3425504	0.259291	0.3437374	0.4246157	0.3608825	0.3592467	0.3837737	0.4047556	0.4330486	0.3273673	0.4507612	0.3002041	0.4809663	0.3002717	0.386916	0.2844757	0.4437706	0.3337173	0.3941256	0.3795872	0.3145215	0.4625474
f40	5x	30ind	0.4574845	0.3972057	0.4869707	0.4487105	0.4435614	0.3647769	0.4054703	0.430289	0.4460977	0.3632587	0.3681884	0.3662275	0.5313061	0.3717665	0.3104666	0.4231912	0.4510175	0.4131131	0.3640005	0.439686	0.4410225	0.4995483	0.4353054	0.3941976	0.406546	0.4578743	0.5114085	0.3264267	0.4571383	0.3714453	0.383027	0.3248118	0.4059669	0.3075911	0.4041984	0.3690877	0.4650836	0.3416079	0.3867099	0.4302617	0.3881995	0.3032887	0.4763718	0.4141709	0.4693801	0.3826204	0.3745009	0.4951151	0.3863346	0.3857251	0.4183626	0.3549806	0.40288	0.3160622	0.4569148	0.4656237	0.3724395	0.4703216	0.3323747	0.4492758	0.4304441	0.5493281	0.3967558	0.4147199	0.3237878	0.3628105	0.3702846	0.3946407	0.4818699	0.3747205	0.4032208	0.5088481	0.3560887	0.3585677	0.4443003	0.3505184	0.4273321	0.4221233	0.4303227	0.3898406	0.4066264	0.5005102	0.337883	0.4946669	0.3866035	0.3648185	0.4351445	0.400588	0.4103588	0.3793135	0.3120242	0.4229773	0.4443651	0.4755838	0.4314433	0.429064	0.3209023	0.3962592	0.4097508	0.3563593
f40	10x	5ind	0.3535313	0.4552201	0.351905	0.3943376	0.4299502	0.4310694	0.3880557	0.4648959	0.4192039	0.4560319	0.4926937	0.3841476	0.318521	0.3813615	0.4351042	0.2597594	0.3151076	0.5695396	0.3017359	0.4833227	0.3723301	0.3370263	0.5407137	0.3368311	0.2425583	0.344371	0.3609473	0.3887002	0.4999254	0.498785	0.4174996	0.4272955	0.4604842	0.5060742	0.393913	0.5255232	0.4637	0.4690798	0.3719945	0.345338	0.5469804	0.5310939	0.3952275	0.2526122	0.4537936	0.5983617	0.2129114	0.4809684	0.4296677	0.505516	0.3052055	0.1986341	0.4966748	0.2729997	0.2823898	0.4936386	0.46233	0.44835	0.3919679	0.4068852	0.3400385	0.449402	0.3150139	0.3702391	0.3167163	0.436814	0.3417728	0.5455292	0.2600317	0.4212222	0.3020523	0.3622886	0.4555987	0.4294246	0.3644163	0.3778098	0.4533794	0.3341406	0.5401789	0.3608867	0.5776686	0.5197716	0.2719531	0.3306628	0.4662928	0.4048067	0.3953608	0.3407172	0.3682138	0.2944513	0.4274048	0.4078367	0.4116767	0.4198511	0.4547268	0.6326714	0.7085085	0.4772293	0.6043266	0.6005595
f40	10x	10ind	0.3441982	0.4566417	0.3630843	0.3807752	0.4354687	0.3893634	0.3045597	0.3716383	0.4221406	0.3250895	0.3221494	0.3477971	0.3647654	0.4372476	0.2945813	0.4195217	0.4140004	0.3602019	0.3895948	0.3917601	0.6203587	0.4589798	0.3488115	0.415994	0.4544827	0.4761136	0.4280903	0.4849745	0.3300241	0.3266199	0.3785417	0.5058187	0.3909071	0.4851641	0.4236011	0.4834647	0.5389393	0.3797493	0.4778218	0.382328	0.4720475	0.4242904	0.3382181	0.3311678	0.5195917	0.4856427	0.3440559	0.4572873	0.4323187	0.3669209	0.385091	0.3840877	0.5174503	0.3458928	0.3067158	0.2630364	0.3711453	0.4825219	0.4277482	0.5042842	0.3658077	0.4392181	0.4738253	0.5067229	0.4030671	0.4427994	0.4626863	0.4356804	0.5149031	0.3975671	0.2839707	0.3929322	0.5157638	0.4217243	0.5483282	0.2934517	0.3501631	0.3435551	0.524526	0.4992538	0.4439887	0.3831448	0.3421305	0.4157398	0.3495732	0.3293794	0.4936806	0.3040435	0.4691097	0.4126654	0.4052476	0.3439556	0.4797352	0.381532	0.4513265	0.3359217	0.3965765	0.3986308	0.423225	0.4642516
f40	10x	20ind	0.3501828	0.4691188	0.3457623	0.4512217	0.4466907	0.3007738	0.3997433	0.3712321	0.3988941	0.4198316	0.4284245	0.4131675	0.4147668	0.3939911	0.3489153	0.4481928	0.4473887	0.4684396	0.4524243	0.4621866	0.4344937	0.4925133	0.3451735	0.4366276	0.4260989	0.4014462	0.4498847	0.3478531	0.4009449	0.4995798	0.4575922	0.4849832	0.304172	0.4571972	0.3912585	0.4067021	0.4547463	0.3790586	0.4208645	0.4227091	0.2692148	0.3441626	0.3603232	0.4775406	0.3613842	0.4227117	0.4515378	0.3335245	0.3645997	0.3800227	0.3644445	0.4706401	0.5199951	0.3661784	0.3345362	0.4090118	0.4027576	0.3585383	0.4358319	0.3775108	0.3531098	0.3429963	0.37943	0.4213338	0.4535743	0.3798121	0.3949925	0.3939546	0.4350921	0.3118858	0.4075967	0.4441212	0.4503459	0.3636419	0.4053115	0.3286419	0.4554406	0.4435344	0.4314037	0.418132	0.4593295	0.4126447	0.4401919	0.4193987	0.3103207	0.4094159	0.3468205	0.3543797	0.279847	0.4541015	0.4200785	0.3246474	0.3703937	0.4339131	0.3708203	0.3732734	0.3704263	0.3633448	0.3328417	0.4195366
f40	10x	30ind	0.4140106	0.3540232	0.39364	0.4076094	0.3504236	0.3666351	0.4194952	0.3727971	0.4284198	0.390254	0.4852117	0.3937538	0.4186296	0.3491814	0.4013519	0.3725825	0.3842171	0.3550155	0.442006	0.4283467	0.3838582	0.4045334	0.3883863	0.3576634	0.3708964	0.3182716	0.4151073	0.4160153	0.3883793	0.459259	0.3501513	0.3654563	0.41621	0.3388185	0.3489217	0.3305433	0.4575928	0.4006111	0.5067977	0.4202015	0.3390897	0.3145678	0.4506964	0.3608187	0.470332	0.3689378	0.4159995	0.4388067	0.4420984	0.4172626	0.3391473	0.4230863	0.4464285	0.4371174	0.4485226	0.3983824	0.4366276	0.4600164	0.4058055	0.4471264	0.3676192	0.4847874	0.3962575	0.4060781	0.4397207	0.4411709	0.4110443	0.4223667	0.3501107	0.349818	0.3764062	0.3523371	0.3983087	0.4097929	0.4225628	0.4573017	0.4427264	0.4225175	0.3123793	0.482032	0.4365539	0.4114582	0.3721426	0.3957916	0.3055336	0.3914688	0.3776369	0.4849086	0.3769945	0.3810408	0.3497191	0.4698492	0.3544137	0.4489245	0.3167134	0.3393656	0.4464285	0.457622	0.4587325	0.305037
f40	15x	5ind	0.4061821	0.4569321	0.4722787	0.4706347	0.1969135	0.3288532	0.4741267	0.4599853	0.5425047	0.1983576	0.5535	0.417343	0.3905708	0.4153438	0.1919496	0.2335854	0.4481442	0.480644	0.5019557	0.1959363	0.4365231	0.5979159	0.623405	0.4591868	0.4601353	0.3460955	0.3599038	0.550899	0.3421064	0.2706472	0.3309765	0.3857057	0.4174403	0.4217819	0.4328625	0.2559264	0.2168246	0.3449253	0.4557694	0.4334729	0.2710225	0.3875562	0.5325993	0.3187274	0.2272218	0.3981695	0.3806451	0.425509	0.284246	0.6555971	0.3009288	0.2819606	0.3362269	0.3928894	0.4556158	0.4188783	0.1804445	0.5611791	0.394693	0.2813993	0.3876075	0.4088222	0.2979874	0.4188845	0.4126629	0.5656988	0.405023	0.5840067	0.4690573	0.3938808	0.6090299	0.3921351	0.2712591	0.3918643	0.3445358	0.2525422	0.4668482	0.3988327	0.4349526	0.4020953	0.4460228	0.4665954	0.407097	0.4741833	0.3644812	0.263007	0.3519861	0.3552646	0.3778907	0.4823696	0.3536309	0.4972254	0.5315387	0.2884999	0.3408448	0.4437808	0.5723623	0.3479303	0.4220258	0.2995411
f40	15x	10ind	0.2969813	0.3237557	0.4116181	0.4676493	0.4676041	0.3889914	0.4616469	0.3698222	0.3303694	0.4352271	0.3551847	0.4589896	0.3125964	0.4167371	0.5029948	0.4315063	0.4472576	0.4205825	0.3536327	0.3835359	0.3323933	0.5088743	0.3971029	0.4426571	0.4051944	0.4493968	0.4709515	0.4002321	0.4459556	0.3925481	0.31922	0.5108411	0.3581308	0.4446593	0.4796226	0.4036013	0.3917836	0.4194821	0.3627989	0.4625214	0.484882	0.3275834	0.433484	0.4024398	0.4530444	0.4421647	0.4219999	0.4316995	0.433873	0.4095601	0.4339303	0.3354093	0.4546961	0.3564235	0.3986579	0.3642645	0.3815036	0.4243816	0.5249326	0.4395113	0.4102119	0.3110042	0.4063116	0.5564056	0.4188594	0.4679503	0.3936456	0.2927916	0.4653428	0.3789035	0.4406437	0.4722315	0.4291187	0.3051335	0.4587635	0.4877418	0.331592	0.3620527	0.3096071	0.4188396	0.4171671	0.483139	0.4216592	0.2710317	0.4290761	0.3885597	0.4334696	0.3626334	0.3901228	0.43417	0.4789691	0.4882081	0.3858444	0.3410579	0.3546429	0.2755834	0.3136068	0.487744	0.4599178	0.3398343
f40	15x	20ind	0.4226927	0.32915	0.4047587	0.423334	0.3981823	0.4686177	0.3921514	0.4128045	0.4038193	0.32085	0.3509847	0.4247799	0.4226029	0.4739796	0.3582917	0.288406	0.3868777	0.4301389	0.4546417	0.4376079	0.3882464	0.5284955	0.4565325	0.419926	0.4193519	0.4533173	0.3617816	0.418759	0.3772895	0.4440102	0.4509138	0.4397284	0.3884949	0.4788581	0.386396	0.4131928	0.4084599	0.3644048	0.4090795	0.3195449	0.3939373	0.4624322	0.441383	0.4115715	0.4026047	0.3241969	0.5624507	0.3340339	0.4103088	0.3869679	0.4540209	0.3819934	0.4728678	0.3809247	0.3572966	0.3800551	0.3641138	0.4495273	0.3348218	0.4662865	0.3957862	0.3087515	0.4176277	0.3457345	0.396474	0.4548348	0.4083521	0.3907469	0.4266025	0.3068895	0.3829007	0.4446208	0.4660539	0.4132326	0.4304884	0.3657553	0.2591031	0.4239398	0.390586	0.3729032	0.4748842	0.3985865	0.4017667	0.4365611	0.4181524	0.4400763	0.3980407	0.3701267	0.4253435	0.3047689	0.4016577	0.3622438	0.4819898	0.3824717	0.4290053	0.3651548	0.4623915	0.331296	0.414383	0.4250018
f40	15x	30ind	0.4689704	0.4100034	0.4573714	0.3957169	0.4070912	0.3859246	0.441989	0.3595325	0.4416825	0.4804743	0.4393764	0.4061033	0.3955117	0.3904516	0.4076483	0.4125801	0.4049761	0.3763647	0.3767876	0.380915	0.4154675	0.4603075	0.3769399	0.4444819	0.4733307	0.344833	0.3848786	0.4492908	0.3484735	0.4041743	0.3887022	0.3631792	0.3617462	0.4462755	0.412149	0.3629869	0.3934653	0.390724	0.4414329	0.3565784	0.3794188	0.3155538	0.3592752	0.3277543	0.3824229	0.4132685	0.3721694	0.4539037	0.3535104	0.4418589	0.4377906	0.4252486	0.3429473	0.3511767	0.4085648	0.3692826	0.3832675	0.4401354	0.2978216	0.3331969	0.3865041	0.4035332	0.4360659	0.3859386	0.456524	0.3485254	0.354437	0.4004914	0.4174556	0.4168301	0.450633	0.3783325	0.391024	0.388902	0.3753872	0.3836045	0.3595156	0.3850404	0.3704608	0.4110567	0.3814063	0.4178384	0.3409422	0.3928517	0.4147318	0.4648687	0.319049	0.4136721	0.4941047	0.4340605	0.3766814	0.3616926	0.4122817	0.3487502	0.4315576	0.3384415	0.4190954	0.4050868	0.4014258	0.3528131
f40	20x	5ind	0.4019268	0.5237879	0.3739464	0.412097	0.327648	0.1373896	0.4892004	0.4320445	0.3210285	0.3123623	0.4698533	0.4540949	0.2890056	0.4670702	0.5716132	0.4453929	0.369933	0.457456	0.4145988	0.5950287	0.1766093	0.2992695	0.637746	0.3819701	0.4181598	0.4521369	0.2532447	0.4591275	0.3336926	0.397881	0.3302167	0.3404546	0.4521898	0.4211334	0.3966072	0.3536113	0.5055722	0.273758	0.3777776	0.3783976	0.4499959	0.4897453	0.6656584	0.3989377	0.3811948	0.3394176	0.2538879	0.5604954	0.34624	0.3836729	0.2661712	0.3111821	0.5554621	0.2791588	0.2853522	0.4999079	0.5000706	0.5453133	0.4652793	0.226795	0.3646116	0.3259831	0.4370463	0.3129452	0.506075	0.4852501	0.4185277	0.2237746	0.2077664	0.3945649	0.3646103	0.4924711	0.3051919	0.2765696	0.4464963	0.3169148	0.2809146	0.3380805	0.3008106	0.4062153	0.3486612	0.3998929	0.4412169	0.4856899	0.3244075	0.4428175	0.384906	0.4269077	0.2866623	0.3913897	0.5426753	0.5284449	0.3801195	0.3779233	0.6610987	0.36003	0.3390015	0.4800416	0.2589605	0.3282447
f40	20x	10ind	0.4624111	0.517556	0.3272653	0.3683245	0.3343196	0.3604648	0.381606	0.352521	0.4871767	0.4342257	0.250062	0.4531448	0.3683844	0.4510578	0.2222096	0.3724672	0.3429469	0.5064618	0.3263949	0.4324368	0.4681932	0.3082993	0.3275543	0.3356383	0.3869303	0.3972152	0.36732	0.442181	0.4149299	0.2974582	0.4824566	0.4310961	0.4891875	0.3492011	0.5418352	0.4583985	0.3195696	0.430878	0.5377459	0.3469049	0.2880706	0.3125637	0.3611307	0.4555909	0.4275675	0.4119374	0.3882651	0.4437434	0.3401066	0.3868303	0.4111492	0.3266064	0.4390933	0.3377152	0.4547057	0.4156935	0.4196247	0.4499428	0.2795186	0.4080683	0.5066385	0.2475144	0.3348825	0.5099657	0.4493274	0.4106305	0.2950259	0.4249022	0.3453561	0.4490415	0.259159	0.3363253	0.4468908	0.3259048	0.4254233	0.470679	0.2802269	0.3715351	0.3793778	0.3809091	0.366596	0.4000504	0.3461248	0.4237233	0.372872	0.4635119	0.5200431	0.506953	0.3239799	0.422999	0.4115651	0.3403205	0.3749564	0.3978396	0.3572565	0.3263402	0.3497339	0.4678987	0.4676226	0.3225893
f40	20x	20ind	0.3684792	0.3957366	0.4124543	0.4341613	0.383162	0.4196891	0.3956552	0.3966529	0.3886458	0.3196747	0.3781038	0.4198231	0.4592869	0.37867	0.459508	0.4379741	0.4667649	0.4182084	0.445433	0.3850264	0.4613349	0.3474318	0.3244398	0.3886466	0.4299331	0.4640338	0.42421	0.3797121	0.4018147	0.5037475	0.415791	0.3145696	0.3748098	0.3803462	0.4534574	0.4769726	0.3778932	0.3926305	0.3794734	0.4040266	0.4306347	0.4567397	0.4517723	0.4864295	0.4390609	0.4284745	0.3604773	0.5307283	0.4240564	0.5745128	0.3968152	0.3902093	0.3603299	0.4034511	0.4394527	0.3743113	0.4766926	0.3380639	0.427124	0.3660019	0.3907321	0.3824835	0.3459123	0.4485684	0.331184	0.4660192	0.4400191	0.4393119	0.4465517	0.3967146	0.4434689	0.4299529	0.3332674	0.4355756	0.3038415	0.2910726	0.5326036	0.3195584	0.3747306	0.4971972	0.4111295	0.4982709	0.499579	0.4610179	0.4626377	0.3919269	0.3430676	0.3344559	0.419646	0.4118912	0.3926425	0.4521003	0.3342713	0.3967886	0.4540463	0.42944	0.4805552	0.3432972	0.3388469	0.3763404
f40	20x	30ind	0.4225967	0.4035956	0.4222201	0.3530888	0.3443113	0.3690847	0.3920629	0.4411039	0.333508	0.4482664	0.4110456	0.3746214	0.4366395	0.334088	0.3905723	0.4522073	0.4285606	0.4562081	0.368137	0.3855108	0.3844448	0.4131698	0.4187819	0.4151713	0.4892579	0.4041566	0.3413568	0.4484663	0.4050566	0.4469972	0.3954107	0.4025266	0.4117908	0.3598839	0.5032018	0.4177914	0.3052379	0.4739366	0.3501313	0.3961212	0.3556845	0.3793338	0.4058868	0.4287277	0.4257851	0.425518	0.4205698	0.3521623	0.4463518	0.4218323	0.4118012	0.3369637	0.382827	0.4710953	0.4092373	0.4501643	0.3477163	0.4131593	0.4249131	0.3973092	0.4428831	0.4382859	0.3955084	0.3980797	0.4385716	0.4003074	0.3695804	0.3822608	0.4076676	0.4480447	0.4689572	0.3816428	0.4193522	0.4366182	0.4198498	0.4161927	0.3858286	0.448556	0.3544331	0.4136499	0.3767889	0.4239914	0.3850454	0.4170163	0.414489	0.4269231	0.3676054	0.3062613	0.4228627	0.4559414	0.3796481	0.3540647	0.4119297	0.3690134	0.4419183	0.4655309	0.3012437	0.4253236	0.4651904	0.4037079
