iter 	 p
500 	 0.1065609 
1000 	 0.3252114 
1500 	 0.146724 
2000 	 0.2223687 
2500 	 0.1677796 
3000 	 0.29157 
3500 	 0.1383851 
4000 	 0.0918275 
4500 	 0.1721528 
5000 	 0.09488701 
5500 	 0.1323122 
6000 	 0.211266 
6500 	 0.05761496 
7000 	 0.1695788 
7500 	 0.1082824 
8000 	 0.1805748 
8500 	 0.1846129 
9000 	 0.1530401 
9500 	 0.1850238 
10000 	 0.1168315 
10500 	 0.1809413 
11000 	 0.1178828 
11500 	 0.3405831 
12000 	 0.1385971 
12500 	 0.1263167 
13000 	 0.1931882 
13500 	 0.2150367 
14000 	 0.1309308 
14500 	 0.1969744 
15000 	 0.101183 
15500 	 0.1751746 
16000 	 0.2424777 
16500 	 0.1495039 
17000 	 0.1578892 
17500 	 0.1317234 
18000 	 0.2470315 
18500 	 0.2258986 
19000 	 0.2110335 
19500 	 0.1263105 
20000 	 0.107359 
20500 	 0.1713696 
21000 	 0.2588443 
21500 	 0.1256347 
22000 	 0.1879926 
22500 	 0.1501766 
23000 	 0.2065826 
23500 	 0.07376199 
24000 	 0.1924528 
24500 	 0.1730509 
25000 	 0.1719977 
25500 	 0.1068598 
26000 	 0.2090989 
26500 	 0.2087262 
27000 	 0.09263794 
27500 	 0.3122064 
28000 	 0.2660847 
28500 	 0.07956055 
29000 	 0.2536148 
29500 	 0.1993075 
30000 	 0.1875839 
30500 	 0.1443642 
31000 	 0.1752736 
31500 	 0.09562984 
32000 	 0.3178249 
32500 	 0.09917696 
33000 	 0.1301729 
33500 	 0.1881912 
34000 	 0.22863 
34500 	 0.2515304 
35000 	 0.2095987 
35500 	 0.06141253 
36000 	 0.1455733 
36500 	 0.1250818 
37000 	 0.09031728 
37500 	 0.2141015 
38000 	 0.1813621 
38500 	 0.1121316 
39000 	 0.2472845 
39500 	 0.1275214 
40000 	 0.1680676 
40500 	 0.0902212 
41000 	 0.1485044 
41500 	 0.1263169 
42000 	 0.1755958 
42500 	 0.1672383 
43000 	 0.1466248 
43500 	 0.1691681 
44000 	 0.1277627 
44500 	 0.1853304 
45000 	 0.1652486 
45500 	 0.1467907 
46000 	 0.2401969 
46500 	 0.2442898 
47000 	 0.1847947 
47500 	 0.1270168 
48000 	 0.202375 
48500 	 0.376028 
49000 	 0.2037773 
49500 	 0.1695713 
50000 	 0.1377768 
50500 	 0.198892 
51000 	 0.229469 
51500 	 0.1285385 
52000 	 0.1902653 
52500 	 0.1778313 
53000 	 0.2486088 
53500 	 0.1649898 
54000 	 0.1869012 
54500 	 0.1338163 
55000 	 0.2170518 
55500 	 0.1044421 
56000 	 0.1903472 
56500 	 0.04124011 
57000 	 0.2135129 
57500 	 0.08756772 
58000 	 0.1639702 
58500 	 0.2353273 
59000 	 0.1333649 
59500 	 0.212737 
60000 	 0.2093907 
60500 	 0.09793097 
61000 	 0.1898437 
61500 	 0.07562489 
62000 	 0.161891 
62500 	 0.1817103 
63000 	 0.1037983 
63500 	 0.1481701 
64000 	 0.1770815 
64500 	 0.1840377 
65000 	 0.2166296 
65500 	 0.1594113 
66000 	 0.1483 
66500 	 0.2445037 
67000 	 0.1776491 
67500 	 0.08705502 
68000 	 0.1899312 
68500 	 0.2519502 
69000 	 0.1844293 
69500 	 0.1796264 
70000 	 0.1561845 
70500 	 0.12023 
71000 	 0.165196 
71500 	 0.154114 
72000 	 0.2233872 
72500 	 0.1788792 
73000 	 0.09627802 
73500 	 0.08986886 
74000 	 0.1409457 
74500 	 0.119199 
