iter 	 p
500 	 0.697986 
1000 	 0.5825573 
1500 	 0.6303295 
2000 	 0.7093325 
2500 	 0.6721447 
3000 	 0.6397509 
3500 	 0.710554 
4000 	 0.7302253 
4500 	 0.6653118 
5000 	 0.6762956 
5500 	 0.7077634 
6000 	 0.7427818 
6500 	 0.6769906 
7000 	 0.7798226 
7500 	 0.6678012 
8000 	 0.7185526 
8500 	 0.6159719 
9000 	 0.6700117 
9500 	 0.7572306 
10000 	 0.6541023 
10500 	 0.733932 
11000 	 0.7087807 
11500 	 0.6568915 
12000 	 0.6720725 
12500 	 0.6282563 
13000 	 0.7001545 
13500 	 0.6882531 
14000 	 0.6962607 
14500 	 0.6301777 
15000 	 0.6265342 
15500 	 0.6403702 
16000 	 0.6660477 
16500 	 0.656942 
17000 	 0.6483729 
17500 	 0.6523603 
18000 	 0.6817865 
18500 	 0.7214679 
19000 	 0.6012575 
19500 	 0.6717359 
20000 	 0.7097523 
20500 	 0.6730155 
21000 	 0.6627998 
21500 	 0.6997699 
22000 	 0.6283775 
22500 	 0.7201079 
23000 	 0.6097817 
23500 	 0.7414978 
24000 	 0.676935 
24500 	 0.6904865 
25000 	 0.7269979 
25500 	 0.6952899 
26000 	 0.7221205 
26500 	 0.7297253 
27000 	 0.6484303 
27500 	 0.6708133 
28000 	 0.6996609 
28500 	 0.6435955 
29000 	 0.6125466 
29500 	 0.71597 
30000 	 0.6357019 
30500 	 0.6396971 
31000 	 0.6577636 
31500 	 0.684771 
32000 	 0.6940649 
32500 	 0.5875992 
33000 	 0.715106 
33500 	 0.7180248 
34000 	 0.6440249 
34500 	 0.6710535 
35000 	 0.622031 
35500 	 0.7448481 
36000 	 0.6633859 
36500 	 0.6637322 
37000 	 0.6237228 
37500 	 0.6784677 
38000 	 0.6148956 
38500 	 0.6429426 
39000 	 0.664448 
39500 	 0.6791413 
40000 	 0.6697877 
40500 	 0.6479037 
41000 	 0.693764 
41500 	 0.6232642 
42000 	 0.7343856 
42500 	 0.7695348 
43000 	 0.6658934 
43500 	 0.6489094 
44000 	 0.6555396 
44500 	 0.6886253 
45000 	 0.6590081 
45500 	 0.7363313 
46000 	 0.6404493 
46500 	 0.7465006 
47000 	 0.6729485 
47500 	 0.5447053 
48000 	 0.6939076 
48500 	 0.6596893 
49000 	 0.5660418 
49500 	 0.6619148 
50000 	 0.7144305 
50500 	 0.7203847 
