iter 	 p
500 	 0.7545943 
1000 	 0.7466915 
1500 	 0.7572429 
2000 	 0.7217513 
2500 	 0.8075119 
3000 	 0.7844778 
3500 	 0.7611445 
4000 	 0.7425025 
4500 	 0.7724953 
5000 	 0.7383756 
5500 	 0.7322886 
6000 	 0.712689 
6500 	 0.7198767 
7000 	 0.7454263 
7500 	 0.7160676 
8000 	 0.7786727 
8500 	 0.7966493 
9000 	 0.8154896 
9500 	 0.8009532 
10000 	 0.7449792 
10500 	 0.7358982 
11000 	 0.773186 
11500 	 0.7472183 
12000 	 0.7460062 
12500 	 0.8058601 
13000 	 0.6769566 
13500 	 0.7444947 
14000 	 0.7786657 
14500 	 0.7582233 
15000 	 0.7908866 
15500 	 0.7486195 
16000 	 0.695965 
16500 	 0.7240281 
17000 	 0.7538104 
17500 	 0.7288103 
18000 	 0.7903343 
18500 	 0.7529914 
19000 	 0.78951 
19500 	 0.8018861 
20000 	 0.7019397 
20500 	 0.7355105 
21000 	 0.7837145 
21500 	 0.7982587 
22000 	 0.7681031 
22500 	 0.7360368 
23000 	 0.7242074 
23500 	 0.7072636 
24000 	 0.7303966 
24500 	 0.6751705 
25000 	 0.7950526 
25500 	 0.7669452 
26000 	 0.8358379 
26500 	 0.8450095 
27000 	 0.7703969 
27500 	 0.7304821 
28000 	 0.7488216 
28500 	 0.7530262 
29000 	 0.766867 
29500 	 0.6747309 
30000 	 0.7409934 
30500 	 0.8062338 
31000 	 0.7360542 
31500 	 0.8238881 
32000 	 0.709692 
32500 	 0.8145882 
33000 	 0.8030732 
33500 	 0.7545567 
34000 	 0.7300604 
34500 	 0.7691984 
35000 	 0.7507392 
35500 	 0.8216522 
36000 	 0.8043258 
36500 	 0.7826486 
37000 	 0.7396092 
37500 	 0.7825863 
38000 	 0.80262 
38500 	 0.7620682 
39000 	 0.776024 
39500 	 0.65067 
40000 	 0.7420382 
40500 	 0.7300506 
41000 	 0.7810605 
41500 	 0.7567664 
42000 	 0.7738518 
42500 	 0.7571713 
43000 	 0.7384533 
43500 	 0.7132043 
44000 	 0.7847759 
44500 	 0.7121261 
45000 	 0.7400341 
45500 	 0.7599172 
46000 	 0.7798474 
46500 	 0.7577714 
47000 	 0.7697452 
