iter 	 p
5000 	 0.2824691 
10000 	 0.572642 
15000 	 0.4578418 
20000 	 0.4361668 
25000 	 0.5990685 
30000 	 0.4289906 
35000 	 0.5279303 
40000 	 0.6489106 
45000 	 0.5660282 
50000 	 0.4559296 
55000 	 0.4918439 
60000 	 0.411523 
65000 	 0.5218488 
70000 	 0.4171302 
75000 	 0.4860519 
80000 	 0.4111851 
85000 	 0.4253226 
90000 	 0.4191395 
95000 	 0.3762801 
100000 	 0.26751 
105000 	 0.3638281 
110000 	 0.656717 
115000 	 0.5356257 
120000 	 0.4066509 
125000 	 0.399441 
130000 	 0.5167634 
135000 	 0.403767 
140000 	 0.4895999 
145000 	 0.4030373 
150000 	 0.410421 
155000 	 0.5293455 
160000 	 0.5168106 
165000 	 0.3668979 
170000 	 0.4513171 
175000 	 0.377093 
180000 	 0.3432433 
185000 	 0.3538319 
190000 	 0.5052255 
195000 	 0.4201783 
200000 	 0.4464458 
205000 	 0.539272 
210000 	 0.5086768 
215000 	 0.3658903 
220000 	 0.3255061 
225000 	 0.2995598 
230000 	 0.4876126 
235000 	 0.515896 
240000 	 0.5662793 
245000 	 0.3232569 
250000 	 0.4375804 
255000 	 0.4904803 
260000 	 0.5845522 
265000 	 0.3587425 
270000 	 0.5220818 
275000 	 0.516284 
280000 	 0.4288529 
285000 	 0.5369454 
290000 	 0.437737 
295000 	 0.443705 
300000 	 0.4270284 
305000 	 0.4079216 
310000 	 0.3575401 
315000 	 0.4100234 
320000 	 0.321781 
325000 	 0.4358887 
330000 	 0.3969166 
335000 	 0.5048037 
340000 	 0.4503684 
345000 	 0.5437895 
350000 	 0.4913899 
355000 	 0.3672168 
360000 	 0.6153321 
365000 	 0.4977411 
370000 	 0.3886689 
375000 	 0.5593478 
380000 	 0.3879635 
385000 	 0.5836884 
390000 	 0.4682562 
395000 	 0.4906856 
400000 	 0.5302382 
405000 	 0.3717228 
410000 	 0.4798365 
415000 	 0.4634412 
420000 	 0.4815359 
425000 	 0.5231736 
430000 	 0.3951428 
435000 	 0.3265029 
440000 	 0.3705141 
445000 	 0.3197913 
450000 	 0.4268887 
455000 	 0.4689657 
460000 	 0.5096238 
465000 	 0.3883588 
470000 	 0.5676988 
475000 	 0.3998504 
480000 	 0.5522098 
485000 	 0.3907082 
490000 	 0.3831243 
495000 	 0.5127867 
500000 	 0.3876551 
