iter 	 p
5000 	 0.4874937 
10000 	 0.286764 
15000 	 0.3679216 
20000 	 0.3737906 
25000 	 0.3569183 
30000 	 0.4520584 
35000 	 0.2405708 
40000 	 0.4228988 
45000 	 0.2710124 
50000 	 0.313128 
55000 	 0.2624584 
60000 	 0.3096063 
65000 	 0.3152697 
70000 	 0.2619963 
75000 	 0.4804927 
80000 	 0.370336 
85000 	 0.2609838 
90000 	 0.2535962 
95000 	 0.2840913 
100000 	 0.5174161 
105000 	 0.3418872 
110000 	 0.4786033 
115000 	 0.2955953 
120000 	 0.3971962 
125000 	 0.3224982 
130000 	 0.402866 
135000 	 0.3718627 
140000 	 0.3330112 
145000 	 0.3089593 
150000 	 0.4748123 
155000 	 0.3886869 
160000 	 0.5782366 
165000 	 0.2596772 
170000 	 0.2776962 
175000 	 0.3202392 
180000 	 0.2548112 
185000 	 0.4072459 
190000 	 0.2496437 
195000 	 0.6443181 
200000 	 0.4629487 
205000 	 0.2155056 
210000 	 0.4046636 
215000 	 0.2741919 
220000 	 0.401058 
225000 	 0.2477185 
230000 	 0.372138 
235000 	 0.4518207 
240000 	 0.2704956 
245000 	 0.412999 
250000 	 0.311323 
255000 	 0.3751778 
260000 	 0.4629249 
265000 	 0.5413877 
270000 	 0.2519505 
275000 	 0.222929 
280000 	 0.2730174 
285000 	 0.3175526 
290000 	 0.3551078 
295000 	 0.408291 
300000 	 0.4879013 
305000 	 0.3735287 
310000 	 0.427095 
315000 	 0.4351858 
320000 	 0.2829817 
325000 	 0.344567 
330000 	 0.228141 
335000 	 0.3400104 
340000 	 0.2624378 
345000 	 0.2745678 
350000 	 0.3923833 
355000 	 0.4429797 
360000 	 0.3542892 
365000 	 0.3271241 
370000 	 0.3752378 
375000 	 0.4100898 
380000 	 0.3939625 
385000 	 0.4107358 
390000 	 0.2826495 
395000 	 0.3147656 
400000 	 0.4943994 
405000 	 0.4069877 
410000 	 0.3751738 
415000 	 0.1655739 
420000 	 0.2206701 
425000 	 0.404349 
430000 	 0.2664124 
435000 	 0.4313206 
440000 	 0.2178928 
445000 	 0.3782295 
450000 	 0.3507071 
455000 	 0.3190427 
460000 	 0.355164 
465000 	 0.492897 
470000 	 0.3862474 
475000 	 0.2119417 
480000 	 0.2816035 
485000 	 0.252298 
490000 	 0.4429144 
495000 	 0.3576787 
500000 	 0.3748491 
