iter 	 p
5000 	 0.6377034 
10000 	 0.3946372 
15000 	 0.5331387 
20000 	 0.4642095 
25000 	 0.5650452 
30000 	 0.4376545 
35000 	 0.5064281 
40000 	 0.2685329 
45000 	 0.6520312 
50000 	 0.5065921 
55000 	 0.6373402 
60000 	 0.5824014 
65000 	 0.540735 
70000 	 0.4930006 
75000 	 0.4825864 
80000 	 0.4719973 
85000 	 0.6471065 
90000 	 0.4172255 
95000 	 0.3210013 
100000 	 0.6139762 
105000 	 0.3857417 
110000 	 0.4047994 
115000 	 0.6369517 
120000 	 0.3959779 
125000 	 0.5618407 
130000 	 0.4436584 
135000 	 0.5157206 
140000 	 0.4089458 
145000 	 0.4777831 
150000 	 0.4907851 
155000 	 0.6046427 
160000 	 0.4285472 
165000 	 0.4277838 
170000 	 0.7791817 
175000 	 0.4391616 
180000 	 0.4981416 
185000 	 0.4994322 
190000 	 0.6012365 
195000 	 0.4588813 
200000 	 0.5250468 
205000 	 0.476752 
210000 	 0.2813493 
215000 	 0.5276037 
220000 	 0.3932355 
225000 	 0.5191696 
230000 	 0.4956959 
235000 	 0.2869861 
240000 	 0.4617329 
245000 	 0.5067546 
250000 	 0.4339028 
255000 	 0.4266289 
260000 	 0.5161969 
265000 	 0.4173189 
270000 	 0.5368242 
275000 	 0.5017486 
280000 	 0.3296426 
285000 	 0.5825791 
290000 	 0.541332 
295000 	 0.5004651 
300000 	 0.4723891 
305000 	 0.4341984 
310000 	 0.4729961 
315000 	 0.5031589 
320000 	 0.5074506 
325000 	 0.5915019 
330000 	 0.5205718 
335000 	 0.3340472 
340000 	 0.3665428 
345000 	 0.4321768 
350000 	 0.6245517 
355000 	 0.4591542 
360000 	 0.5525801 
365000 	 0.4778072 
370000 	 0.4770156 
375000 	 0.6123345 
380000 	 0.5520353 
385000 	 0.5992038 
390000 	 0.5546616 
395000 	 0.4865018 
400000 	 0.4658562 
405000 	 0.5531373 
410000 	 0.5123387 
415000 	 0.3773924 
420000 	 0.5344733 
425000 	 0.2960803 
430000 	 0.6164764 
435000 	 0.3689424 
440000 	 0.5099114 
445000 	 0.4882411 
450000 	 0.5042872 
455000 	 0.4701133 
460000 	 0.4256297 
465000 	 0.2938443 
470000 	 0.5191283 
475000 	 0.4429688 
480000 	 0.6222541 
485000 	 0.3476262 
490000 	 0.4750373 
495000 	 0.367613 
500000 	 0.5353394 
