iter 	 p
5000 	 0.4524204 
10000 	 0.3662669 
15000 	 0.5083044 
20000 	 0.3696031 
25000 	 0.5989322 
30000 	 0.5435631 
35000 	 0.3340641 
40000 	 0.5475986 
45000 	 0.4347815 
50000 	 0.470285 
55000 	 0.4297087 
60000 	 0.3369128 
65000 	 0.4247004 
70000 	 0.4202138 
75000 	 0.6184869 
80000 	 0.5506978 
85000 	 0.4135772 
90000 	 0.4398277 
95000 	 0.3165534 
100000 	 0.3781442 
105000 	 0.4057852 
110000 	 0.356203 
115000 	 0.3389469 
120000 	 0.4090616 
125000 	 0.4753324 
130000 	 0.3337017 
135000 	 0.3031148 
140000 	 0.3258622 
145000 	 0.3954533 
150000 	 0.417402 
155000 	 0.4508025 
160000 	 0.5664672 
165000 	 0.4205856 
170000 	 0.2247576 
175000 	 0.310385 
180000 	 0.3635906 
185000 	 0.3271524 
190000 	 0.3124325 
195000 	 0.4230274 
200000 	 0.4662593 
205000 	 0.5309168 
210000 	 0.4778515 
215000 	 0.3691047 
220000 	 0.4117932 
225000 	 0.4463114 
230000 	 0.4977741 
235000 	 0.288406 
240000 	 0.4516968 
245000 	 0.4249413 
250000 	 0.5484113 
255000 	 0.4304152 
260000 	 0.5371788 
265000 	 0.5289397 
270000 	 0.3243925 
275000 	 0.6384411 
280000 	 0.4356232 
285000 	 0.3713101 
290000 	 0.3464025 
295000 	 0.3720109 
300000 	 0.3606758 
305000 	 0.4119602 
310000 	 0.4458602 
315000 	 0.2305424 
320000 	 0.3600913 
325000 	 0.3005905 
330000 	 0.4301255 
335000 	 0.435261 
340000 	 0.3497005 
345000 	 0.3083855 
350000 	 0.4984125 
355000 	 0.2893393 
360000 	 0.3947162 
365000 	 0.5336653 
370000 	 0.3172281 
375000 	 0.3324456 
380000 	 0.3682597 
385000 	 0.3494371 
390000 	 0.4972626 
395000 	 0.3110436 
400000 	 0.2967979 
405000 	 0.3070017 
410000 	 0.5251567 
415000 	 0.3643315 
420000 	 0.5889019 
425000 	 0.4188917 
430000 	 0.4326438 
435000 	 0.480075 
440000 	 0.5168865 
445000 	 0.454995 
450000 	 0.2814792 
455000 	 0.3703036 
460000 	 0.4852431 
465000 	 0.2906962 
470000 	 0.4137357 
475000 	 0.2166958 
480000 	 0.3915422 
485000 	 0.44141 
490000 	 0.377503 
495000 	 0.4498926 
500000 	 0.4213102 
