iter 	 p
500 	 0.3074737 
1000 	 0.3802116 
1500 	 0.3725785 
2000 	 0.3694647 
2500 	 0.4521048 
3000 	 0.2545692 
3500 	 0.3810019 
4000 	 0.3398157 
4500 	 0.2845103 
5000 	 0.3357796 
5500 	 0.3343938 
6000 	 0.242772 
6500 	 0.3145004 
7000 	 0.2839348 
7500 	 0.3570152 
8000 	 0.3363783 
8500 	 0.2809764 
9000 	 0.3950382 
9500 	 0.2941303 
10000 	 0.3469713 
10500 	 0.3059748 
11000 	 0.3058633 
11500 	 0.3493069 
12000 	 0.4457853 
12500 	 0.3440596 
13000 	 0.3643002 
13500 	 0.407245 
14000 	 0.3857407 
14500 	 0.262681 
15000 	 0.2676922 
15500 	 0.359019 
16000 	 0.3658138 
16500 	 0.3079293 
17000 	 0.3169708 
17500 	 0.2579855 
18000 	 0.2161719 
18500 	 0.2056181 
19000 	 0.2507245 
19500 	 0.3002776 
20000 	 0.2985879 
20500 	 0.4476177 
21000 	 0.3197908 
21500 	 0.351943 
22000 	 0.4862477 
22500 	 0.397136 
23000 	 0.3458587 
23500 	 0.3071735 
24000 	 0.320746 
24500 	 0.5267933 
25000 	 0.4016433 
25500 	 0.2719662 
26000 	 0.3383545 
26500 	 0.4361537 
27000 	 0.3667679 
27500 	 0.2425275 
28000 	 0.3984401 
28500 	 0.424159 
29000 	 0.1989078 
29500 	 0.2792006 
30000 	 0.3452913 
30500 	 0.368762 
31000 	 0.3426659 
31500 	 0.2936294 
32000 	 0.3362483 
32500 	 0.3296761 
33000 	 0.4228896 
33500 	 0.3748955 
34000 	 0.3070046 
34500 	 0.3618028 
35000 	 0.3208441 
35500 	 0.4061681 
36000 	 0.3216215 
36500 	 0.3550427 
37000 	 0.4523515 
37500 	 0.3792026 
38000 	 0.2856291 
38500 	 0.1971996 
39000 	 0.4605254 
39500 	 0.3249929 
40000 	 0.3342064 
40500 	 0.343972 
41000 	 0.2320338 
41500 	 0.4028962 
42000 	 0.3141609 
42500 	 0.3639154 
43000 	 0.4173988 
43500 	 0.3539026 
44000 	 0.3534601 
44500 	 0.3853389 
45000 	 0.3467379 
45500 	 0.2394624 
46000 	 0.3088318 
46500 	 0.4907661 
47000 	 0.4439396 
47500 	 0.3351721 
48000 	 0.207276 
48500 	 0.3153125 
49000 	 0.3589072 
49500 	 0.3333831 
50000 	 0.3046742 
50500 	 0.2934402 
51000 	 0.4381693 
51500 	 0.3439753 
52000 	 0.3957105 
52500 	 0.3263277 
53000 	 0.4373922 
53500 	 0.3134012 
54000 	 0.3891919 
54500 	 0.3040351 
55000 	 0.3431091 
55500 	 0.4305566 
56000 	 0.298498 
56500 	 0.28082 
57000 	 0.3826616 
57500 	 0.2641007 
58000 	 0.279166 
58500 	 0.4048978 
59000 	 0.2321022 
59500 	 0.3451971 
60000 	 0.3130218 
60500 	 0.3476529 
61000 	 0.3061425 
61500 	 0.2386126 
62000 	 0.2747576 
62500 	 0.260647 
63000 	 0.4128623 
63500 	 0.3576823 
64000 	 0.1710637 
64500 	 0.3406523 
65000 	 0.4294091 
65500 	 0.3856575 
66000 	 0.4241558 
66500 	 0.2685159 
67000 	 0.2576067 
67500 	 0.3039516 
68000 	 0.3220432 
68500 	 0.249381 
69000 	 0.254077 
69500 	 0.2264201 
70000 	 0.3796638 
70500 	 0.3363265 
71000 	 0.2407902 
71500 	 0.3183533 
72000 	 0.2352217 
72500 	 0.3944136 
73000 	 0.4265113 
73500 	 0.3840051 
74000 	 0.2587869 
74500 	 0.2619447 
75000 	 0.2753996 
75500 	 0.2067828 
76000 	 0.357582 
76500 	 0.2125442 
77000 	 0.3897459 
77500 	 0.2772212 
78000 	 0.31136 
78500 	 0.3154862 
79000 	 0.2264714 
79500 	 0.324178 
80000 	 0.3326653 
80500 	 0.3004652 
81000 	 0.34183 
81500 	 0.4024478 
82000 	 0.239681 
82500 	 0.3430545 
83000 	 0.3351238 
83500 	 0.277808 
84000 	 0.2762219 
84500 	 0.2276477 
85000 	 0.3600138 
85500 	 0.3324209 
86000 	 0.2843456 
86500 	 0.2545735 
87000 	 0.2785456 
87500 	 0.3993932 
88000 	 0.3337726 
88500 	 0.4815222 
89000 	 0.3775774 
89500 	 0.2580358 
90000 	 0.257444 
90500 	 0.2009976 
91000 	 0.2797524 
91500 	 0.2671596 
92000 	 0.3846968 
92500 	 0.3551715 
93000 	 0.2948734 
93500 	 0.3106498 
94000 	 0.3174352 
94500 	 0.308947 
95000 	 0.3295203 
95500 	 0.3997854 
96000 	 0.3120941 
96500 	 0.3999874 
97000 	 0.2485157 
97500 	 0.3238917 
98000 	 0.3042655 
98500 	 0.4713567 
99000 	 0.1803906 
99500 	 0.3711123 
100000 	 0.2960191 
100500 	 0.4010836 
101000 	 0.3341197 
101500 	 0.3558171 
102000 	 0.3990692 
102500 	 0.3678265 
103000 	 0.3714978 
103500 	 0.3182689 
104000 	 0.2584677 
104500 	 0.2698503 
105000 	 0.3453994 
105500 	 0.3747004 
106000 	 0.4031353 
106500 	 0.2013954 
107000 	 0.2551877 
107500 	 0.2707811 
108000 	 0.2323736 
108500 	 0.3784138 
109000 	 0.3848813 
109500 	 0.3479273 
110000 	 0.3609618 
110500 	 0.3336572 
111000 	 0.3143223 
111500 	 0.3367853 
112000 	 0.4324217 
112500 	 0.3410091 
113000 	 0.2654998 
113500 	 0.2562181 
114000 	 0.3570471 
114500 	 0.3894498 
115000 	 0.3593475 
115500 	 0.361756 
116000 	 0.3927651 
116500 	 0.4486314 
117000 	 0.3223605 
117500 	 0.3841201 
118000 	 0.224721 
118500 	 0.1812175 
119000 	 0.2970247 
119500 	 0.3105563 
120000 	 0.4303534 
120500 	 0.3317258 
121000 	 0.3262784 
121500 	 0.2836691 
122000 	 0.3969969 
122500 	 0.2870802 
123000 	 0.2931112 
123500 	 0.2449613 
124000 	 0.2743679 
124500 	 0.4041633 
125000 	 0.4115188 
125500 	 0.3548842 
126000 	 0.4280041 
126500 	 0.263608 
127000 	 0.3540503 
127500 	 0.3801446 
128000 	 0.2735385 
128500 	 0.2328668 
129000 	 0.3147115 
129500 	 0.2790258 
130000 	 0.2443052 
130500 	 0.3653059 
131000 	 0.370532 
131500 	 0.3333987 
132000 	 0.3543797 
132500 	 0.3361761 
133000 	 0.2824852 
133500 	 0.2851842 
134000 	 0.3649714 
134500 	 0.3318726 
135000 	 0.3427386 
135500 	 0.3351581 
136000 	 0.2697878 
136500 	 0.3030244 
137000 	 0.4606232 
137500 	 0.3823165 
138000 	 0.3570604 
138500 	 0.3184679 
139000 	 0.2386405 
139500 	 0.2950925 
140000 	 0.3456965 
140500 	 0.2950667 
141000 	 0.2504537 
141500 	 0.386161 
142000 	 0.3065299 
142500 	 0.2448942 
143000 	 0.2315076 
143500 	 0.2702663 
144000 	 0.3522426 
144500 	 0.3055188 
145000 	 0.2201354 
145500 	 0.2200351 
146000 	 0.4158122 
146500 	 0.3824211 
147000 	 0.2593299 
147500 	 0.4976578 
148000 	 0.2879843 
148500 	 0.2696176 
149000 	 0.276743 
149500 	 0.4256543 
150000 	 0.4172319 
150500 	 0.3478826 
151000 	 0.2926475 
151500 	 0.2601384 
152000 	 0.3028663 
152500 	 0.2834546 
153000 	 0.3768442 
153500 	 0.3085992 
154000 	 0.3299549 
154500 	 0.4271282 
155000 	 0.3625178 
155500 	 0.3491285 
156000 	 0.3182992 
156500 	 0.223579 
157000 	 0.3635391 
157500 	 0.2708704 
158000 	 0.3854685 
158500 	 0.3450995 
159000 	 0.364796 
159500 	 0.4058972 
160000 	 0.3966135 
