iter	p__loc1	p__loc2	p__loc3	p__loc4	p__loc5	p__loc6	p__loc7	p__loc8	p__loc9	p__loc10	p__loc11	p__loc12	p__loc13	p__loc14	p__loc15	p__loc16	p__loc17	p__loc18	p__loc19	p__loc20	p__loc21	p__loc22	p__loc23	p__loc24	p__loc25	p__loc26	p__loc27	p__loc28	p__loc29	p__loc30	p__loc31	p__loc32	p__loc33	p__loc34	p__loc35	p__loc36	p__loc37	p__loc38	p__loc39	p__loc40	p__loc41	p__loc42	p__loc43	p__loc44	p__loc45	p__loc46	p__loc47	p__loc48	p__loc49	p__loc50	p__loc51	p__loc52	p__loc53	p__loc54	p__loc55	p__loc56	p__loc57	p__loc58	p__loc59	p__loc60	p__loc61	p__loc62	p__loc63	p__loc64	p__loc65	p__loc66	p__loc67	p__loc68	p__loc69	p__loc70	p__loc71	p__loc72	p__loc73	p__loc74	p__loc75	p__loc76	p__loc77	p__loc78	p__loc79	p__loc80	p__loc81	p__loc82	p__loc83	p__loc84	p__loc85	p__loc86	p__loc87	p__loc88	p__loc89	p__loc90	p__loc91	p__loc92	p__loc93	p__loc94	p__loc95	p__loc96	p__loc97	p__loc98	p__loc99	p__loc100
100	0.1712768	0.1686567	0.196848	0.237663	0.1733705	0.169209	0.1785016	0.183723	0.2157797	0.186109	0.1436518	0.1882012	0.2117133	0.2037453	0.1954665	0.2068071	0.1914135	0.265389	0.1896093	0.1992105	0.2387694	0.2261376	0.1724547	0.2088186	0.2412216	0.2278601	0.2386153	0.1814236	0.1670035	0.120842	0.1536629	0.2433521	0.1475813	0.2021071	0.223333	0.1716827	0.1871301	0.1771831	0.2257639	0.2120365	0.2148758	0.2475269	0.1845464	0.251726	0.1123087	0.2386674	0.1775111	0.1769314	0.1778545	0.2120109	0.2640746	0.2443722	0.2273334	0.289189	0.1788763	0.1808715	0.1839633	0.1950344	0.1698484	0.186615	0.1865861	0.1781333	0.2084006	0.1839884	0.1730693	0.2797891	0.223007	0.2260095	0.146092	0.196771	0.1400281	0.2228631	0.1983666	0.2025668	0.2738637	0.2403076	0.1808304	0.2115072	0.2296833	0.1890499	0.1993255	0.1938186	0.2188496	0.261547	0.2483362	0.2512811	0.230382	0.1874234	0.1631563	0.2552808	0.2185572	0.2192199	0.174289	0.1900755	0.2006128	0.2100519	0.2402864	0.2192876	0.1888731	0.1758651
200	0.1685715	0.1863341	0.2324895	0.2745058	0.2047743	0.214603	0.2322743	0.2240998	0.1935915	0.2066084	0.2150554	0.1537345	0.1974496	0.1382112	0.1968163	0.1656441	0.1866507	0.2277759	0.26109	0.2361833	0.166084	0.1885809	0.1638532	0.1912314	0.2155274	0.1983755	0.2367863	0.2167474	0.1895182	0.2299454	0.1892916	0.2016204	0.1890312	0.1982825	0.1977837	0.208446	0.1835891	0.206706	0.2184866	0.1992443	0.1850319	0.2179118	0.1538807	0.2313859	0.1416372	0.1855191	0.2108571	0.1795387	0.1650595	0.1921973	0.2157036	0.2287089	0.2155013	0.2512822	0.2087883	0.1588715	0.2003101	0.1755049	0.1779022	0.1836806	0.2067477	0.1883088	0.2188123	0.1800642	0.1743855	0.2462358	0.1843686	0.2608416	0.1633095	0.1947915	0.1920819	0.2266879	0.2122418	0.1711347	0.2303325	0.2847383	0.1759037	0.1926868	0.2326261	0.254378	0.1458233	0.2466154	0.1714993	0.2025942	0.2211889	0.2210925	0.2092461	0.2321055	0.1758801	0.2434702	0.2278877	0.1924294	0.2293337	0.1962342	0.2054145	0.2016746	0.1695244	0.2046368	0.2103429	0.2114805
300	0.1866642	0.1212093	0.2743809	0.2528819	0.2263077	0.2205303	0.2442943	0.1874747	0.2352348	0.1905621	0.1554148	0.1600337	0.1564388	0.1370854	0.1663138	0.1920226	0.1832529	0.2593383	0.2129436	0.1715804	0.2487033	0.1983996	0.181163	0.1637396	0.2194038	0.2263795	0.1736662	0.1844596	0.13028	0.1541017	0.1617079	0.1937425	0.1348944	0.1769045	0.2137225	0.1374317	0.1821937	0.2150786	0.1681152	0.2331509	0.2132508	0.1617738	0.2076627	0.205378	0.2033398	0.2481694	0.1571752	0.1712771	0.1870229	0.1921951	0.2587958	0.2200829	0.2145558	0.2866904	0.2016315	0.2690238	0.2176956	0.2082305	0.2036315	0.1833774	0.1919715	0.1471083	0.2062566	0.1721915	0.1699739	0.1816742	0.1764801	0.2597806	0.1179372	0.1280067	0.1994804	0.2001221	0.1657342	0.2282712	0.2492013	0.289761	0.1653159	0.2066791	0.251496	0.2474206	0.174025	0.2074939	0.2804109	0.1809912	0.2445402	0.2745335	0.1980493	0.1814819	0.2129987	0.2295388	0.1875962	0.2087704	0.2488483	0.2226913	0.1713747	0.1854808	0.2283962	0.1590236	0.1954495	0.220243
400	0.1493818	0.2059439	0.2410819	0.2285783	0.1926072	0.1638649	0.2291442	0.1559541	0.263973	0.2003698	0.1780901	0.147825	0.1544426	0.1398307	0.1890198	0.1718921	0.1843958	0.256722	0.1650799	0.1752165	0.2615486	0.2345271	0.2103762	0.1797836	0.2140434	0.215451	0.1937327	0.1817172	0.163036	0.1948021	0.1911389	0.2242245	0.2136995	0.2355816	0.2177401	0.1732711	0.1686167	0.1943501	0.219275	0.2184623	0.1974051	0.1831714	0.1554993	0.2540775	0.1720463	0.1758481	0.1771526	0.1704572	0.200035	0.2435057	0.2350474	0.2853112	0.2565398	0.1880013	0.1498891	0.1766849	0.2321947	0.1952647	0.1997514	0.1688575	0.1876228	0.1442538	0.3047737	0.1666384	0.2311943	0.2483756	0.1319339	0.2788133	0.1566919	0.1978014	0.1644173	0.1976317	0.2109519	0.2000874	0.2474933	0.2215946	0.2240795	0.2139835	0.2443465	0.2186355	0.1988516	0.2426353	0.2463753	0.218671	0.2448009	0.2045465	0.2024226	0.2474665	0.1825	0.2764007	0.2609533	0.1663781	0.2450452	0.18645	0.1546832	0.1850359	0.1973161	0.1741788	0.2289904	0.1997678
500	0.2280539	0.1382566	0.2279	0.2823743	0.2299118	0.1582717	0.2239444	0.177606	0.1889522	0.1678306	0.1445859	0.1150188	0.192247	0.1651414	0.165235	0.1734039	0.1868859	0.2917394	0.2223211	0.1845871	0.2030382	0.2102379	0.190018	0.1790196	0.2000234	0.254289	0.1914069	0.2425437	0.1570998	0.2063203	0.2306426	0.1880615	0.1676639	0.1803547	0.2274639	0.2187096	0.1856792	0.1776291	0.2305456	0.2342118	0.2413583	0.1880752	0.1448888	0.2790315	0.1629718	0.1628408	0.1237481	0.1485239	0.1705388	0.2213805	0.2737903	0.2717998	0.1549576	0.1934962	0.2038442	0.2041778	0.1798995	0.223633	0.1869925	0.1654507	0.2517843	0.1850115	0.2327448	0.1974943	0.1818899	0.2260521	0.1667823	0.223826	0.1638635	0.1780099	0.1918047	0.2098207	0.1678862	0.2662736	0.2346222	0.2569413	0.2047931	0.1718327	0.2678239	0.1788418	0.2505039	0.2547531	0.2091789	0.2479005	0.2623601	0.2254213	0.2465815	0.2390174	0.1971735	0.2160005	0.2317769	0.1628907	0.1652345	0.2372652	0.2072688	0.1751306	0.2099507	0.1828763	0.2133708	0.2342132
600	0.17995	0.1584413	0.2540506	0.2605455	0.1414722	0.1874217	0.2129788	0.2381124	0.2163946	0.1626904	0.2284304	0.1722919	0.2149635	0.121277	0.1692002	0.2093791	0.1742318	0.3173943	0.2048091	0.1697153	0.1959795	0.1716527	0.2127651	0.2506769	0.200687	0.2399049	0.1782102	0.2213381	0.1724085	0.1805994	0.1814612	0.1840233	0.2228372	0.1925348	0.2178675	0.1701101	0.218958	0.2646217	0.1585987	0.274268	0.2263276	0.2069146	0.2222666	0.242287	0.1378717	0.249718	0.175023	0.2385499	0.2149765	0.2346985	0.2255405	0.2328487	0.1896334	0.1876507	0.1887525	0.1787284	0.1824254	0.2049759	0.1850214	0.22743	0.1945961	0.1570027	0.2258241	0.1540444	0.1788206	0.216874	0.2447759	0.2434317	0.1954424	0.1730123	0.130366	0.2463458	0.1630619	0.1943174	0.2197754	0.249397	0.1924238	0.2183171	0.2880136	0.2652915	0.2115209	0.2823693	0.2051581	0.1869977	0.2520821	0.2809512	0.2196575	0.2639023	0.1326553	0.2523423	0.2207121	0.1766707	0.1952719	0.2302874	0.1259305	0.1590394	0.2476885	0.1860078	0.2216737	0.2087464
700	0.2624385	0.2230472	0.3096035	0.2612817	0.1745282	0.1912412	0.2338014	0.1671446	0.1605769	0.1817433	0.1750093	0.1815498	0.198718	0.1320413	0.1716583	0.2132595	0.1815063	0.2727889	0.1827461	0.1660983	0.2281889	0.1645294	0.2294172	0.213252	0.2917449	0.2319037	0.2204482	0.2462569	0.1885577	0.1847568	0.2200683	0.1735777	0.1847621	0.2128267	0.2235639	0.172398	0.2239816	0.1898883	0.18781	0.2236267	0.2423266	0.2374471	0.1762203	0.2046055	0.1291864	0.1919714	0.1674495	0.1862349	0.1856302	0.1955074	0.2477759	0.2510899	0.2115121	0.2978388	0.1842237	0.1656006	0.1734763	0.2310725	0.1906753	0.2477779	0.1679102	0.1475504	0.2230737	0.1453739	0.1607552	0.239368	0.162888	0.214297	0.13606	0.1521743	0.1934443	0.205787	0.2274729	0.2207777	0.2566068	0.2730159	0.1909625	0.1733308	0.2491314	0.2240074	0.157855	0.2374928	0.1747801	0.2457418	0.2806585	0.2612751	0.23558	0.279477	0.2013098	0.2296634	0.1738302	0.1830961	0.2149547	0.1815265	0.1781481	0.1739656	0.2775774	0.1615319	0.2286758	0.1918501
800	0.2147012	0.1719104	0.2601294	0.3176591	0.1899538	0.2336197	0.2348277	0.1680344	0.2518844	0.2351333	0.1968774	0.1907429	0.2138844	0.179179	0.1803906	0.1606176	0.1833358	0.2850949	0.1975954	0.1955309	0.2290759	0.2007095	0.2192048	0.1797568	0.1893288	0.2323868	0.2109193	0.2343718	0.1843611	0.1451787	0.1797743	0.1856079	0.1995257	0.2352612	0.1766084	0.179185	0.2059357	0.227726	0.1413294	0.2504225	0.2140401	0.1947653	0.2018787	0.2840624	0.1341734	0.2365983	0.1777218	0.2201908	0.1931503	0.2071955	0.2328929	0.2222034	0.2187765	0.2097285	0.1924106	0.1722164	0.2315686	0.1655653	0.1793582	0.2296753	0.206471	0.1516719	0.1966133	0.1321059	0.1627846	0.2402402	0.1567378	0.2478599	0.1852496	0.1813275	0.2363409	0.150375	0.1763091	0.2222038	0.2490215	0.2869243	0.1682171	0.1652951	0.2493626	0.1888034	0.2166126	0.2697249	0.2258526	0.2340935	0.2442587	0.2524195	0.2370012	0.1922121	0.1972587	0.2082842	0.2463373	0.1723885	0.2123648	0.1368094	0.1781109	0.1780782	0.1894551	0.1799526	0.221217	0.1846562
900	0.1749617	0.1376556	0.2584136	0.2735176	0.1536992	0.1375352	0.1909735	0.1529994	0.2004628	0.1354397	0.1565606	0.2029823	0.2157352	0.1923545	0.1716533	0.2156182	0.172036	0.2787332	0.1606076	0.1818986	0.1880041	0.2182277	0.167716	0.209233	0.2245989	0.2135515	0.1516301	0.1628025	0.1523258	0.1311083	0.1727627	0.1665657	0.1247099	0.1917002	0.2015274	0.1822796	0.1746927	0.2306632	0.2127955	0.2459929	0.2410032	0.1767742	0.1769801	0.2271954	0.1343277	0.1767282	0.1611712	0.1647915	0.1559506	0.2298301	0.2231842	0.2255289	0.238717	0.2600726	0.1670211	0.159125	0.2351547	0.2142099	0.2198872	0.1541019	0.1869487	0.1549332	0.2391731	0.1403586	0.1546636	0.2122911	0.1972563	0.266953	0.1549831	0.1980985	0.1400044	0.1911464	0.1961036	0.2441397	0.1951584	0.25321	0.2026421	0.1738612	0.2477872	0.2322745	0.1993147	0.251849	0.239596	0.180491	0.2538549	0.1985909	0.2475376	0.1953058	0.1639286	0.192547	0.1991654	0.2373845	0.2145144	0.2220536	0.2063569	0.1990822	0.209517	0.1828116	0.2146006	0.1768819
1000	0.1599495	0.1681551	0.2668088	0.2612859	0.2050056	0.1928957	0.2152069	0.1726021	0.1882755	0.1905526	0.1318196	0.1864256	0.2228124	0.1329536	0.1777	0.2547252	0.2000056	0.2368865	0.1967837	0.1858583	0.2626708	0.1947009	0.2438788	0.1665331	0.2082541	0.2230526	0.2002243	0.1743782	0.1617639	0.1482385	0.2014202	0.1969155	0.1659068	0.2265098	0.2306848	0.1758667	0.2050156	0.1907297	0.2440409	0.2752104	0.2395039	0.1728503	0.1815949	0.2485686	0.1924478	0.1606126	0.1572828	0.2223498	0.1877701	0.2369418	0.2327082	0.262172	0.1926797	0.2351551	0.2583362	0.2124578	0.1845116	0.2087662	0.1955681	0.2109245	0.210423	0.1795709	0.1962807	0.1724792	0.1455205	0.2331028	0.1830968	0.2441335	0.1617097	0.1938827	0.1579512	0.1838798	0.2032211	0.1687556	0.2263995	0.2362237	0.2585698	0.1775393	0.2662188	0.2118466	0.2161737	0.3092324	0.199173	0.1910091	0.1806126	0.2766688	0.2704079	0.2240049	0.1835234	0.2570553	0.2033737	0.1888187	0.2102732	0.2108671	0.1859605	0.140672	0.1833835	0.1851632	0.2520725	0.2140896
