iter	p__loc1	p__loc2	p__loc3	p__loc4	p__loc5	p__loc6	p__loc7	p__loc8	p__loc9	p__loc10	p__loc11	p__loc12	p__loc13	p__loc14	p__loc15	p__loc16	p__loc17	p__loc18	p__loc19	p__loc20	p__loc21	p__loc22	p__loc23	p__loc24	p__loc25	p__loc26	p__loc27	p__loc28	p__loc29	p__loc30	p__loc31	p__loc32	p__loc33	p__loc34	p__loc35	p__loc36	p__loc37	p__loc38	p__loc39	p__loc40	p__loc41	p__loc42	p__loc43	p__loc44	p__loc45	p__loc46	p__loc47	p__loc48	p__loc49	p__loc50	p__loc51	p__loc52	p__loc53	p__loc54	p__loc55	p__loc56	p__loc57	p__loc58	p__loc59	p__loc60	p__loc61	p__loc62	p__loc63	p__loc64	p__loc65	p__loc66	p__loc67	p__loc68	p__loc69	p__loc70	p__loc71	p__loc72	p__loc73	p__loc74	p__loc75	p__loc76	p__loc77	p__loc78	p__loc79	p__loc80	p__loc81	p__loc82	p__loc83	p__loc84	p__loc85	p__loc86	p__loc87	p__loc88	p__loc89	p__loc90	p__loc91	p__loc92	p__loc93	p__loc94	p__loc95	p__loc96	p__loc97	p__loc98	p__loc99	p__loc100
100	0.1424246	0.1628377	0.1173282	0.04745744	0.0766356	0.0660091	0.05708283	0.02706516	0.06860344	0.1752813	0.09608129	0.1593552	0.1050848	0.1339758	0.1037119	0.1656349	0.07182008	0.3096524	0.03834341	0.05635127	0.1165604	0.1190327	0.1473608	0.06526683	0.07405859	0.09725664	0.2040043	0.0591851	0.03906784	0.1058363	0.09186839	0.09376507	0.109551	0.08217807	0.0167188	0.09375623	0.08524625	0.08404735	0.04176048	0.04485265	0.1073088	0.1106119	0.1820429	0.1440838	0.1866461	0.0917032	0.07411873	0.1266691	0.06498867	0.0896475	0.03695965	0.09762545	0.1489854	0.04661145	0.1604404	0.2001813	0.1411975	0.09860045	0.1596523	0.03803888	0.1612253	0.09471501	0.1215414	0.08695328	0.1668777	0.05053292	0.1060288	0.1843754	0.1510973	0.08734275	0.2067337	0.2347114	0.08960292	0.224828	0.1363144	0.1169111	0.2294304	0.1567113	0.1327812	0.08586471	0.1264291	0.152016	0.07326848	0.03983629	0.05928964	0.1925514	0.03683807	0.1840059	0.1085174	0.1309446	0.1849134	0.09777944	0.09127159	0.1958199	0.07152608	0.002950472	0.1147175	0.2091559	0.06674105	0.09420759
200	0.03997294	0.03102415	0.2235508	0.07687094	0.09734214	0.06361611	0.06684788	0.05381567	0.09108768	0.1093747	0.1022252	0.1341074	0.09905949	0.1433153	0.1970573	0.1862115	0.06099997	0.1699973	0.07149729	0.0692245	0.1147241	0.1906605	0.1227154	0.06932416	0.1867611	0.03372416	0.1254936	0.06880025	0.1037208	0.05949747	0.08527593	0.0305039	0.06532403	0.02859371	0.08683214	0.0671115	0.08454641	0.1561607	0.1523992	0.04479358	0.06719576	0.09642701	0.08505918	0.1615577	0.08376479	0.1125898	0.1732889	0.168506	0.04245855	0.1024367	0.08526942	0.0577356	0.2520804	0.1224865	0.05483073	0.06274479	0.1157536	0.04686342	0.1565602	0.08120662	0.1004405	0.1899078	0.04442284	0.09246027	0.1826797	0.09489492	0.1113041	0.2174283	0.1718019	0.136695	0.1510511	0.1074137	0.1826121	0.06174676	0.09693222	0.1468508	0.2227489	0.08638864	0.08859389	0.09662008	0.2328141	0.1010374	0.07914709	0.06930589	0.2855282	0.1434784	0.1078016	0.2526933	0.1411566	0.1245512	0.1057649	0.06473791	0.05864979	0.1596049	0.08318376	0.01573488	0.02876386	0.1261503	0.04781686	0.07838985
300	0.1069356	0.1289149	0.2233827	0.04720396	0.1518147	0.04414028	0.04100145	0.04585258	0.102283	0.1123615	0.1125065	0.1200098	0.15395	0.1038216	0.1321604	0.1131482	0.126284	0.2207252	0.04627302	0.09830619	0.1240081	0.1699562	0.1246574	0.1130569	0.163473	0.06773273	0.2027419	0.03374641	0.1201625	0.129366	0.2053008	0.05179391	0.05017389	0.08965606	0.04565801	0.06206101	0.08570842	0.04442411	0.09221009	0.03462241	0.2885449	0.1525622	0.1255285	0.1560609	0.1334349	0.1519693	0.1000306	0.09645363	0.05634037	0.1518487	0.1073623	0.07136141	0.2289234	0.1115272	0.2347065	0.08943276	0.0598122	0.1164274	0.1527435	0.06999984	0.08325577	0.146086	0.1392877	0.07992157	0.1398979	0.08131473	0.1768263	0.1914938	0.07194986	0.02144718	0.1291488	0.2032734	0.151572	0.1474977	0.1384842	0.07904308	0.2116418	0.08525439	0.1064321	0.08845206	0.2738325	0.03451105	0.1908305	0.04524409	0.2299393	0.1241562	0.08169205	0.1239334	0.09199979	0.063093	0.1872645	0.1227978	0.160611	0.1904968	0.07648434	0.00213774	0.1263933	0.1300895	0.07957417	0.04518356
400	0.08064784	0.05899448	0.1555437	0.05520712	0.1039316	0.1788057	0.09152024	0.02529417	0.06906806	0.1463497	0.1301414	0.1862783	0.05633934	0.1086744	0.1880662	0.1611895	0.1073651	0.1562059	0.130485	0.05185248	0.1333772	0.08011338	0.1351714	0.04361281	0.1202389	0.01726497	0.189214	0.02176557	0.04802993	0.1252102	0.06857867	0.07456579	0.09988142	0.0821237	0.05184597	0.07625813	0.05323648	0.2169293	0.008068973	0.05411783	0.1724292	0.1057972	0.08306877	0.2610459	0.1415101	0.04312717	0.04457032	0.1967625	0.06000626	0.08196352	0.06140896	0.1213102	0.1607314	0.1256066	0.1047022	0.09960656	0.1780588	0.1196168	0.1151716	0.09298921	0.158858	0.0571908	0.07238219	0.01465607	0.09593112	0.1542064	0.1073457	0.1006691	0.1840944	0.09473015	0.1514388	0.1142781	0.1302945	0.2025208	0.08746666	0.2957982	0.1992961	0.07716447	0.1040519	0.1315306	0.2150361	0.1683337	0.1364159	0.05860221	0.07661932	0.1853174	0.06249262	0.1178778	0.1131292	0.1063489	0.09557231	0.08822313	0.09476927	0.1453787	0.1065966	0.02309984	0.08949884	0.1086744	0.07196165	0.08129953
500	0.04799348	0.0643726	0.1040219	0.06951845	0.1408077	0.1594375	0.1006097	0.1009233	0.1021812	0.08954301	0.0446712	0.08338895	0.09314788	0.145033	0.1324269	0.1679343	0.07761349	0.2257768	0.09138801	0.05524561	0.1072732	0.1823079	0.1008253	0.04928601	0.1464011	0.01916046	0.2053531	0.05586114	0.1205405	0.1683128	0.03349539	0.03107222	0.07146008	0.1147942	0.05564154	0.08889667	0.1085345	0.07869832	0.04225632	0.06061646	0.1509019	0.1507235	0.131024	0.2287858	0.1017793	0.08031745	0.1084039	0.1426279	0.01185686	0.07708766	0.08370396	0.03605012	0.205726	0.1155787	0.1170849	0.04485045	0.08705372	0.09919208	0.1089373	0.04820761	0.07623025	0.1238566	0.09408225	0.1162809	0.1333201	0.1502137	0.1425794	0.1942944	0.1597152	0.08937313	0.1772576	0.08419641	0.1385033	0.1826134	0.2120647	0.1250765	0.1741754	0.08678972	0.07152007	0.1503174	0.1752641	0.04553869	0.1605712	0.0345541	0.2013067	0.1788309	0.0986136	0.13819	0.1986965	0.1803289	0.07624073	0.2175828	0.1455812	0.1252873	0.1155188	0.01782659	0.08188137	0.1790402	0.1053409	0.09907882
600	0.1090027	0.07560667	0.1519606	0.07007899	0.0736858	0.05855908	0.03516774	0.1405946	0.0773442	0.1303919	0.06530756	0.1313335	0.07721111	0.1128786	0.1223068	0.1233426	0.09793209	0.2232027	0.04425098	0.0790798	0.2116142	0.2131835	0.1073395	0.08733865	0.1702552	0.02793135	0.1050024	0.01669586	0.05685986	0.01554916	0.0759444	0.05906872	0.05941837	0.0610957	0.1214317	0.02851505	0.09199101	0.1770334	0.05059638	0.1164443	0.1380938	0.135549	0.1069865	0.144428	0.1195634	0.08480112	0.1546246	0.1112662	0.05231794	0.09153772	0.05754151	0.02787957	0.161848	0.1170795	0.1095853	0.08567108	0.08076256	0.04354813	0.1554198	0.1183542	0.09865344	0.1023934	0.1052179	0.09261995	0.1452504	0.1110275	0.09444328	0.199373	0.1153643	0.06026799	0.134876	0.2551633	0.1348224	0.1208359	0.1620209	0.1757617	0.1765726	0.1036351	0.09731538	0.1392982	0.189341	0.1159699	0.05884244	0.05494225	0.1686971	0.1146542	0.03403192	0.2495784	0.1559854	0.06610906	0.1059205	0.07782875	0.1627313	0.1589704	0.05120534	0.009062857	0.05575457	0.2101207	0.09011486	0.08863855
700	0.0404291	0.04642093	0.114721	0.04891901	0.1314276	0.09822564	0.07927375	0.02187627	0.1031237	0.2053329	0.02192534	0.2083411	0.2082289	0.134773	0.1145089	0.05574836	0.1369972	0.2464439	0.0718966	0.1097745	0.07425448	0.1113697	0.1490491	0.1399711	0.1600211	0.04186231	0.1849927	0.07994729	0.1434704	0.0531064	0.07151415	0.08492485	0.1306343	0.04894301	0.1480316	0.06078536	0.1175129	0.1483889	0.1010139	0.03411245	0.1870133	0.1539418	0.1016822	0.1904928	0.08387277	0.08185937	0.07810172	0.1353208	0.08560252	0.1415389	0.07264112	0.06510016	0.1941945	0.09524228	0.1313194	0.08201164	0.09131013	0.0304882	0.1696739	0.06609318	0.1014514	0.1194214	0.09575599	0.1693403	0.1464717	0.0967697	0.05344069	0.2021326	0.1111471	0.05224412	0.06722862	0.2079697	0.12461	0.2234087	0.1619025	0.08112398	0.1724713	0.05207492	0.1053186	0.06677008	0.1625555	0.06541746	0.1179822	0.07469558	0.197978	0.125566	0.08120469	0.2090584	0.04238762	0.1532764	0.08468443	0.1553109	0.255614	0.1845641	0.1665343	0.004058177	0.0766141	0.2025264	0.08573956	0.1313093
800	0.07993243	0.06058687	0.1990988	0.07646926	0.09448032	0.1121993	0.147966	0.06155029	0.0690053	0.2043392	0.05025194	0.1444011	0.1704539	0.1197957	0.0926517	0.08528538	0.07251748	0.3767424	0.09902406	0.07023431	0.1430127	0.1135137	0.1848514	0.07475471	0.1798807	0.01519557	0.152932	0.05180838	0.09885275	0.06303662	0.1619124	0.1293679	0.06049372	0.1182605	0.0753414	0.1145017	0.06730969	0.02376907	0.04566897	0.05844119	0.1505537	0.2256492	0.1254036	0.2110667	0.174246	0.07342586	0.1392475	0.1331052	0.03466694	0.08772641	0.1579607	0.08388737	0.2506399	0.09521181	0.08546506	0.05714946	0.07274663	0.03872219	0.06141959	0.06330887	0.07840856	0.2947207	0.04339654	0.09586672	0.1290476	0.04930679	0.1089522	0.1388288	0.1015449	0.11582	0.1120427	0.1553292	0.13393	0.1798246	0.2055656	0.1860682	0.2085453	0.0808216	0.1627021	0.148699	0.1852007	0.147653	0.07397812	0.04451473	0.2087656	0.2677973	0.07017993	0.06880431	0.1245606	0.1248653	0.05371425	0.1281807	0.07086011	0.1345462	0.1040124	0.02593904	0.1767078	0.05431595	0.1328524	0.08036271
900	0.03703534	0.01969258	0.2202624	0.1532187	0.1478407	0.07238849	0.07420571	0.04124064	0.07424999	0.2099266	0.041414	0.1741663	0.1744842	0.2088094	0.07096905	0.05658831	0.123199	0.2836849	0.04083241	0.1078374	0.1681578	0.134038	0.0931098	0.1007069	0.1520316	0.1001696	0.2032416	0.02306095	0.145233	0.04190289	0.1879637	0.1436102	0.1357973	0.1022461	0.1241071	0.04312816	0.1065893	0.1074749	0.04024682	0.02224934	0.1149739	0.1344034	0.09601989	0.2587289	0.07216786	0.1016707	0.1232693	0.09661521	0.02342257	0.1016034	0.07337078	0.0889992	0.1459507	0.06873899	0.1799098	0.05964381	0.1803717	0.02853537	0.1182936	0.04696472	0.07914677	0.0769369	0.1330272	0.1373803	0.1625094	0.04627033	0.1275497	0.2348203	0.1413791	0.04848218	0.1783749	0.1190241	0.05483062	0.1265212	0.2910599	0.1823559	0.1934822	0.04032216	0.0814403	0.2081362	0.1744021	0.1116497	0.1293694	0.0320744	0.1302557	0.2575419	0.09417425	0.1386779	0.1788807	0.03833275	0.1294599	0.1800331	0.2157985	0.09236135	0.1471577	0.004810563	0.02999779	0.1355434	0.06018079	0.100538
1000	0.06769251	0.1049889	0.1729134	0.1591036	0.07417473	0.08775816	0.06959821	0.02879367	0.1228384	0.1608452	0.04880262	0.1188771	0.1394337	0.1438941	0.2855626	0.1390456	0.14841	0.3206993	0.1301934	0.03598136	0.1815894	0.1631818	0.1029204	0.1024073	0.09212156	0.0320137	0.1065026	0.02573696	0.07679286	0.07371293	0.03416752	0.1102996	0.06516835	0.09453463	0.1100473	0.07080471	0.1030284	0.1357748	0.03533297	0.006118572	0.1342015	0.1770991	0.05981597	0.2059772	0.08460554	0.05986878	0.1830689	0.09477559	0.1052818	0.07871991	0.1301704	0.06268507	0.1070846	0.1614249	0.1584434	0.1359786	0.09743353	0.1116553	0.1468947	0.1643061	0.05880366	0.07437281	0.1030953	0.08548327	0.2016798	0.07792144	0.1597002	0.1379501	0.1636131	0.06197499	0.1452813	0.2096153	0.1632559	0.06952793	0.1465665	0.1710435	0.1446424	0.05123156	0.06588253	0.05717195	0.1637107	0.104865	0.07302788	0.05895504	0.1493215	0.2418754	0.09309353	0.2121172	0.1420588	0.1395053	0.1127758	0.2042158	0.09382603	0.1359052	0.04757396	0.009952079	0.07941262	0.2474219	0.1329121	0.05268527
