iter	p__loc1	p__loc2	p__loc3	p__loc4	p__loc5	p__loc6	p__loc7	p__loc8	p__loc9	p__loc10	p__loc11	p__loc12	p__loc13	p__loc14	p__loc15	p__loc16	p__loc17	p__loc18	p__loc19	p__loc20	p__loc21	p__loc22	p__loc23	p__loc24	p__loc25	p__loc26	p__loc27	p__loc28	p__loc29	p__loc30	p__loc31	p__loc32	p__loc33	p__loc34	p__loc35	p__loc36	p__loc37	p__loc38	p__loc39	p__loc40	p__loc41	p__loc42	p__loc43	p__loc44	p__loc45	p__loc46	p__loc47	p__loc48	p__loc49	p__loc50	p__loc51	p__loc52	p__loc53	p__loc54	p__loc55	p__loc56	p__loc57	p__loc58	p__loc59	p__loc60	p__loc61	p__loc62	p__loc63	p__loc64	p__loc65	p__loc66	p__loc67	p__loc68	p__loc69	p__loc70	p__loc71	p__loc72	p__loc73	p__loc74	p__loc75	p__loc76	p__loc77	p__loc78	p__loc79	p__loc80	p__loc81	p__loc82	p__loc83	p__loc84	p__loc85	p__loc86	p__loc87	p__loc88	p__loc89	p__loc90	p__loc91	p__loc92	p__loc93	p__loc94	p__loc95	p__loc96	p__loc97	p__loc98	p__loc99	p__loc100
100	0.02170698	0.01374584	0.00318509	0.01285349	0.005940148	0.04195483	0.01782642	0.04386243	0.01801564	0.009247001	0.01339853	0.0275365	0.02372332	0.005722573	0.001664165	0.001054663	0.005043495	0.01215841	0.004469032	0.0005195507	0.006343935	0.01362791	0.001430417	0.01292561	0.04662901	0.001455644	0.01862278	0.03046522	0.02139024	0.00827121	0.000316501	0.002842813	0.02225149	0.01849034	0.01779912	0.01050419	0.002015892	0.01675197	0.006817067	0.02868145	0.009906681	0.004416526	0.01697837	0.01680808	0.01462909	0.02205823	0.01090391	0.01487059	0.06496867	0.0505282	0.02389544	0.02271793	0.01183696	0.0002673052	0.006754163	0.01257859	0.00813733	0.01266484	0.01920325	0.02062281	0.01910138	0.0006451269	0.0145996	0.03906779	0.005541757	0.01642109	0.006950092	0.01167787	0.005739764	0.01155159	0.003843761	0.04497083	0.03113652	0.04060025	0.03430989	0.02214846	0.03180061	0.01335325	0.02343414	0.0258788	0.04336699	0.009069839	0.04102134	0.02358313	0.00530217	0.01269835	0.02016864	0.002872766	0.01758236	0.03392704	0.006824519	0.01497074	0.01137906	0.01978516	0.0005644239	0.02349704	0.03334063	0.01331533	0.02806192	0.005036133
200	0.02745345	0.016247	0.006496393	0.005168398	0.005262048	0.02707685	0.02817087	0.005657119	0.01525104	0.003457291	0.007229863	0.01744566	0.01022532	0.03123919	0.0002086039	0.001509923	0.02477783	0.03682107	0.00709527	0.001915216	0.004209101	0.004245039	0.0009727871	0.02802271	0.01022659	0.01729582	0.02458123	0.02236232	0.03773925	0.01491012	0.00257507	0.001429514	0.00735925	0.0005732595	0.01032486	0.01094963	0.003051883	0.02557035	0.0103452	0.01502297	0.005026516	0.004392889	0.03832375	0.00640643	0.02093851	0.01829346	0.009362241	0.009508174	0.02183544	0.0102201	0.02369873	0.02063173	0.03370866	0.005689733	0.03219189	0.02748177	0.02691556	0.006266501	0.02475813	0.01662184	0.002362979	0.02450037	0.003066359	0.02967491	0.01524351	0.02351573	0.03397894	0.003435178	0.0008705582	0.005117853	0.006236377	0.002295598	0.01793592	0.03471206	0.01460358	0.01706468	0.006013139	0.008666697	0.009945031	0.01226337	0.02540848	0.03086377	0.03066664	0.02405645	0.04247827	0.0007406718	0.005788897	0.00711414	0.01443673	0.0132483	0.0006667347	0.0003258018	0.03958908	0.003890773	0.01298507	0.03901127	0.02049932	0.05900282	0.04942351	0.00624335
300	0.01658632	0.003900757	0.0001197819	0.06455627	0.0002677622	0.003735761	0.02126498	0.007132818	0.03526714	0.01927473	0.001440415	0.002066798	0.02037768	0.01227239	0.007626732	0.008980135	0.03539071	0.01519292	0.002135376	0.008729433	0.004324855	0.005560542	0.01146148	0.01232933	0.02056415	0.003221017	0.0521425	0.01680729	0.006403594	0.007044986	0.002561107	0.007185165	0.03187697	0.01477683	0.03461283	0.01828912	0.02872583	0.009593455	0.002307332	0.006224083	0.006473152	0.01809414	0.01126647	0.03965089	0.003078005	0.01831272	0.04832175	0.008214767	0.03091202	0.03047751	0.01883695	0.003535738	0.0240637	0.005382004	0.02191524	0.02043263	0.03676174	0.01870239	0.02564235	0.004496818	0.01755135	0.009111054	0.0014249	0.05710615	0.01949062	0.02476495	0.05529173	0.01562035	0.0007181234	0.003811753	0.01733034	0.005787684	0.0198548	0.02055194	0.01369996	0.03991862	0.001694364	0.007701857	0.007263014	0.01483771	0.005601665	0.0117778	0.04776557	0.006609333	0.02910929	0.01788479	0.01927098	0.003632448	0.01495886	0.01936339	0.004694766	0.006277692	0.02669485	0.04170787	0.0139692	0.009112607	0.1007928	0.02225027	0.03251412	0.001206836
400	0.02361139	0.001306386	0.01202282	0.03495864	0.0144921	0.01955886	0.01646919	0.0158222	0.0308434	0.01540695	0.01631779	0.03206086	0.05170014	0.01682541	0.00208318	0.0001863821	0.00625168	0.01760656	0.00255705	2.206633e-05	0.004951679	0.005473271	0.00062952	0.01194672	0.02328421	0.00579496	0.03656942	0.03380889	0.02648945	0.01225903	0.003454593	0.01403798	0.02666215	0.0113711	0.05845888	0.0035564	0.01858034	0.04264836	0.006262215	0.01503834	0.00394441	0.002927946	0.0187234	0.006829066	0.04793952	0.0031559	0.005861608	0.020658	0.02961352	0.01647222	0.01622112	0.006135043	0.009303934	0.0009471522	0.003114128	0.006057094	0.003522895	0.01092203	0.03547778	0.005836774	0.02199033	0.001010812	0.003721398	0.004772083	0.02486251	0.007020209	0.00427212	0.0275978	0.02458257	0.01061543	0.01217142	0.005107135	0.01870025	0.0171179	0.01627157	0.0202862	0.002172527	0.01002003	0.03083679	0.01337549	0.03451374	0.04028669	0.007235457	0.03562103	0.03705752	0.01364622	0.0171977	0.005353702	0.0811035	0.007968376	0.02427446	0.01256385	0.04214884	0.006225202	0.001097104	0.012093	0.03487497	0.003979913	0.02572553	0.01603053
500	0.02818512	0.003378886	0.002345704	0.01249705	0.01858421	0.02505849	0.009833236	0.003373318	0.02908868	0.009485204	0.007607508	0.01846159	0.04944232	0.002063415	0.008660517	0.003581304	0.009695113	0.01374189	0.006455283	0.00555704	0.004864922	0.005166556	0.02302242	0.03508282	0.03162046	0.001041939	0.01370468	0.01327784	0.007748111	0.03871399	0.01578887	0.0114728	0.009698309	0.00656706	0.01225714	0.0159932	0.0262769	0.008799011	0.02397962	0.01701701	0.008376338	0.0164002	0.02115632	0.008976736	0.001504897	0.01122732	0.01205925	0.002021796	0.02159683	0.02019949	0.0431975	0.0279878	0.03046884	0.01367464	0.00721596	0.01773819	0.00644306	0.01504798	0.03185511	0.03024097	0.01446176	0.01030094	0.001328461	0.01722522	0.01346215	0.04535551	0.01445898	0.0007759958	0.003760813	0.0006824816	0.02143673	0.01823991	0.02730743	0.06707512	0.009316038	0.02319801	0.007798439	0.004201191	0.05246934	0.01815313	0.01026505	0.001784434	0.05998415	0.00585736	0.02291845	0.002149521	0.03929138	0.009033376	0.02022916	0.0126029	0.006883014	0.003388791	0.02711559	0.0130349	0.007947211	0.03692493	0.03785365	0.004885876	0.01062041	0.0008960697
600	0.008056713	0.001167245	0.007778081	0.03544237	0.009491412	0.0273869	0.02276189	0.005580544	0.07908898	0.02306145	0.02254449	0.003069957	0.01545909	0.02383577	0.02466484	0.001404665	0.01950181	0.02604376	8.215161e-05	0.003867073	0.00307081	0.01090221	0.0006142408	0.0292318	0.01189233	0.000995047	0.03320265	0.04326042	0.009769538	0.00504369	0.003397739	0.003171894	0.03140232	0.01474775	0.03185714	0.0254173	0.01023641	0.01631617	0.007795401	0.01031395	0.004088138	0.01003923	0.01390743	0.001723325	0.002859919	0.007855272	0.01213851	0.03343412	0.04907176	0.01651392	0.02067298	0.02047862	0.03645332	0.001668535	0.02563692	0.00551799	0.0309836	0.008885806	0.01780148	0.02838495	0.04291598	0.02073768	0.009045023	0.01448784	0.02676851	0.04540919	0.01736785	0.01068987	0.001139871	0.00330115	0.0180059	0.02169788	0.02090274	0.04157612	0.02547265	0.0234709	0.004474986	0.01665277	0.02601884	0.01347155	0.02849686	0.03483079	0.006826937	0.01163797	0.02152796	0.0008358783	0.01035123	0.003097771	0.0469434	0.02865507	0.006989806	0.007934404	0.03023436	0.01587724	0.003117688	0.001400565	0.03791619	0.02044742	0.02196392	0.002214125
700	0.03270817	0.02100512	0.006092521	0.03672623	0.01170034	0.03030192	0.01448929	0.01092414	0.02537898	0.008268044	0.004394481	0.02881487	0.03160633	0.01991337	0.0001825341	0.005173027	0.01689949	0.03372178	0.02690946	0.01070317	0.003215479	0.04075991	0.005175196	0.006312276	0.01496752	0.0004138791	0.01684858	0.01297069	0.02972769	0.01029935	0.008683413	0.0106795	0.007493922	0.007890675	0.01246723	0.02209867	0.01696849	0.007056199	0.003716302	0.01440439	0.005523688	0.006446116	0.0339303	0.01311391	0.01539338	0.004953096	0.003332545	0.006940652	0.003377658	0.001712181	0.01513183	0.002862505	0.006321038	0.01940545	0.01071237	0.006304051	0.006174455	0.001903476	0.02851438	0.007507467	0.008986308	0.0003930643	0.009086344	0.05406499	0.009306435	0.008683259	0.01821469	0.008617042	0.008812973	0.01071475	0.05053498	0.03472604	0.003979267	0.01409364	0.01609378	0.003913107	0.01515028	0.01048712	0.01288145	0.01510515	0.007589035	0.003635045	0.03875952	0.04243416	0.02990897	0.0007628747	0.001949848	0.002132679	0.01108079	0.02493869	0.003214748	0.004735474	0.03575996	0.002878424	0.03252867	5.882861e-05	0.03251921	0.0135103	0.02110908	0.01061458
800	0.02996206	0.00847266	0.009990828	0.02556033	0.0100597	0.021306	0.002216804	0.01505208	0.0198913	0.006372473	0.005463402	0.0283236	0.006319479	0.01732524	0.002330819	0.001828387	0.001706492	0.01867593	0.00957462	0.005425481	0.0009099946	0.02184017	0.005546501	0.03034542	0.02904952	0.008580992	0.01240398	0.01435655	0.0509339	0.01461886	0.05905171	0.008866473	0.02751833	0.007099943	0.01388227	0.005956658	0.008545947	0.00172566	0.004927676	0.02447726	0.002541338	0.02136049	0.02569458	0.01208152	0.002515957	0.03178772	0.02238678	0.01913018	0.04472943	0.009513459	0.02458163	0.009320884	0.00465221	0.01376153	0.03422456	0.004715942	0.02819741	0.01177375	0.0172033	0.03260982	0.02101919	0.01372918	0.01700346	0.02590104	0.02420627	0.006176741	0.004445167	0.04504174	0.01856357	0.005380393	0.01610432	0.02283797	0.02303183	0.01733821	0.0168953	0.006002998	0.01519051	0.007016417	0.02266735	0.008344722	0.02099285	0.019529	0.04203346	0.02906769	0.01326103	0.0007442431	0.03224438	0.002816746	0.01325348	0.03414305	0.004502605	0.005598936	0.03654921	0.002658792	0.01260745	0.007027539	0.04785677	0.01017214	0.05470312	0.0001750755
900	0.02136896	0.02097349	0.007018368	0.0303497	0.005364644	0.0278216	0.01259456	0.003934104	0.04098239	0.01538582	0.01082299	0.0138042	0.01515913	0.03052257	0.001384204	0.002059337	0.005718506	0.0423202	0.004799	0.009213841	0.008367538	0.003287691	0.006853806	0.02068636	0.003830798	0.001117692	0.007539371	0.03220204	0.0125493	0.008334784	0.01367435	0.005678639	0.004164231	0.01534321	0.01952801	0.01603486	0.03696482	0.01016764	0.01775077	0.0208349	0.02011277	0.03054758	0.007942133	0.04380608	0.003498717	0.01305075	0.02457509	0.01346408	0.004475692	0.01093083	0.01173984	0.01349627	0.01198328	0.006691181	0.007425165	0.01080841	0.02114314	0.008344437	0.04332737	0.01989656	0.02364457	0.001438769	0.007416931	0.01753267	0.01488829	0.02206668	0.0104708	0.007577756	0.01324018	0.0214581	0.01044448	0.007808588	0.01061464	0.03703519	0.02208725	0.02129532	0.01680575	0.00342295	0.02578839	0.03311193	0.004683517	0.004468236	0.007470494	0.01355205	0.02984953	0.003925065	0.007467121	0.01207828	0.02015706	0.01956905	0.02070267	0.00590337	0.02229522	0.01589341	0.006788204	0.03044633	0.05089831	0.01910935	0.02787394	0.002310878
1000	0.01422871	0.01445754	0.004825639	0.03567613	0.01102363	0.01624658	0.01514732	0.00224776	0.01636848	0.02435405	0.03119499	0.003139268	0.03956932	0.0102466	0.008824481	0.0002405238	0.01407446	0.01024539	0.006390331	0.007623373	0.0122804	0.0128475	0.006567855	0.04056762	0.01329188	0.001371661	0.02301403	0.02259155	0.009449947	0.01538465	0.002998549	0.005075293	0.006235079	0.003545902	0.02075355	0.02434397	0.007134326	0.003404857	0.003227284	0.01380109	0.01374825	0.00757072	0.004169662	0.01617136	0.005559588	0.01834124	0.02464002	0.01338521	0.06659803	0.01644921	0.04175267	0.01611522	0.008999235	0.01280241	0.001273855	0.02034431	0.01208403	0.01818083	0.03109394	0.00663185	0.00487712	0.007768792	0.01605013	0.02719369	0.0253285	0.05081432	0.02183326	0.001016883	0.01381599	0.01136625	0.008271178	0.01980348	0.01450618	0.02044044	0.03510491	0.02774096	0.01854653	0.0171078	0.01667086	0.01092666	0.003554885	0.01864193	0.01957435	0.005470455	0.01671529	0.01922997	0.02044396	0.02181733	0.01636276	0.0218428	0.0396035	0.0004568449	0.06629964	0.002281464	0.008519733	0.004277312	0.01717551	0.02758505	0.03212298	0.00438159
