iter	p__loc1	p__loc2	p__loc3	p__loc4	p__loc5	p__loc6	p__loc7	p__loc8	p__loc9	p__loc10	p__loc11	p__loc12	p__loc13	p__loc14	p__loc15	p__loc16	p__loc17	p__loc18	p__loc19	p__loc20	p__loc21	p__loc22	p__loc23	p__loc24	p__loc25	p__loc26	p__loc27	p__loc28	p__loc29	p__loc30	p__loc31	p__loc32	p__loc33	p__loc34	p__loc35	p__loc36	p__loc37	p__loc38	p__loc39	p__loc40	p__loc41	p__loc42	p__loc43	p__loc44	p__loc45	p__loc46	p__loc47	p__loc48	p__loc49	p__loc50	p__loc51	p__loc52	p__loc53	p__loc54	p__loc55	p__loc56	p__loc57	p__loc58	p__loc59	p__loc60	p__loc61	p__loc62	p__loc63	p__loc64	p__loc65	p__loc66	p__loc67	p__loc68	p__loc69	p__loc70	p__loc71	p__loc72	p__loc73	p__loc74	p__loc75	p__loc76	p__loc77	p__loc78	p__loc79	p__loc80	p__loc81	p__loc82	p__loc83	p__loc84	p__loc85	p__loc86	p__loc87	p__loc88	p__loc89	p__loc90	p__loc91	p__loc92	p__loc93	p__loc94	p__loc95	p__loc96	p__loc97	p__loc98	p__loc99	p__loc100
100	0.4907596	0.3262238	0.4153997	0.5282147	0.4766306	0.3443672	0.5401482	0.4021691	0.3008249	0.3373767	0.4366346	0.5945401	0.5513587	0.2991263	0.4805345	0.4508242	0.3692009	0.6323554	0.5807698	0.3823733	0.2595649	0.3202986	0.4393177	0.452876	0.4241848	0.3779894	0.3996486	0.283997	0.2673005	0.5315695	0.5613237	0.3767668	0.2767643	0.3423701	0.3359868	0.5789081	0.2907747	0.3250945	0.3012087	0.5827884	0.260544	0.6663535	0.2937014	0.3347779	0.2605667	0.3409647	0.391403	0.5328795	0.2539928	0.3466592	0.5009215	0.3376109	0.5112475	0.4369719	0.6599544	0.3702093	0.5072554	0.2564657	0.2090548	0.3449634	0.4704507	0.6329813	0.3181242	0.4741631	0.4273392	0.308053	0.3086569	0.3164526	0.5997414	0.4685733	0.3346236	0.221145	0.4647052	0.4007203	0.6341589	0.3700549	0.4517345	0.298286	0.4204737	0.4196886	0.3611167	0.3167106	0.6680186	0.4680933	0.2721037	0.3538426	0.4133678	0.2423603	0.4114992	0.5420079	0.4151609	0.3539493	0.4656862	0.3325301	0.3862294	0.5641362	0.4242798	0.2587053	0.6009523	0.5063798
200	0.397298	0.6432681	0.4930615	0.3171932	0.5475595	0.3378719	0.3498779	0.369241	0.4750203	0.4966752	0.2191634	0.5229548	0.5154436	0.3879003	0.4229459	0.1531586	0.3523466	0.4390551	0.4371978	0.2710742	0.2406352	0.3729017	0.5099316	0.1984215	0.5993214	0.3091896	0.3841247	0.3497126	0.4505722	0.4205115	0.5609722	0.6095803	0.4126262	0.4695863	0.3368258	0.5804347	0.40019	0.2447955	0.255227	0.4762986	0.3467462	0.4091966	0.5016699	0.2534267	0.5181684	0.3842337	0.5080206	0.532748	0.3290788	0.5908652	0.4562818	0.5923252	0.3883488	0.3285952	0.5315469	0.4149852	0.3513362	0.4457227	0.1199118	0.2894784	0.3305966	0.5095498	0.3229448	0.2274128	0.3457112	0.285984	0.373053	0.3937828	0.5649222	0.5811705	0.2999337	0.1674748	0.3559141	0.2974519	0.4558029	0.6264302	0.5802929	0.4762552	0.1759066	0.3510384	0.4931264	0.3174138	0.7126601	0.4169904	0.3772773	0.2549299	0.5806468	0.2125495	0.3885574	0.4210438	0.2539136	0.3672112	0.4770397	0.3467622	0.2686911	0.3977205	0.4372269	0.4248915	0.6318568	0.5005705
300	0.3870843	0.5116725	0.4764893	0.4182011	0.4511698	0.4255068	0.340768	0.4100781	0.2301442	0.4780783	0.3772227	0.6437512	0.4548593	0.351845	0.3767504	0.4357693	0.4866627	0.6173395	0.6165983	0.3443405	0.2733061	0.3756287	0.5888699	0.3473279	0.4472003	0.2563458	0.5370237	0.1885286	0.3384962	0.6291811	0.5593286	0.4834716	0.4466261	0.4903504	0.2329634	0.5188832	0.2110274	0.448901	0.4230824	0.3346386	0.320984	0.4062875	0.3290001	0.2247955	0.4238823	0.4173443	0.6048613	0.51775	0.4975989	0.2946692	0.4165668	0.389164	0.4824274	0.6134327	0.5735437	0.4190568	0.1820051	0.3286384	0.1595207	0.3118069	0.3138826	0.4396881	0.38585	0.2643119	0.3747633	0.4039103	0.5535827	0.3783235	0.4067871	0.3738109	0.3338662	0.2046462	0.4134317	0.3594211	0.3040402	0.4771743	0.4987053	0.3105588	0.3107562	0.3117022	0.4642205	0.4117809	0.744356	0.4679283	0.2541355	0.4232572	0.5346324	0.2703592	0.5056133	0.521764	0.5262001	0.3329395	0.3835518	0.3660622	0.3350174	0.5621588	0.5521067	0.3441269	0.5390568	0.4434865
400	0.4126055	0.4744355	0.4064784	0.5003979	0.4333782	0.3217218	0.3071086	0.5980445	0.4269414	0.3968785	0.4252152	0.5558909	0.3850112	0.1884776	0.2384133	0.3151378	0.4032072	0.4325388	0.5498106	0.3134973	0.3749107	0.3636522	0.3692345	0.2215755	0.4186707	0.539328	0.3088308	0.3746852	0.5207549	0.4670398	0.6396884	0.6118938	0.465839	0.2712104	0.3362519	0.5649824	0.2382732	0.2435109	0.3439944	0.4531013	0.4098446	0.4813542	0.1802599	0.3448317	0.2579488	0.1706014	0.4085353	0.6610253	0.2540795	0.4826738	0.4358154	0.4466519	0.4372887	0.3327593	0.5666043	0.3912986	0.2163612	0.3227107	0.3426907	0.5466424	0.2504728	0.5930485	0.5133036	0.3629461	0.4596414	0.3146711	0.393951	0.3861673	0.3645588	0.4234015	0.4665041	0.1384208	0.4052604	0.3195755	0.4196086	0.3551408	0.5300045	0.3916215	0.2609507	0.3412873	0.3774043	0.5495468	0.4990678	0.4513644	0.4362142	0.515017	0.4242475	0.3122453	0.3050651	0.4423441	0.5899471	0.3431378	0.4384822	0.502315	0.5148732	0.608322	0.4209726	0.2448727	0.704191	0.7231836
500	0.3479875	0.4616521	0.3346208	0.4811107	0.3741536	0.2390358	0.3679576	0.2279103	0.4200248	0.4958928	0.3593779	0.5621177	0.5726891	0.3833244	0.4677158	0.5087224	0.4684016	0.4227043	0.4562805	0.2919364	0.4942302	0.4344735	0.4435047	0.3772172	0.4506887	0.4470408	0.3245994	0.3518003	0.343902	0.3087766	0.6022121	0.3388771	0.4751488	0.3952511	0.3570559	0.6670481	0.3767184	0.3207679	0.3085813	0.5310895	0.3837244	0.562239	0.3825944	0.2903535	0.2506991	0.1695357	0.39973	0.6121442	0.3698231	0.3698513	0.3360473	0.3648989	0.4181222	0.461794	0.5746656	0.292856	0.2802329	0.3518957	0.3279199	0.445223	0.364089	0.5001102	0.460646	0.2314889	0.4467449	0.2814615	0.4138338	0.3697822	0.2897083	0.4505781	0.3522686	0.3927605	0.4829639	0.3882973	0.3668621	0.4740648	0.4991894	0.2933649	0.395209	0.2729028	0.4028256	0.5166496	0.5528801	0.4145385	0.3969889	0.4559405	0.5560834	0.2725506	0.2949749	0.5540674	0.4724011	0.5015156	0.3403713	0.2854809	0.4121558	0.6565023	0.4691642	0.3122818	0.517261	0.4145729
600	0.4150889	0.5351702	0.3869168	0.4994576	0.588112	0.3997171	0.2479034	0.3699729	0.4335684	0.6843728	0.3678485	0.6206362	0.4131971	0.2164922	0.3671209	0.4785639	0.4442728	0.6927184	0.4119562	0.4048511	0.4208702	0.3199998	0.4956823	0.2456416	0.5756407	0.5525327	0.2433482	0.2897915	0.4770738	0.4721661	0.4728089	0.3706497	0.5257611	0.3167165	0.3431508	0.6111156	0.2287063	0.4263049	0.1972521	0.4434659	0.3303987	0.6025272	0.3644838	0.1944773	0.1596989	0.2366291	0.3689249	0.5464524	0.2996452	0.5059675	0.5434649	0.5001508	0.6116844	0.4750986	0.4370264	0.4329196	0.3703351	0.2921725	0.1003154	0.4813327	0.395134	0.5218553	0.5333024	0.5054367	0.3622558	0.3683729	0.3709046	0.2934613	0.5341676	0.6372176	0.4278854	0.2914451	0.5191764	0.4269423	0.2688912	0.4143059	0.6420118	0.4939518	0.4021538	0.4158439	0.2998391	0.3220542	0.6138876	0.4569798	0.2625277	0.3432604	0.4946089	0.2095016	0.3327344	0.5089473	0.4279969	0.3812313	0.6135754	0.4603185	0.4248535	0.3705713	0.4703371	0.2619308	0.5261467	0.3901145
700	0.4393992	0.4063829	0.4944033	0.4768025	0.3603415	0.3519109	0.3416838	0.4072516	0.4428431	0.4971814	0.3370835	0.6893394	0.5942564	0.1810651	0.3928266	0.5573799	0.3266754	0.4662047	0.4729768	0.2822676	0.3249291	0.5610501	0.5866768	0.1278997	0.5253061	0.4093279	0.3727096	0.3478051	0.3236912	0.5102618	0.4469469	0.4798808	0.4254069	0.345742	0.2836084	0.6314393	0.2952399	0.4559908	0.4951175	0.3455797	0.4339893	0.481184	0.4179644	0.3170676	0.3612263	0.4442921	0.548372	0.5867489	0.253078	0.4354579	0.4542318	0.4763403	0.5794869	0.5391716	0.5897669	0.4304513	0.2518935	0.3386254	0.2616841	0.4742391	0.2319194	0.7273746	0.2912819	0.3679582	0.5235236	0.5568622	0.4029492	0.4127737	0.3153011	0.5072763	0.4312544	0.1274551	0.3367003	0.4169239	0.3636684	0.3031143	0.5015332	0.3640602	0.343655	0.3680967	0.4655067	0.3634362	0.501035	0.4019559	0.2375042	0.5214084	0.2776262	0.2667803	0.3559013	0.4067374	0.3206782	0.1703298	0.4448556	0.3113455	0.3788085	0.5944184	0.4491575	0.3080504	0.5684172	0.3826281
800	0.427713	0.5051203	0.2640911	0.3354211	0.5022419	0.2737322	0.3282909	0.3134652	0.3703195	0.3929264	0.3873686	0.6587562	0.6215026	0.2522457	0.3731194	0.4494507	0.3515401	0.5837796	0.5275596	0.152041	0.3655478	0.2943412	0.5456214	0.190092	0.5445351	0.2187047	0.4786547	0.4563766	0.4784452	0.5185888	0.4691285	0.4647029	0.4144934	0.2599763	0.2990434	0.6795915	0.2709065	0.3780784	0.3745547	0.5364986	0.4399532	0.6499384	0.4491261	0.4183413	0.3498118	0.1455364	0.4730841	0.6170105	0.4450979	0.3444219	0.3596673	0.3215209	0.4879035	0.3934994	0.3592282	0.432084	0.3468373	0.2831612	0.1590765	0.2767796	0.2663074	0.5596771	0.2750289	0.3914013	0.4691862	0.426781	0.6220175	0.4228923	0.3048095	0.3966831	0.2452047	0.2461149	0.4690298	0.3800724	0.3848188	0.3245667	0.6358719	0.392747	0.5350301	0.296314	0.5834234	0.2690719	0.5448587	0.3180419	0.3458193	0.3663226	0.4757209	0.2774569	0.331686	0.5856275	0.6063124	0.327927	0.3416855	0.4411224	0.3294679	0.3346761	0.5405364	0.3864658	0.5678367	0.3853293
900	0.3092416	0.4137615	0.2953822	0.5873034	0.4812543	0.1468948	0.5358515	0.4311221	0.4058059	0.5276517	0.3739903	0.6887643	0.5042605	0.4170948	0.3211248	0.3759067	0.3135061	0.6321216	0.3310086	0.3041258	0.3243434	0.4713474	0.5574085	0.3980371	0.6148929	0.3765538	0.3542379	0.336489	0.295132	0.2721743	0.5491639	0.4897773	0.5219676	0.4235008	0.1626764	0.5723005	0.2369798	0.3856851	0.2757948	0.5783522	0.1913351	0.3640543	0.2935712	0.1993948	0.3279246	0.2218413	0.3538152	0.5029891	0.3859072	0.5801831	0.2430412	0.4964737	0.5216161	0.3187228	0.4626206	0.4958716	0.333791	0.2608784	0.3068067	0.5284261	0.3491501	0.6501205	0.5114844	0.2552666	0.3330633	0.310564	0.4298198	0.4340758	0.5556135	0.5297435	0.4469065	0.1551819	0.4201358	0.4536718	0.3279103	0.2714423	0.559384	0.239096	0.4503135	0.2793372	0.4652916	0.3147463	0.5460093	0.5007378	0.4022955	0.4554255	0.5074991	0.246485	0.308175	0.4237936	0.4361664	0.337074	0.3894914	0.4214839	0.40558	0.6622611	0.4323691	0.2020354	0.5432184	0.5160637
1000	0.4805797	0.4157306	0.4958484	0.565349	0.6708428	0.3614466	0.379998	0.4107534	0.39518	0.4723032	0.1540919	0.6279951	0.5706946	0.312198	0.4108568	0.4187487	0.3585769	0.5363354	0.6329136	0.2138012	0.4564017	0.3797696	0.5471172	0.1910296	0.4236649	0.4619516	0.276369	0.4220566	0.3469522	0.6148421	0.5365874	0.3712539	0.3277642	0.5412106	0.3004513	0.7009327	0.1589208	0.3915591	0.2995586	0.4444937	0.5118562	0.3941794	0.4781208	0.528026	0.2510522	0.2679264	0.2476049	0.6211044	0.3414664	0.5010221	0.4870579	0.3453562	0.4819253	0.2860018	0.3785255	0.4108129	0.3610232	0.2557758	0.2087347	0.46988	0.5036573	0.6823123	0.3344894	0.2878533	0.41984	0.4615238	0.5007273	0.4060131	0.5395768	0.3581312	0.3271129	0.3030534	0.3448831	0.4637717	0.4851397	0.4442869	0.6060923	0.4176345	0.385081	0.3167765	0.4976137	0.3050052	0.4116788	0.4794353	0.3629174	0.30608	0.5484514	0.2612776	0.4320977	0.5345516	0.2944749	0.272156	0.2915568	0.3638025	0.3471221	0.4852179	0.3961015	0.4267488	0.6391199	0.459737
