iter	p__loc1	p__loc2	p__loc3	p__loc4	p__loc5	p__loc6	p__loc7	p__loc8	p__loc9	p__loc10	p__loc11	p__loc12	p__loc13	p__loc14	p__loc15	p__loc16	p__loc17	p__loc18	p__loc19	p__loc20	p__loc21	p__loc22	p__loc23	p__loc24	p__loc25	p__loc26	p__loc27	p__loc28	p__loc29	p__loc30	p__loc31	p__loc32	p__loc33	p__loc34	p__loc35	p__loc36	p__loc37	p__loc38	p__loc39	p__loc40	p__loc41	p__loc42	p__loc43	p__loc44	p__loc45	p__loc46	p__loc47	p__loc48	p__loc49	p__loc50	p__loc51	p__loc52	p__loc53	p__loc54	p__loc55	p__loc56	p__loc57	p__loc58	p__loc59	p__loc60	p__loc61	p__loc62	p__loc63	p__loc64	p__loc65	p__loc66	p__loc67	p__loc68	p__loc69	p__loc70	p__loc71	p__loc72	p__loc73	p__loc74	p__loc75	p__loc76	p__loc77	p__loc78	p__loc79	p__loc80	p__loc81	p__loc82	p__loc83	p__loc84	p__loc85	p__loc86	p__loc87	p__loc88	p__loc89	p__loc90	p__loc91	p__loc92	p__loc93	p__loc94	p__loc95	p__loc96	p__loc97	p__loc98	p__loc99	p__loc100
100	0.2758657	0.4017087	0.3108979	0.596889	0.3413861	0.3174897	0.5125119	0.4931812	0.2705347	0.2705462	0.2742694	0.8254005	0.4945746	0.731107	0.4859459	0.2638535	0.6143102	0.2665204	0.3905844	0.3405665	0.4866371	0.2068499	0.4643716	0.3568857	0.4265747	0.6645745	0.223664	0.2509587	0.5140301	0.2218807	0.2367994	0.3697657	0.4814593	0.4233661	0.5015375	0.4845251	0.4566123	0.6518349	0.385833	0.5104224	0.5400955	0.2735702	0.4656163	0.5638561	0.139604	0.6020196	0.5387662	0.3204929	0.3122302	0.1849719	0.5096144	0.436683	0.1636475	0.4260635	0.4428363	0.3104851	0.6329134	0.3021693	0.3022597	0.2857194	0.1854027	0.5573768	0.3914474	0.4702758	0.302665	0.3279129	0.4947619	0.347413	0.2896064	0.3600961	0.507418	0.4674531	0.3222661	0.4183793	0.4053328	0.5312542	0.160505	0.2111511	0.4845319	0.1808784	0.3248666	0.6210366	0.4476335	0.2250973	0.6630744	0.2779998	0.2751399	0.6143781	0.3577107	0.4758731	0.31703	0.4834397	0.2712521	0.3630346	0.4551496	0.1371071	0.5437709	0.1975461	0.2140951	0.4153076
200	0.3167735	0.6025821	0.463254	0.6429078	0.2077723	0.3458179	0.5670389	0.3829091	0.5095299	0.3916926	0.4718517	0.5179624	0.5010761	0.5451894	0.7069356	0.3296239	0.4966857	0.2486009	0.4064803	0.3782583	0.4312459	0.4749973	0.4621697	0.539176	0.4302715	0.3028949	0.46729	0.1757715	0.3018139	0.3127175	0.3521392	0.6266011	0.5497485	0.4211169	0.3505048	0.7029346	0.3287865	0.4506579	0.5065632	0.7922839	0.1798478	0.270326	0.2386818	0.3679444	0.1986949	0.2974893	0.4568163	0.5613737	0.404718	0.15027	0.3788169	0.3688803	0.2473234	0.3724445	0.4036112	0.3151395	0.4906219	0.2775684	0.3525064	0.3051309	0.259701	0.4637354	0.6583403	0.4057455	0.4463434	0.3107614	0.5878252	0.2789453	0.2973785	0.4786781	0.2497741	0.4403042	0.4046497	0.4967793	0.4204236	0.3109788	0.229067	0.4125284	0.7268908	0.1659023	0.2216937	0.6433881	0.3264099	0.2845849	0.3564618	0.4287268	0.4186632	0.6343336	0.287604	0.3789766	0.4828636	0.2478409	0.38577	0.2582617	0.2111498	0.2103525	0.5453704	0.5426218	0.1879076	0.3135741
300	0.441073	0.3182191	0.2762624	0.6602026	0.1765937	0.181105	0.4058854	0.3991275	0.5469519	0.2926996	0.4563074	0.7033948	0.6052304	0.6829552	0.4429221	0.347596	0.3931655	0.2760363	0.4679794	0.506017	0.4550054	0.4173004	0.4578145	0.3358276	0.3673543	0.5923544	0.4314379	0.6135417	0.3132857	0.2336878	0.2087805	0.4511513	0.3605174	0.3788954	0.114401	0.6215524	0.5585816	0.5873534	0.2793137	0.4484036	0.2994205	0.1660296	0.2943728	0.4179458	0.335214	0.2239751	0.2821673	0.5861466	0.373494	0.2585363	0.3708372	0.3944911	0.4604621	0.2481709	0.1281306	0.3772838	0.6436766	0.3255862	0.3187307	0.3887378	0.3105899	0.5227764	0.6369684	0.3829981	0.2278634	0.4209645	0.5002239	0.5655687	0.2648148	0.3288181	0.3376706	0.2831156	0.2414888	0.3079992	0.4348767	0.2890295	0.1512539	0.06172081	0.4992196	0.1775061	0.3639481	0.4669146	0.3572304	0.1870132	0.417681	0.6549937	0.2214229	0.4180286	0.3134697	0.1266404	0.4277668	0.4512595	0.2239067	0.3078581	0.3668117	0.411932	0.4381965	0.5224231	0.08428425	0.2186393
400	0.5506648	0.4096	0.4131318	0.6253887	0.09044327	0.157858	0.578843	0.1910341	0.2228896	0.4513858	0.4378272	0.6971093	0.4658551	0.8643903	0.4363585	0.3160983	0.4999619	0.3767524	0.3551352	0.4546045	0.5355173	0.211079	0.2684085	0.2189241	0.7519985	0.5155257	0.421026	0.4175576	0.5871151	0.2034279	0.2559918	0.5505667	0.4117484	0.4640955	0.4182645	0.738138	0.4108165	0.6733586	0.4553069	0.6909537	0.3767031	0.3761226	0.5139536	0.2930446	0.3747052	0.372123	0.2916638	0.5817547	0.2411891	0.1465549	0.3205082	0.3762937	0.2464302	0.2158324	0.3887837	0.5070619	0.556292	0.5571676	0.2499896	0.1891022	0.3796621	0.5077723	0.6169263	0.5172514	0.4423553	0.3829641	0.7031516	0.271837	0.4144383	0.5745489	0.4976889	0.2983276	0.3569782	0.2803365	0.4639156	0.3169457	0.2898109	0.1407651	0.2766103	0.1610135	0.1399343	0.2512403	0.6855988	0.4661994	0.371756	0.4840761	0.1291132	0.5971614	0.3214334	0.4560643	0.499904	0.4432626	0.3163748	0.5033211	0.2967862	0.2034178	0.2644987	0.5769503	0.08161627	0.3811419
500	0.2672717	0.3219357	0.4371689	0.7094819	0.289982	0.4396568	0.4636885	0.5706951	0.3853856	0.4973813	0.17833	0.5286052	0.3867003	0.8797319	0.2994124	0.2089413	0.6567579	0.4847322	0.3560896	0.5169667	0.463493	0.3476427	0.2291466	0.367408	0.518584	0.4656796	0.2471087	0.4416004	0.5617297	0.3078052	0.3150723	0.4525348	0.5278516	0.5706274	0.524653	0.6101242	0.4408932	0.6421478	0.3940996	0.7129532	0.2782863	0.120202	0.425751	0.3370239	0.1682091	0.4132631	0.6068075	0.6301751	0.3696435	0.2877676	0.4844124	0.4132412	0.3816998	0.1861378	0.3326257	0.6315153	0.5983795	0.3404956	0.2618847	0.3031341	0.2725838	0.5086466	0.4748803	0.5240742	0.563685	0.3937375	0.7046919	0.1430231	0.4390519	0.6775427	0.498974	0.4115009	0.5503006	0.4500671	0.5592859	0.6312533	0.4470474	0.157833	0.405288	0.3471273	0.3635402	0.3707241	0.5092807	0.3376113	0.151467	0.3075334	0.2337319	0.4868987	0.3797548	0.2083774	0.2590529	0.40457	0.2181048	0.1989947	0.4152079	0.2681899	0.5100968	0.3272206	0.247197	0.4393618
600	0.1875812	0.410873	0.4308588	0.5404099	0.3633749	0.3037757	0.4733373	0.6475532	0.2753622	0.5527237	0.2305038	0.5054758	0.4293389	0.6553323	0.530297	0.1738369	0.6194829	0.2223311	0.4174297	0.4912168	0.4098882	0.4638138	0.411867	0.4258241	0.5250769	0.5970811	0.6054402	0.2252454	0.3924663	0.4208224	0.255347	0.4117773	0.4687741	0.2655148	0.4865848	0.5530632	0.2981247	0.4656683	0.35763	0.6192522	0.2269635	0.3759748	0.4253839	0.3874551	0.2419568	0.4738646	0.4866673	0.5569949	0.2678005	0.2580177	0.5713331	0.4996171	0.2716846	0.2919223	0.3855199	0.4257844	0.7521965	0.3407871	0.3468188	0.1424803	0.2607425	0.5883094	0.5933265	0.3363727	0.3684218	0.4204213	0.7235937	0.2682111	0.1840498	0.4597385	0.3340664	0.363115	0.222801	0.3790639	0.2543892	0.5855993	0.3897612	0.2499851	0.6373638	0.3568882	0.4763704	0.611104	0.4138049	0.3997568	0.3647312	0.3455526	0.3380325	0.5834779	0.2258583	0.3359469	0.4650434	0.5653698	0.2585203	0.3916643	0.3286628	0.4604686	0.4946931	0.1857501	0.08226234	0.3185834
700	0.578153	0.3254963	0.4152867	0.7310327	0.06676601	0.2387701	0.5072646	0.2873539	0.351123	0.4268088	0.5567213	0.462093	0.5715881	0.850844	0.4218965	0.4297897	0.5498561	0.333346	0.2286795	0.6330339	0.3646236	0.2559251	0.1816138	0.2440565	0.5407594	0.4895736	0.310866	0.1852916	0.6081138	0.1362673	0.4205426	0.3912973	0.5947187	0.6650877	0.3355884	0.6676169	0.4498425	0.6248686	0.3943113	0.6547133	0.2318004	0.5413038	0.5700552	0.2290437	0.2876048	0.3243776	0.3675102	0.4211163	0.2168712	0.4161596	0.5921485	0.3955423	0.2976276	0.2663861	0.2834277	0.3554433	0.3698308	0.2086137	0.4033987	0.3971857	0.2149461	0.4712176	0.6101753	0.1982824	0.5444846	0.2634638	0.6566012	0.3601206	0.3831425	0.4879174	0.3948476	0.4268958	0.6558082	0.1994713	0.412213	0.4993248	0.2701228	0.1674285	0.2441964	0.1737639	0.2322145	0.3239571	0.4730691	0.3166282	0.354119	0.4029014	0.2581372	0.3601448	0.2069041	0.476234	0.4690074	0.2414555	0.3754469	0.4755108	0.255177	0.2177168	0.4970359	0.2585884	0.1658964	0.5187903
800	0.2276293	0.3242301	0.474449	0.7103404	0.2118338	0.3284751	0.5965288	0.4367668	0.3818555	0.3234678	0.2471409	0.7627129	0.3749038	0.8045131	0.3974729	0.368168	0.5572202	0.5417846	0.4097554	0.3362415	0.5097465	0.2491361	0.1545342	0.1700908	0.6433976	0.4066212	0.4871723	0.4942818	0.5432182	0.3531445	0.4811421	0.438417	0.4423123	0.556457	0.4355031	0.7466218	0.3955342	0.1734463	0.4104507	0.7183442	0.1565165	0.2481245	0.5627698	0.1817649	0.4335212	0.3545215	0.4754311	0.5514805	0.2351074	0.1922412	0.5838756	0.4201493	0.356885	0.3514594	0.3663134	0.4324676	0.4491618	0.4699171	0.6880993	0.3859515	0.28977	0.5488263	0.6054709	0.2250624	0.2889075	0.406657	0.6352517	0.4088026	0.2183538	0.1490297	0.1179901	0.3905606	0.4535538	0.3530118	0.5696512	0.4903846	0.320349	0.1925179	0.3999864	0.1624808	0.2755552	0.4133194	0.4038292	0.3815644	0.3852382	0.4422163	0.3323243	0.6340645	0.1774747	0.186851	0.3322092	0.3404636	0.3712721	0.3697981	0.2361903	0.1369586	0.5304016	0.4759486	0.1836603	0.2903435
900	0.4309108	0.2260344	0.4700117	0.4680755	0.2026548	0.347899	0.3987762	0.5792721	0.1804043	0.2213313	0.4079483	0.4599999	0.5766336	0.8202105	0.4790814	0.3410551	0.5026509	0.3886798	0.2039418	0.3567979	0.4943187	0.2161632	0.2532942	0.4975266	0.3979507	0.7608258	0.4444584	0.2533575	0.717819	0.4673983	0.3384276	0.4687027	0.3909755	0.3604043	0.5475457	0.6440534	0.3319524	0.5081621	0.6145665	0.6499556	0.2810988	0.2203808	0.560066	0.3038663	0.2352319	0.3235772	0.301682	0.484532	0.2120585	0.1429265	0.3809522	0.1840051	0.2798303	0.3386777	0.2768819	0.5249303	0.2435986	0.3961524	0.3343442	0.2698295	0.2651607	0.3841934	0.5753052	0.386721	0.5025223	0.2773272	0.5481507	0.2224484	0.4941319	0.2158299	0.1790591	0.359327	0.3175847	0.3243432	0.2701753	0.49269	0.2646714	0.1935899	0.3191673	0.3082033	0.3383087	0.3811065	0.4608216	0.4681553	0.28242	0.4517891	0.4047558	0.5537258	0.2231008	0.1611966	0.5835165	0.6380657	0.6134465	0.2693537	0.4140768	0.2180946	0.724873	0.3722239	0.2973616	0.45185
1000	0.4310583	0.4424228	0.3571287	0.5000686	0.1853295	0.1538803	0.4325136	0.2884202	0.4946976	0.3625909	0.1835004	0.4468402	0.5949539	0.6969239	0.5348399	0.2869148	0.4562848	0.2323241	0.312322	0.4787458	0.7056423	0.4439145	0.1313413	0.3566219	0.6130442	0.6605889	0.4458775	0.3162463	0.6221381	0.3017191	0.4409639	0.397223	0.4504919	0.3509827	0.435814	0.5714308	0.4541416	0.513405	0.4452533	0.8283394	0.2063642	0.144652	0.3979545	0.4056133	0.2343854	0.341991	0.3688141	0.2774664	0.3643801	0.1940879	0.412957	0.2607825	0.4162861	0.2226374	0.3628773	0.1936529	0.5304815	0.3580908	0.3699328	0.2148942	0.1982393	0.7215291	0.6624153	0.4170301	0.2107829	0.6014029	0.4398082	0.3734703	0.2270537	0.4304729	0.2706015	0.4352169	0.4126122	0.5712405	0.211665	0.505447	0.2575079	0.1772885	0.5007285	0.1732568	0.1855756	0.3846252	0.3926915	0.52579	0.3549401	0.4235192	0.287041	0.4722582	0.2933922	0.3559413	0.2613235	0.2451707	0.5733151	0.4122843	0.4785985	0.3281424	0.4443415	0.2865121	0.09979915	0.4151696
