iter	p__loc1	p__loc2	p__loc3	p__loc4	p__loc5	p__loc6	p__loc7	p__loc8	p__loc9	p__loc10	p__loc11	p__loc12	p__loc13	p__loc14	p__loc15	p__loc16	p__loc17	p__loc18	p__loc19	p__loc20	p__loc21	p__loc22	p__loc23	p__loc24	p__loc25	p__loc26	p__loc27	p__loc28	p__loc29	p__loc30	p__loc31	p__loc32	p__loc33	p__loc34	p__loc35	p__loc36	p__loc37	p__loc38	p__loc39	p__loc40	p__loc41	p__loc42	p__loc43	p__loc44	p__loc45	p__loc46	p__loc47	p__loc48	p__loc49	p__loc50	p__loc51	p__loc52	p__loc53	p__loc54	p__loc55	p__loc56	p__loc57	p__loc58	p__loc59	p__loc60	p__loc61	p__loc62	p__loc63	p__loc64	p__loc65	p__loc66	p__loc67	p__loc68	p__loc69	p__loc70	p__loc71	p__loc72	p__loc73	p__loc74	p__loc75	p__loc76	p__loc77	p__loc78	p__loc79	p__loc80	p__loc81	p__loc82	p__loc83	p__loc84	p__loc85	p__loc86	p__loc87	p__loc88	p__loc89	p__loc90	p__loc91	p__loc92	p__loc93	p__loc94	p__loc95	p__loc96	p__loc97	p__loc98	p__loc99	p__loc100
100	0.1034907	0.09740828	0.03587744	0.02381289	0.0276935	0.09056511	0.02206128	0.06535808	0.055204	0.08927335	0.09920346	0.05513544	0.03762011	0.06337607	0.06008049	0.07966232	0.02354727	0.05053529	0.09107205	0.0354013	0.05741806	0.08085302	0.08838252	0.087084	0.08117857	0.05433538	0.006577961	0.01395797	0.09482849	0.05028419	0.101248	0.05649334	0.06092564	0.05238826	0.1201491	0.04359015	0.07244276	0.064259	0.05154693	0.06637794	0.0625693	0.05569711	0.09795093	0.03658704	0.02703371	0.07405264	0.03315658	0.1181935	0.06224009	0.03371137	0.0413964	0.05611748	0.07419883	0.07387361	0.04771765	0.03978708	0.04803074	0.04460997	0.1316192	0.06547961	0.07267639	0.04518473	0.05281204	0.09506131	0.04584153	0.05954489	0.03783069	0.05595029	0.1024602	0.04247928	0.01433749	0.1111603	0.05361004	0.09373953	0.02202631	0.04597369	0.02345588	0.05012237	0.04922764	0.04925328	0.03491986	0.02657061	0.03819774	0.04331066	0.05164528	0.1419582	0.01744893	0.0886517	0.01735401	0.05254445	0.07065446	0.1019313	0.009773266	0.05322852	0.08933282	0.01659807	0.05275625	0.01523747	0.04296189	0.05865939
200	0.0127937	0.06990373	0.0593638	0.008615959	0.04035399	0.1031017	0.04202929	0.05914375	0.03144412	0.09865066	0.1063034	0.03605422	0.04146037	0.03355048	0.05501638	0.05655776	0.05566206	0.1127386	0.07439591	0.02737387	0.02342638	0.0490222	0.06876377	0.07511288	0.06426596	0.02521163	0.03891445	0.02517138	0.04769146	0.05985336	0.1383221	0.05063774	0.03942784	0.03432845	0.0981256	0.01814367	0.1155682	0.08526423	0.04999903	0.06276055	0.03008374	0.04888913	0.0267619	0.03545967	0.05529287	0.06478166	0.04246781	0.09876524	0.05979513	0.08774767	0.05116088	0.03045104	0.08379454	0.03274332	0.01583379	0.02251433	0.06932382	0.0346171	0.1257969	0.06597875	0.1400074	0.06025311	0.06395146	0.06112166	0.01567416	0.0953418	0.03907036	0.02621767	0.05356221	0.04774367	0.02667148	0.0948881	0.07085721	0.1133639	0.0494992	0.08253878	0.03175687	0.05955905	0.08735637	0.09826157	0.02726342	0.01608337	0.05174702	0.08735321	0.03944237	0.1392853	0.04463444	0.08401577	0.04403047	0.02462731	0.1010192	0.04537635	0.03573887	0.06826059	0.04258246	0.03791866	0.09267566	0.01507896	0.04740915	0.04458351
300	0.08577571	0.06424035	0.009954236	0.01983373	0.06839714	0.09282106	0.005630785	0.06239369	0.07896922	0.08126059	0.1162807	0.06961174	0.02129009	0.05122864	0.08985338	0.1093137	0.02644067	0.09546858	0.04350149	0.03424111	0.0490371	0.07778542	0.07251414	0.08170292	0.07192807	0.04831259	0.01263526	0.04553344	0.05439233	0.08468722	0.1116152	0.1024549	0.04146584	0.04235015	0.1043268	0.02500079	0.08516431	0.09508863	0.05984226	0.0508531	0.037812	0.01647755	0.0306684	0.0522481	0.03187881	0.1076355	0.0226877	0.1095607	0.06381718	0.04637422	0.1225777	0.04209096	0.03826119	0.0365413	0.03664807	0.05270875	0.07804314	0.05217219	0.08889777	0.02102315	0.06968492	0.0494283	0.09067923	0.07605545	0.05643286	0.09747666	0.02344912	0.02947016	0.05401666	0.02196999	0.03627118	0.07546432	0.0594787	0.06709068	0.01198556	0.04032392	0.03940838	0.07501393	0.03124854	0.04440706	0.09029926	0.02583891	0.05507132	0.0626397	0.03083622	0.08483149	0.03435536	0.08531432	0.03651179	0.05422503	0.08262894	0.03684353	0.01253438	0.04743079	0.1136209	0.02327352	0.1427001	0.02588388	0.05973597	0.02807055
400	0.08790363	0.04390143	0.02003489	0.05414729	0.02326957	0.04222801	0.03120089	0.02656977	0.0603647	0.09720715	0.09504988	0.05072886	0.06131	0.0798357	0.05357178	0.06313763	0.06387755	0.06327608	0.07097674	0.01625716	0.06056134	0.04777287	0.06825376	0.07678161	0.03303326	0.0561873	0.01296013	0.06412727	0.1122009	0.07011636	0.1099044	0.06100362	0.02062661	0.06755797	0.06441784	0.03621088	0.1000826	0.06566207	0.08933238	0.0546314	0.07255596	0.02313573	0.02659301	0.04402441	0.08902014	0.04809551	0.0772789	0.1024516	0.05329216	0.0557728	0.07145113	0.04971893	0.06106151	0.05313737	0.02956218	0.02705716	0.1036501	0.04557868	0.1057883	0.07788715	0.09722504	0.0358348	0.07383744	0.08350796	0.04111989	0.09751658	0.02732852	0.06738779	0.08117966	0.04021847	0.01834721	0.07988947	0.09632295	0.1093693	0.02402553	0.05302942	0.02250609	0.08383346	0.07346784	0.0861907	0.06897395	0.02769933	0.0538901	0.06827678	0.08350333	0.1132025	0.02244426	0.1005156	0.0322414	0.03541361	0.04446357	0.07890763	0.02691999	0.0488259	0.07926562	0.06012043	0.1205531	0.1159181	0.04699302	0.04598061
500	0.1140548	0.0435849	0.0374199	0.01545272	0.02884349	0.09933654	0.006295575	0.0290489	0.05116071	0.09745711	0.1080493	0.07891089	0.01171881	0.04043972	0.04567802	0.1226089	0.04555599	0.05410896	0.04432717	0.05310568	0.03618572	0.08068821	0.06789582	0.09572679	0.05974262	0.07384127	0.001715581	0.03035429	0.1307344	0.05120477	0.1143674	0.08244212	0.03664006	0.02844113	0.108049	0.02000453	0.06254455	0.05340827	0.02912716	0.07540431	0.05083714	0.04104876	0.07941937	0.01745509	0.1048982	0.08195603	0.03504804	0.166105	0.04374008	0.03877897	0.0403896	0.01595734	0.05008686	0.1033551	0.03387945	0.02797148	0.08124513	0.03675521	0.1133657	0.02867915	0.05210951	0.0659883	0.07952947	0.07650417	0.03737486	0.08336334	0.07116236	0.05242549	0.05516599	0.04561102	0.01736795	0.07836903	0.08204233	0.07447453	0.01015619	0.04376935	0.01933786	0.07586177	0.02986821	0.04349655	0.08334889	0.03862839	0.02684809	0.0433469	0.05872973	0.09399152	0.03703437	0.1240994	0.05137538	0.0277108	0.0933394	0.03486308	0.02756908	0.04175907	0.08531835	0.02426494	0.120621	0.03539288	0.05520245	0.09001702
600	0.1005312	0.08203128	0.04503639	0.02261725	0.03532368	0.1463643	0.01094968	0.04547218	0.0541881	0.1351934	0.09409605	0.06699146	0.05708969	0.04277392	0.08259936	0.08375876	0.07842959	0.09007191	0.05586116	0.06158853	0.0522045	0.1129513	0.02128327	0.08661309	0.06585113	0.03767421	0.01407646	0.01180522	0.06323108	0.07891899	0.1095809	0.04768157	0.01459511	0.03186876	0.09204421	0.04586553	0.05092059	0.1139438	0.03616766	0.08298505	0.05349936	0.02852	0.04881899	0.01772812	0.1035168	0.01869136	0.02678938	0.1637282	0.05091744	0.06249968	0.09562381	0.05914376	0.05650858	0.08607062	0.02905125	0.05903867	0.06649776	0.04202434	0.1021989	0.05297127	0.05899266	0.05721778	0.03106682	0.1010836	0.05242102	0.08160227	0.03041755	0.1068343	0.1255741	0.06632015	0.02928494	0.03773302	0.07810049	0.05989211	0.02398902	0.04860014	0.01838491	0.07402478	0.0476519	0.03182648	0.03970849	0.04980528	0.0364298	0.05965391	0.07149324	0.1366424	0.07677879	0.1305766	0.04447587	0.05682258	0.06633006	0.08745272	0.02567111	0.06966955	0.05424195	0.03401909	0.1309706	0.05983635	0.05020732	0.05490184
700	0.02206242	0.1129683	0.01616805	0.03838798	0.03281945	0.03330896	0.03019015	0.1132836	0.0729183	0.07579114	0.0783337	0.0227506	0.07521379	0.02392993	0.07140142	0.09470446	0.03131445	0.05141328	0.04027379	0.03265761	0.02510299	0.03639254	0.06827176	0.09072896	0.05288906	0.04086796	0.03200123	0.02262995	0.06317967	0.06025939	0.08671609	0.05858168	0.04672881	0.06286334	0.1131237	0.01170197	0.03480795	0.1179089	0.062496	0.08541566	0.1112954	0.03920744	0.05428901	0.03035971	0.04919057	0.05765681	0.060854	0.1521189	0.08513491	0.0413128	0.08954226	0.0652393	0.1019326	0.02430526	0.05421563	0.04429622	0.02180945	0.03703972	0.06375053	0.08288144	0.08673573	0.06399165	0.06075881	0.09704646	0.03399487	0.06006452	0.0297439	0.05426906	0.1001087	0.02490391	0.02489734	0.09085929	0.08394872	0.1121128	0.03405895	0.05535423	0.08104206	0.04567732	0.03081841	0.0537007	0.04923995	0.0455062	0.02379984	0.05827188	0.025167	0.08325184	0.05663471	0.1384388	0.02976528	0.04835587	0.1021884	0.06235762	0.03877782	0.06029639	0.05604548	0.04025116	0.07864871	0.02870859	0.05523797	0.04415923
800	0.03671915	0.0918271	0.01889284	0.03561185	0.01987362	0.08429022	0.01208941	0.08012469	0.0669933	0.108967	0.1173129	0.07868015	0.05972413	0.04310251	0.05946878	0.08471318	0.04356861	0.1010655	0.09024661	0.04333153	0.02627613	0.05382831	0.08192519	0.04869291	0.04653788	0.07993444	0.01572899	0.02281331	0.03410935	0.06304096	0.09210637	0.06458543	0.03307218	0.0932878	0.08669552	0.01844898	0.0541134	0.07193108	0.06931777	0.08932443	0.1233924	0.01552063	0.04023178	0.03497471	0.05715987	0.07789191	0.0135274	0.1437779	0.03489852	0.02714405	0.104057	0.06193453	0.142021	0.06050518	0.04183461	0.05679901	0.1284851	0.05963905	0.08595383	0.04549503	0.1144288	0.0616532	0.1154124	0.09620146	0.03266709	0.04843764	0.04866075	0.05905121	0.07299933	0.07664046	0.05529262	0.06371419	0.06369313	0.1043353	0.06008746	0.07939086	0.01370236	0.08452386	0.08019487	0.05897117	0.02976748	0.01684845	0.03482653	0.06776351	0.05097544	0.1060848	0.01801953	0.1892649	0.017699	0.08217349	0.08021462	0.1037403	0.02205035	0.06936084	0.08804308	0.07858127	0.09597234	0.02489208	0.04946475	0.0261211
900	0.05624723	0.06135573	0.01672066	0.04551509	0.01165044	0.1132687	0.02455521	0.09122789	0.04867774	0.04238081	0.09305421	0.08394009	0.01235666	0.05069802	0.03687372	0.06067533	0.03078042	0.04946391	0.04838809	0.0248897	0.03535346	0.0313363	0.05427987	0.04180407	0.06508962	0.05159776	0.01181654	0.03212184	0.09032424	0.07680354	0.1184585	0.08292454	0.0281203	0.03826153	0.1006192	0.03228999	0.04882072	0.0667449	0.03635219	0.04709546	0.0936197	0.04174427	0.04624603	0.0368301	0.1077178	0.06166273	0.03543496	0.06787078	0.05315589	0.04043615	0.05343359	0.02996287	0.05577749	0.05071199	0.02720205	0.05002577	0.07925296	0.04703768	0.1387389	0.04930759	0.07148386	0.08679502	0.1405313	0.08920495	0.0876492	0.0664385	0.05749885	0.03456528	0.1144405	0.07673558	0.02261569	0.1121626	0.08932038	0.1037138	0.03482038	0.03054258	0.03414663	0.09529713	0.04766231	0.08775459	0.05257981	0.03075849	0.02239408	0.08694873	0.06307723	0.08702327	0.009819857	0.1175238	0.04993698	0.0680767	0.05240623	0.05950002	0.04239172	0.1224025	0.07624169	0.04590464	0.06843533	0.01511255	0.06463567	0.06820658
1000	0.02830429	0.09003953	0.01947218	0.04497526	0.04725912	0.05090051	0.008648032	0.08428215	0.04490505	0.06946476	0.07732084	0.02258652	0.03140267	0.07611657	0.1112344	0.07851514	0.02437479	0.06408922	0.0513109	0.0221177	0.06252581	0.06180642	0.07605929	0.04129775	0.04879294	0.04327456	0.006994856	0.05348473	0.1224819	0.06671205	0.1069672	0.08725957	0.008209717	0.0305299	0.08757726	0.04744195	0.03635662	0.08957318	0.03355636	0.05832892	0.09259036	0.03546278	0.06213842	0.01262575	0.06878277	0.07487499	0.1000404	0.1071449	0.04342933	0.05765306	0.09844598	0.04171921	0.07858709	0.05455512	0.03476157	0.01210877	0.03812934	0.05109242	0.1344769	0.053859	0.1218136	0.05844421	0.07873483	0.04932364	0.04176836	0.03021343	0.02286276	0.1101841	0.05211168	0.03586902	0.02348603	0.08768739	0.09960192	0.0548221	0.06033032	0.09286386	0.0234332	0.03478018	0.1139173	0.06034647	0.07379253	0.02893937	0.08600099	0.05318803	0.04353316	0.09599561	0.05616354	0.07865966	0.0711862	0.03514658	0.03363735	0.07122804	0.03041901	0.09383525	0.04295371	0.02298882	0.1080188	0.03098915	0.05212163	0.04587373
