iter 	 p
500 	 0.8051663 
1000 	 0.7592293 
1500 	 0.8290763 
2000 	 0.7699082 
2500 	 0.7766356 
3000 	 0.8034314 
3500 	 0.8287276 
4000 	 0.8253097 
4500 	 0.8170399 
5000 	 0.8753559 
5500 	 0.7853217 
6000 	 0.8489176 
6500 	 0.8380631 
7000 	 0.8589607 
7500 	 0.8867513 
8000 	 0.7366441 
8500 	 0.7931743 
9000 	 0.8702432 
9500 	 0.8219706 
10000 	 0.7830804 
10500 	 0.8379571 
11000 	 0.8349813 
11500 	 0.7807551 
12000 	 0.8393076 
12500 	 0.8289407 
13000 	 0.7897127 
13500 	 0.8200171 
14000 	 0.8265713 
14500 	 0.8334836 
15000 	 0.8302969 
15500 	 0.895004 
16000 	 0.8309941 
16500 	 0.8208319 
17000 	 0.852241 
17500 	 0.7978515 
18000 	 0.8111648 
18500 	 0.806196 
19000 	 0.8637799 
19500 	 0.8135015 
20000 	 0.7340263 
20500 	 0.8328907 
21000 	 0.8186794 
21500 	 0.8381578 
22000 	 0.7630975 
22500 	 0.7754457 
23000 	 0.8573521 
23500 	 0.8530382 
24000 	 0.8509948 
24500 	 0.8617415 
25000 	 0.7410215 
25500 	 0.82621 
26000 	 0.8741463 
26500 	 0.7644324 
27000 	 0.8279874 
27500 	 0.7878962 
28000 	 0.7090529 
28500 	 0.797654 
29000 	 0.8148164 
29500 	 0.8215799 
30000 	 0.8024886 
30500 	 0.7643847 
31000 	 0.8718944 
31500 	 0.8547093 
32000 	 0.8878919 
32500 	 0.8580409 
33000 	 0.8209416 
33500 	 0.804576 
34000 	 0.7698313 
34500 	 0.8328266 
35000 	 0.8026143 
35500 	 0.8584953 
36000 	 0.7973376 
36500 	 0.7809223 
37000 	 0.8677391 
37500 	 0.8792302 
38000 	 0.8222428 
38500 	 0.8670656 
39000 	 0.7681369 
39500 	 0.8039137 
40000 	 0.8392657 
40500 	 0.8383943 
41000 	 0.8458008 
41500 	 0.7847894 
42000 	 0.7835738 
42500 	 0.8820791 
43000 	 0.7905021 
43500 	 0.8551327 
44000 	 0.8581547 
44500 	 0.7856896 
45000 	 0.8419058 
45500 	 0.787874 
46000 	 0.834187 
46500 	 0.8154333 
47000 	 0.8506422 
47500 	 0.8478128 
48000 	 0.8752338 
48500 	 0.7936351 
49000 	 0.7532808 
49500 	 0.8155193 
50000 	 0.8863113 
50500 	 0.7708579 
51000 	 0.7878031 
51500 	 0.7834353 
52000 	 0.802546 
52500 	 0.8293757 
53000 	 0.8152908 
53500 	 0.8088167 
54000 	 0.7955572 
54500 	 0.7269032 
55000 	 0.8041056 
55500 	 0.8302247 
56000 	 0.8714785 
56500 	 0.878105 
57000 	 0.8224224 
57500 	 0.7453621 
58000 	 0.8786266 
58500 	 0.7756519 
59000 	 0.7876873 
59500 	 0.7632657 
60000 	 0.8785532 
60500 	 0.7805634 
61000 	 0.8749095 
61500 	 0.8533633 
62000 	 0.8446537 
62500 	 0.8182973 
63000 	 0.7558192 
63500 	 0.847971 
64000 	 0.9014602 
64500 	 0.8364488 
65000 	 0.7612923 
65500 	 0.8169753 
66000 	 0.8614342 
66500 	 0.7183347 
67000 	 0.8540732 
67500 	 0.8174717 
68000 	 0.8081194 
68500 	 0.8323585 
69000 	 0.8290835 
69500 	 0.8297714 
70000 	 0.8299965 
70500 	 0.6825706 
71000 	 0.7581566 
71500 	 0.8018348 
72000 	 0.8017436 
72500 	 0.7767116 
73000 	 0.7806704 
73500 	 0.8978919 
74000 	 0.8528495 
74500 	 0.8291483 
75000 	 0.7065735 
75500 	 0.8201959 
76000 	 0.7917943 
76500 	 0.7872036 
77000 	 0.8175638 
77500 	 0.7877672 
78000 	 0.8263621 
78500 	 0.7325331 
79000 	 0.8249109 
79500 	 0.811742 
80000 	 0.7587903 
80500 	 0.7814505 
81000 	 0.8532787 
81500 	 0.7933899 
82000 	 0.7522274 
82500 	 0.8708343 
83000 	 0.890491 
83500 	 0.8390115 
84000 	 0.7640537 
84500 	 0.7649702 
85000 	 0.7853409 
85500 	 0.7925699 
86000 	 0.7949146 
86500 	 0.8149624 
87000 	 0.8720985 
87500 	 0.7983796 
88000 	 0.838958 
88500 	 0.8185367 
89000 	 0.889637 
89500 	 0.8373428 
90000 	 0.8478027 
90500 	 0.8135059 
91000 	 0.8276372 
91500 	 0.7883627 
92000 	 0.810827 
92500 	 0.8296441 
93000 	 0.8669085 
93500 	 0.828471 
94000 	 0.857109 
94500 	 0.8155456 
95000 	 0.7930998 
95500 	 0.7732 
96000 	 0.8180849 
96500 	 0.8244569 
97000 	 0.7681765 
97500 	 0.8315904 
98000 	 0.8919291 
98500 	 0.8891381 
99000 	 0.8106065 
99500 	 0.8375755 
100000 	 0.8366362 
100500 	 0.7779412 
101000 	 0.812898 
101500 	 0.824867 
102000 	 0.7670619 
102500 	 0.8259919 
103000 	 0.7764846 
103500 	 0.8410194 
104000 	 0.800345 
104500 	 0.8563746 
105000 	 0.7694204 
105500 	 0.7368845 
106000 	 0.8700757 
106500 	 0.8221481 
107000 	 0.8455723 
107500 	 0.8031716 
108000 	 0.8668388 
108500 	 0.8753646 
109000 	 0.8380852 
109500 	 0.8147412 
110000 	 0.8057403 
110500 	 0.8311489 
111000 	 0.8178545 
111500 	 0.8537935 
112000 	 0.7973756 
112500 	 0.8439809 
113000 	 0.7822548 
113500 	 0.7258636 
114000 	 0.8350196 
114500 	 0.8478643 
115000 	 0.864277 
115500 	 0.8549063 
116000 	 0.8124802 
116500 	 0.8387084 
117000 	 0.7985755 
117500 	 0.8634794 
118000 	 0.8097369 
118500 	 0.8443649 
119000 	 0.8485912 
119500 	 0.819085 
120000 	 0.8075982 
120500 	 0.8429978 
121000 	 0.8898734 
121500 	 0.7788927 
122000 	 0.7933098 
122500 	 0.8233245 
123000 	 0.7690089 
123500 	 0.7891841 
124000 	 0.8964681 
124500 	 0.8629643 
125000 	 0.8628903 
125500 	 0.7256122 
126000 	 0.8139286 
126500 	 0.8189942 
127000 	 0.7632465 
127500 	 0.796298 
128000 	 0.8176913 
128500 	 0.8534755 
129000 	 0.7162123 
129500 	 0.7807812 
130000 	 0.8800152 
130500 	 0.8275167 
131000 	 0.8118266 
131500 	 0.8199827 
132000 	 0.8184413 
132500 	 0.8111831 
133000 	 0.7671488 
133500 	 0.782791 
134000 	 0.6657719 
134500 	 0.8050587 
135000 	 0.8120357 
135500 	 0.8873891 
136000 	 0.7368031 
136500 	 0.8921612 
137000 	 0.8118292 
137500 	 0.8430675 
138000 	 0.8432105 
138500 	 0.8121634 
139000 	 0.8758794 
139500 	 0.819126 
140000 	 0.8842432 
140500 	 0.8527407 
141000 	 0.8636993 
141500 	 0.8864674 
142000 	 0.8155622 
142500 	 0.77313 
143000 	 0.8402711 
143500 	 0.8737534 
144000 	 0.8724171 
144500 	 0.845274 
145000 	 0.861849 
145500 	 0.8248614 
146000 	 0.8097359 
146500 	 0.8537117 
147000 	 0.8646065 
147500 	 0.7495433 
148000 	 0.7478382 
148500 	 0.9074803 
149000 	 0.7827885 
149500 	 0.780218 
150000 	 0.805095 
150500 	 0.858934 
151000 	 0.8135251 
151500 	 0.8449925 
152000 	 0.7931451 
152500 	 0.8417241 
153000 	 0.793718 
153500 	 0.7898803 
154000 	 0.8562751 
154500 	 0.7635116 
155000 	 0.8246049 
155500 	 0.7731044 
156000 	 0.837218 
156500 	 0.7957382 
157000 	 0.7982106 
157500 	 0.7820773 
158000 	 0.810998 
158500 	 0.8458481 
159000 	 0.8195192 
159500 	 0.837068 
160000 	 0.7614176 
160500 	 0.8288258 
161000 	 0.8336003 
161500 	 0.8960599 
162000 	 0.7481448 
162500 	 0.7876469 
163000 	 0.841475 
163500 	 0.7917525 
164000 	 0.8036374 
164500 	 0.7426475 
165000 	 0.8275945 
165500 	 0.8203165 
166000 	 0.8487482 
166500 	 0.8314634 
167000 	 0.763105 
167500 	 0.841539 
168000 	 0.8017732 
168500 	 0.8670441 
169000 	 0.8116083 
169500 	 0.8768973 
170000 	 0.8396759 
170500 	 0.8029052 
171000 	 0.8170442 
171500 	 0.8411399 
172000 	 0.8940944 
172500 	 0.8164207 
